elastic(x),1s5(x),1s4(x),1s3(x),1s2(x),2p10(x),2p9(x),2p8(x),2p7(x),2p6(x),2p5(x),2p4(x),2p3(x),2p2(x),2p1(x),3d6(x),3d5(x),3d3(x),3d4!(x),3d4(x),3d1!!(x),2s5(x),2s4(x),3d1!(x),3d2(x),3s1!!!!(x),3s1!!(x),3s1!!!(x),2s3(x),2s2(x),3s1!(x),4d5(x),3s4(x),4d2(x),4s1!(x),3s2(x),5d5(x),4s4(x),5d2(x),6d5(x),5s1!(x),4s2(x),5s4(x),6d2(x),high(x),ion(x),avg(x)
2.0726E+00,1.3784E+01,1.3860E+01,1.3959E+01,1.4064E+01,1.5143E+01,1.5312E+01,1.5331E+01,1.5389E+01,1.5408E+01,1.5509E+01,1.5519E+01,1.5538E+01,1.5564E+01,1.5716E+01,1.6081E+01,1.6100E+01,1.6139E+01,1.6215E+01,1.6249E+01,1.6299E+01,1.6304E+01,1.6326E+01,1.6335E+01,1.6389E+01,1.6450E+01,1.6470E+01,1.6472E+01,1.6477E+01,1.6491E+01,1.6540E+01,1.6947E+01,1.7084E+01,1.7095E+01,1.7240E+01,1.7258E+01,1.7354E+01,1.7422E+01,1.7426E+01,1.7544E+01,1.7587E+01,1.7596E+01,1.7602E+01,1.7610E+01,1.7896E+01,1.7996E+01,1.6252E+01
2.1261E+00,1.3840E+01,1.3916E+01,1.4015E+01,1.4120E+01,1.5199E+01,1.5368E+01,1.5387E+01,1.5445E+01,1.5464E+01,1.5565E+01,1.5575E+01,1.5594E+01,1.5620E+01,1.5772E+01,1.6137E+01,1.6156E+01,1.6195E+01,1.6271E+01,1.6305E+01,1.6355E+01,1.6360E+01,1.6382E+01,1.6391E+01,1.6445E+01,1.6506E+01,1.6526E+01,1.6528E+01,1.6533E+01,1.6547E+01,1.6596E+01,1.7003E+01,1.7140E+01,1.7151E+01,1.7296E+01,1.7314E+01,1.7410E+01,1.7478E+01,1.7482E+01,1.7600E+01,1.7643E+01,1.7652E+01,1.7658E+01,1.7666E+01,1.7952E+01,1.8052E+01,1.6308E+01
2.1805E+00,1.3898E+01,1.3974E+01,1.4073E+01,1.4178E+01,1.5257E+01,1.5426E+01,1.5445E+01,1.5503E+01,1.5522E+01,1.5623E+01,1.5633E+01,1.5652E+01,1.5678E+01,1.5830E+01,1.6195E+01,1.6214E+01,1.6253E+01,1.6329E+01,1.6363E+01,1.6413E+01,1.6418E+01,1.6440E+01,1.6449E+01,1.6503E+01,1.6564E+01,1.6584E+01,1.6586E+01,1.6591E+01,1.6605E+01,1.6654E+01,1.7061E+01,1.7198E+01,1.7209E+01,1.7354E+01,1.7372E+01,1.7468E+01,1.7536E+01,1.7540E+01,1.7658E+01,1.7701E+01,1.7710E+01,1.7716E+01,1.7724E+01,1.8010E+01,1.8109E+01,1.6366E+01
2.2359E+00,1.3956E+01,1.4032E+01,1.4131E+01,1.4236E+01,1.5315E+01,1.5484E+01,1.5503E+01,1.5561E+01,1.5580E+01,1.5681E+01,1.5691E+01,1.5710E+01,1.5736E+01,1.5888E+01,1.6253E+01,1.6272E+01,1.6311E+01,1.6387E+01,1.6421E+01,1.6471E+01,1.6476E+01,1.6498E+01,1.6507E+01,1.6561E+01,1.6622E+01,1.6642E+01,1.6644E+01,1.6649E+01,1.6663E+01,1.6712E+01,1.7119E+01,1.7256E+01,1.7267E+01,1.7412E+01,1.7430E+01,1.7526E+01,1.7594E+01,1.7598E+01,1.7716E+01,1.7759E+01,1.7768E+01,1.7774E+01,1.7782E+01,1.8068E+01,1.8168E+01,1.6424E+01
2.2923E+00,1.4015E+01,1.4091E+01,1.4190E+01,1.4295E+01,1.5374E+01,1.5543E+01,1.5562E+01,1.5620E+01,1.5639E+01,1.5740E+01,1.5750E+01,1.5769E+01,1.5795E+01,1.5947E+01,1.6312E+01,1.6331E+01,1.6370E+01,1.6446E+01,1.6480E+01,1.6530E+01,1.6535E+01,1.6557E+01,1.6566E+01,1.6620E+01,1.6681E+01,1.6701E+01,1.6703E+01,1.6708E+01,1.6722E+01,1.6771E+01,1.7178E+01,1.7315E+01,1.7326E+01,1.7471E+01,1.7489E+01,1.7585E+01,1.7653E+01,1.7657E+01,1.7775E+01,1.7818E+01,1.7827E+01,1.7833E+01,1.7841E+01,1.8127E+01,1.8227E+01,1.6483E+01
2.3497E+00,1.4076E+01,1.4152E+01,1.4251E+01,1.4356E+01,1.5435E+01,1.5604E+01,1.5623E+01,1.5681E+01,1.5700E+01,1.5801E+01,1.5811E+01,1.5830E+01,1.5856E+01,1.6008E+01,1.6373E+01,1.6392E+01,1.6431E+01,1.6507E+01,1.6541E+01,1.6591E+01,1.6596E+01,1.6618E+01,1.6627E+01,1.6681E+01,1.6742E+01,1.6762E+01,1.6764E+01,1.6769E+01,1.6783E+01,1.6832E+01,1.7239E+01,1.7376E+01,1.7387E+01,1.7532E+01,1.7550E+01,1.7646E+01,1.7714E+01,1.7718E+01,1.7836E+01,1.7879E+01,1.7888E+01,1.7894E+01,1.7902E+01,1.8188E+01,1.8287E+01,1.6544E+01
2.4080E+00,1.4137E+01,1.4213E+01,1.4312E+01,1.4417E+01,1.5496E+01,1.5665E+01,1.5684E+01,1.5742E+01,1.5761E+01,1.5862E+01,1.5872E+01,1.5891E+01,1.5917E+01,1.6069E+01,1.6434E+01,1.6453E+01,1.6492E+01,1.6568E+01,1.6602E+01,1.6652E+01,1.6657E+01,1.6679E+01,1.6688E+01,1.6742E+01,1.6803E+01,1.6823E+01,1.6825E+01,1.6830E+01,1.6844E+01,1.6893E+01,1.7300E+01,1.7437E+01,1.7448E+01,1.7593E+01,1.7611E+01,1.7707E+01,1.7775E+01,1.7779E+01,1.7897E+01,1.7940E+01,1.7949E+01,1.7955E+01,1.7963E+01,1.8249E+01,1.8349E+01,1.6605E+01
2.4674E+00,1.4200E+01,1.4276E+01,1.4375E+01,1.4480E+01,1.5559E+01,1.5728E+01,1.5747E+01,1.5805E+01,1.5824E+01,1.5925E+01,1.5935E+01,1.5954E+01,1.5980E+01,1.6132E+01,1.6497E+01,1.6516E+01,1.6555E+01,1.6631E+01,1.6665E+01,1.6715E+01,1.6720E+01,1.6742E+01,1.6751E+01,1.6805E+01,1.6866E+01,1.6886E+01,1.6888E+01,1.6893E+01,1.6907E+01,1.6956E+01,1.7363E+01,1.7500E+01,1.7511E+01,1.7656E+01,1.7674E+01,1.7770E+01,1.7838E+01,1.7842E+01,1.7960E+01,1.8003E+01,1.8012E+01,1.8018E+01,1.8026E+01,1.8312E+01,1.8411E+01,1.6668E+01
2.5278E+00,1.4263E+01,1.4339E+01,1.4438E+01,1.4543E+01,1.5622E+01,1.5791E+01,1.5810E+01,1.5868E+01,1.5887E+01,1.5988E+01,1.5998E+01,1.6017E+01,1.6043E+01,1.6195E+01,1.6560E+01,1.6579E+01,1.6618E+01,1.6694E+01,1.6728E+01,1.6778E+01,1.6783E+01,1.6805E+01,1.6814E+01,1.6868E+01,1.6929E+01,1.6949E+01,1.6951E+01,1.6956E+01,1.6970E+01,1.7019E+01,1.7426E+01,1.7563E+01,1.7574E+01,1.7719E+01,1.7737E+01,1.7833E+01,1.7901E+01,1.7905E+01,1.8023E+01,1.8066E+01,1.8075E+01,1.8081E+01,1.8089E+01,1.8375E+01,1.8475E+01,1.6731E+01
2.5892E+00,1.4328E+01,1.4404E+01,1.4503E+01,1.4608E+01,1.5687E+01,1.5856E+01,1.5875E+01,1.5933E+01,1.5952E+01,1.6053E+01,1.6063E+01,1.6082E+01,1.6108E+01,1.6260E+01,1.6625E+01,1.6644E+01,1.6683E+01,1.6759E+01,1.6793E+01,1.6843E+01,1.6848E+01,1.6870E+01,1.6879E+01,1.6933E+01,1.6994E+01,1.7014E+01,1.7016E+01,1.7021E+01,1.7035E+01,1.7084E+01,1.7491E+01,1.7628E+01,1.7639E+01,1.7784E+01,1.7802E+01,1.7898E+01,1.7966E+01,1.7970E+01,1.8088E+01,1.8131E+01,1.8140E+01,1.8146E+01,1.8154E+01,1.8440E+01,1.8540E+01,1.6796E+01
2.6517E+00,1.4394E+01,1.4470E+01,1.4569E+01,1.4674E+01,1.5753E+01,1.5922E+01,1.5941E+01,1.5999E+01,1.6018E+01,1.6119E+01,1.6129E+01,1.6148E+01,1.6174E+01,1.6326E+01,1.6691E+01,1.6710E+01,1.6749E+01,1.6825E+01,1.6859E+01,1.6909E+01,1.6914E+01,1.6936E+01,1.6945E+01,1.6999E+01,1.7060E+01,1.7080E+01,1.7082E+01,1.7087E+01,1.7101E+01,1.7150E+01,1.7557E+01,1.7694E+01,1.7705E+01,1.7850E+01,1.7868E+01,1.7964E+01,1.8032E+01,1.8036E+01,1.8154E+01,1.8197E+01,1.8206E+01,1.8212E+01,1.8220E+01,1.8506E+01,1.8606E+01,1.6862E+01
2.7154E+00,1.4461E+01,1.4537E+01,1.4636E+01,1.4741E+01,1.5820E+01,1.5989E+01,1.6008E+01,1.6066E+01,1.6085E+01,1.6186E+01,1.6196E+01,1.6215E+01,1.6241E+01,1.6393E+01,1.6758E+01,1.6777E+01,1.6816E+01,1.6892E+01,1.6926E+01,1.6976E+01,1.6981E+01,1.7003E+01,1.7012E+01,1.7066E+01,1.7127E+01,1.7147E+01,1.7149E+01,1.7154E+01,1.7168E+01,1.7217E+01,1.7624E+01,1.7761E+01,1.7772E+01,1.7917E+01,1.7935E+01,1.8031E+01,1.8099E+01,1.8103E+01,1.8221E+01,1.8264E+01,1.8273E+01,1.8279E+01,1.8287E+01,1.8573E+01,1.8673E+01,1.6929E+01
2.7801E+00,1.4529E+01,1.4605E+01,1.4704E+01,1.4809E+01,1.5888E+01,1.6057E+01,1.6076E+01,1.6134E+01,1.6153E+01,1.6254E+01,1.6264E+01,1.6283E+01,1.6309E+01,1.6461E+01,1.6826E+01,1.6845E+01,1.6884E+01,1.6960E+01,1.6994E+01,1.7044E+01,1.7049E+01,1.7071E+01,1.7080E+01,1.7134E+01,1.7195E+01,1.7215E+01,1.7217E+01,1.7222E+01,1.7236E+01,1.7285E+01,1.7692E+01,1.7829E+01,1.7840E+01,1.7985E+01,1.8003E+01,1.8099E+01,1.8167E+01,1.8171E+01,1.8289E+01,1.8332E+01,1.8341E+01,1.8347E+01,1.8355E+01,1.8641E+01,1.8741E+01,1.6997E+01
2.8459E+00,1.4598E+01,1.4674E+01,1.4773E+01,1.4878E+01,1.5957E+01,1.6126E+01,1.6145E+01,1.6203E+01,1.6222E+01,1.6323E+01,1.6333E+01,1.6352E+01,1.6378E+01,1.6530E+01,1.6895E+01,1.6914E+01,1.6953E+01,1.7029E+01,1.7063E+01,1.7113E+01,1.7118E+01,1.7140E+01,1.7149E+01,1.7203E+01,1.7264E+01,1.7284E+01,1.7286E+01,1.7291E+01,1.7305E+01,1.7354E+01,1.7761E+01,1.7898E+01,1.7909E+01,1.8054E+01,1.8072E+01,1.8168E+01,1.8236E+01,1.8240E+01,1.8358E+01,1.8401E+01,1.8410E+01,1.8416E+01,1.8424E+01,1.8710E+01,1.8810E+01,1.7066E+01
2.9129E+00,1.4669E+01,1.4745E+01,1.4844E+01,1.4949E+01,1.6028E+01,1.6197E+01,1.6216E+01,1.6274E+01,1.6293E+01,1.6394E+01,1.6404E+01,1.6423E+01,1.6449E+01,1.6601E+01,1.6966E+01,1.6985E+01,1.7024E+01,1.7100E+01,1.7134E+01,1.7184E+01,1.7189E+01,1.7211E+01,1.7220E+01,1.7274E+01,1.7335E+01,1.7355E+01,1.7357E+01,1.7362E+01,1.7376E+01,1.7425E+01,1.7832E+01,1.7969E+01,1.7980E+01,1.8125E+01,1.8143E+01,1.8239E+01,1.8307E+01,1.8311E+01,1.8429E+01,1.8472E+01,1.8481E+01,1.8487E+01,1.8495E+01,1.8781E+01,1.8881E+01,1.7137E+01
2.9811E+00,1.4741E+01,1.4817E+01,1.4916E+01,1.5021E+01,1.6100E+01,1.6269E+01,1.6288E+01,1.6346E+01,1.6365E+01,1.6466E+01,1.6476E+01,1.6495E+01,1.6521E+01,1.6673E+01,1.7038E+01,1.7057E+01,1.7096E+01,1.7172E+01,1.7206E+01,1.7256E+01,1.7261E+01,1.7283E+01,1.7292E+01,1.7346E+01,1.7407E+01,1.7427E+01,1.7429E+01,1.7434E+01,1.7448E+01,1.7497E+01,1.7904E+01,1.8041E+01,1.8052E+01,1.8197E+01,1.8215E+01,1.8311E+01,1.8379E+01,1.8383E+01,1.8501E+01,1.8544E+01,1.8553E+01,1.8559E+01,1.8567E+01,1.8853E+01,1.8952E+01,1.7209E+01
3.0504E+00,1.4814E+01,1.4890E+01,1.4989E+01,1.5094E+01,1.6173E+01,1.6342E+01,1.6361E+01,1.6419E+01,1.6438E+01,1.6539E+01,1.6549E+01,1.6568E+01,1.6594E+01,1.6746E+01,1.7111E+01,1.7130E+01,1.7169E+01,1.7245E+01,1.7279E+01,1.7329E+01,1.7334E+01,1.7356E+01,1.7365E+01,1.7419E+01,1.7480E+01,1.7500E+01,1.7502E+01,1.7507E+01,1.7521E+01,1.7570E+01,1.7977E+01,1.8114E+01,1.8125E+01,1.8270E+01,1.8288E+01,1.8384E+01,1.8452E+01,1.8456E+01,1.8574E+01,1.8617E+01,1.8626E+01,1.8632E+01,1.8640E+01,1.8926E+01,1.9025E+01,1.7282E+01
3.1210E+00,1.4888E+01,1.4964E+01,1.5063E+01,1.5168E+01,1.6247E+01,1.6416E+01,1.6435E+01,1.6493E+01,1.6512E+01,1.6613E+01,1.6623E+01,1.6642E+01,1.6668E+01,1.6820E+01,1.7185E+01,1.7204E+01,1.7243E+01,1.7319E+01,1.7353E+01,1.7403E+01,1.7408E+01,1.7430E+01,1.7439E+01,1.7493E+01,1.7554E+01,1.7574E+01,1.7576E+01,1.7581E+01,1.7595E+01,1.7644E+01,1.8051E+01,1.8188E+01,1.8199E+01,1.8344E+01,1.8362E+01,1.8458E+01,1.8526E+01,1.8530E+01,1.8648E+01,1.8691E+01,1.8700E+01,1.8706E+01,1.8714E+01,1.9000E+01,1.9100E+01,1.7356E+01
3.1928E+00,1.4964E+01,1.5040E+01,1.5139E+01,1.5244E+01,1.6323E+01,1.6492E+01,1.6511E+01,1.6569E+01,1.6588E+01,1.6689E+01,1.6699E+01,1.6718E+01,1.6744E+01,1.6896E+01,1.7261E+01,1.7280E+01,1.7319E+01,1.7395E+01,1.7429E+01,1.7479E+01,1.7484E+01,1.7506E+01,1.7515E+01,1.7569E+01,1.7630E+01,1.7650E+01,1.7652E+01,1.7657E+01,1.7671E+01,1.7720E+01,1.8127E+01,1.8264E+01,1.8275E+01,1.8420E+01,1.8438E+01,1.8534E+01,1.8602E+01,1.8606E+01,1.8724E+01,1.8767E+01,1.8776E+01,1.8782E+01,1.8790E+01,1.9076E+01,1.9175E+01,1.7432E+01
3.2658E+00,1.5041E+01,1.5117E+01,1.5216E+01,1.5321E+01,1.6400E+01,1.6569E+01,1.6588E+01,1.6646E+01,1.6665E+01,1.6766E+01,1.6776E+01,1.6795E+01,1.6821E+01,1.6973E+01,1.7338E+01,1.7357E+01,1.7396E+01,1.7472E+01,1.7506E+01,1.7556E+01,1.7561E+01,1.7583E+01,1.7592E+01,1.7646E+01,1.7707E+01,1.7727E+01,1.7729E+01,1.7734E+01,1.7748E+01,1.7797E+01,1.8204E+01,1.8341E+01,1.8352E+01,1.8497E+01,1.8515E+01,1.8611E+01,1.8679E+01,1.8683E+01,1.8801E+01,1.8844E+01,1.8853E+01,1.8859E+01,1.8867E+01,1.9153E+01,1.9252E+01,1.7509E+01
3.3401E+00,1.5119E+01,1.5195E+01,1.5294E+01,1.5399E+01,1.6478E+01,1.6647E+01,1.6666E+01,1.6724E+01,1.6743E+01,1.6844E+01,1.6854E+01,1.6873E+01,1.6899E+01,1.7051E+01,1.7416E+01,1.7435E+01,1.7474E+01,1.7550E+01,1.7584E+01,1.7634E+01,1.7639E+01,1.7661E+01,1.7670E+01,1.7724E+01,1.7785E+01,1.7805E+01,1.7807E+01,1.7812E+01,1.7826E+01,1.7875E+01,1.8282E+01,1.8419E+01,1.8430E+01,1.8575E+01,1.8593E+01,1.8689E+01,1.8757E+01,1.8761E+01,1.8879E+01,1.8922E+01,1.8931E+01,1.8937E+01,1.8945E+01,1.9231E+01,1.9330E+01,1.7587E+01
3.4157E+00,1.5199E+01,1.5275E+01,1.5374E+01,1.5479E+01,1.6558E+01,1.6727E+01,1.6746E+01,1.6804E+01,1.6823E+01,1.6924E+01,1.6934E+01,1.6953E+01,1.6979E+01,1.7131E+01,1.7496E+01,1.7515E+01,1.7554E+01,1.7630E+01,1.7664E+01,1.7714E+01,1.7719E+01,1.7741E+01,1.7750E+01,1.7804E+01,1.7865E+01,1.7885E+01,1.7887E+01,1.7892E+01,1.7906E+01,1.7955E+01,1.8362E+01,1.8499E+01,1.8510E+01,1.8655E+01,1.8673E+01,1.8769E+01,1.8837E+01,1.8841E+01,1.8959E+01,1.9002E+01,1.9011E+01,1.9017E+01,1.9025E+01,1.9311E+01,1.9410E+01,1.7667E+01
3.4926E+00,1.5280E+01,1.5356E+01,1.5455E+01,1.5560E+01,1.6639E+01,1.6808E+01,1.6827E+01,1.6885E+01,1.6904E+01,1.7005E+01,1.7015E+01,1.7034E+01,1.7060E+01,1.7212E+01,1.7577E+01,1.7596E+01,1.7635E+01,1.7711E+01,1.7745E+01,1.7795E+01,1.7800E+01,1.7822E+01,1.7831E+01,1.7885E+01,1.7946E+01,1.7966E+01,1.7968E+01,1.7973E+01,1.7987E+01,1.8036E+01,1.8443E+01,1.8580E+01,1.8591E+01,1.8736E+01,1.8754E+01,1.8850E+01,1.8918E+01,1.8922E+01,1.9040E+01,1.9083E+01,1.9092E+01,1.9098E+01,1.9106E+01,1.9392E+01,1.9491E+01,1.7748E+01
3.5709E+00,1.5362E+01,1.5438E+01,1.5537E+01,1.5642E+01,1.6721E+01,1.6890E+01,1.6909E+01,1.6967E+01,1.6986E+01,1.7087E+01,1.7097E+01,1.7116E+01,1.7142E+01,1.7294E+01,1.7659E+01,1.7678E+01,1.7717E+01,1.7793E+01,1.7827E+01,1.7877E+01,1.7882E+01,1.7904E+01,1.7913E+01,1.7967E+01,1.8028E+01,1.8048E+01,1.8050E+01,1.8055E+01,1.8069E+01,1.8118E+01,1.8525E+01,1.8662E+01,1.8673E+01,1.8818E+01,1.8836E+01,1.8932E+01,1.9000E+01,1.9004E+01,1.9122E+01,1.9165E+01,1.9174E+01,1.9180E+01,1.9188E+01,1.9474E+01,1.9574E+01,1.7830E+01
3.6505E+00,1.5446E+01,1.5522E+01,1.5621E+01,1.5726E+01,1.6805E+01,1.6974E+01,1.6993E+01,1.7051E+01,1.7070E+01,1.7171E+01,1.7181E+01,1.7200E+01,1.7226E+01,1.7378E+01,1.7743E+01,1.7762E+01,1.7801E+01,1.7877E+01,1.7911E+01,1.7961E+01,1.7966E+01,1.7988E+01,1.7997E+01,1.8051E+01,1.8112E+01,1.8132E+01,1.8134E+01,1.8139E+01,1.8153E+01,1.8202E+01,1.8609E+01,1.8746E+01,1.8757E+01,1.8902E+01,1.8920E+01,1.9016E+01,1.9084E+01,1.9088E+01,1.9206E+01,1.9249E+01,1.9258E+01,1.9264E+01,1.9272E+01,1.9558E+01,1.9657E+01,1.7914E+01
3.7315E+00,1.5531E+01,1.5607E+01,1.5706E+01,1.5811E+01,1.6890E+01,1.7059E+01,1.7078E+01,1.7136E+01,1.7155E+01,1.7256E+01,1.7266E+01,1.7285E+01,1.7311E+01,1.7463E+01,1.7828E+01,1.7847E+01,1.7886E+01,1.7962E+01,1.7996E+01,1.8046E+01,1.8051E+01,1.8073E+01,1.8082E+01,1.8136E+01,1.8197E+01,1.8217E+01,1.8219E+01,1.8224E+01,1.8238E+01,1.8287E+01,1.8694E+01,1.8831E+01,1.8842E+01,1.8987E+01,1.9005E+01,1.9101E+01,1.9169E+01,1.9173E+01,1.9291E+01,1.9334E+01,1.9343E+01,1.9349E+01,1.9357E+01,1.9643E+01,1.9743E+01,1.7999E+01
3.8139E+00,1.5618E+01,1.5694E+01,1.5793E+01,1.5898E+01,1.6977E+01,1.7146E+01,1.7165E+01,1.7223E+01,1.7242E+01,1.7343E+01,1.7353E+01,1.7372E+01,1.7398E+01,1.7550E+01,1.7915E+01,1.7934E+01,1.7973E+01,1.8049E+01,1.8083E+01,1.8133E+01,1.8138E+01,1.8160E+01,1.8169E+01,1.8223E+01,1.8284E+01,1.8304E+01,1.8306E+01,1.8311E+01,1.8325E+01,1.8374E+01,1.8781E+01,1.8918E+01,1.8929E+01,1.9074E+01,1.9092E+01,1.9188E+01,1.9256E+01,1.9260E+01,1.9378E+01,1.9421E+01,1.9430E+01,1.9436E+01,1.9444E+01,1.9730E+01,1.9830E+01,1.8086E+01
3.8978E+00,1.5706E+01,1.5782E+01,1.5881E+01,1.5986E+01,1.7065E+01,1.7234E+01,1.7253E+01,1.7311E+01,1.7330E+01,1.7431E+01,1.7441E+01,1.7460E+01,1.7486E+01,1.7638E+01,1.8003E+01,1.8022E+01,1.8061E+01,1.8137E+01,1.8171E+01,1.8221E+01,1.8226E+01,1.8248E+01,1.8257E+01,1.8311E+01,1.8372E+01,1.8392E+01,1.8394E+01,1.8399E+01,1.8413E+01,1.8462E+01,1.8869E+01,1.9006E+01,1.9017E+01,1.9162E+01,1.9180E+01,1.9276E+01,1.9344E+01,1.9348E+01,1.9466E+01,1.9509E+01,1.9518E+01,1.9524E+01,1.9532E+01,1.9818E+01,1.9918E+01,1.8174E+01
3.9831E+00,1.5796E+01,1.5872E+01,1.5971E+01,1.6076E+01,1.7155E+01,1.7324E+01,1.7343E+01,1.7401E+01,1.7420E+01,1.7521E+01,1.7531E+01,1.7550E+01,1.7576E+01,1.7728E+01,1.8093E+01,1.8112E+01,1.8151E+01,1.8227E+01,1.8261E+01,1.8311E+01,1.8316E+01,1.8338E+01,1.8347E+01,1.8401E+01,1.8462E+01,1.8482E+01,1.8484E+01,1.8489E+01,1.8503E+01,1.8552E+01,1.8959E+01,1.9096E+01,1.9107E+01,1.9252E+01,1.9270E+01,1.9366E+01,1.9434E+01,1.9438E+01,1.9556E+01,1.9599E+01,1.9608E+01,1.9614E+01,1.9622E+01,1.9908E+01,2.0008E+01,1.8264E+01
4.0699E+00,1.5887E+01,1.5963E+01,1.6062E+01,1.6167E+01,1.7246E+01,1.7415E+01,1.7434E+01,1.7492E+01,1.7511E+01,1.7612E+01,1.7622E+01,1.7641E+01,1.7667E+01,1.7819E+01,1.8184E+01,1.8203E+01,1.8242E+01,1.8318E+01,1.8352E+01,1.8402E+01,1.8407E+01,1.8429E+01,1.8438E+01,1.8492E+01,1.8553E+01,1.8573E+01,1.8575E+01,1.8580E+01,1.8594E+01,1.8643E+01,1.9050E+01,1.9187E+01,1.9198E+01,1.9343E+01,1.9361E+01,1.9457E+01,1.9525E+01,1.9529E+01,1.9647E+01,1.9690E+01,1.9699E+01,1.9705E+01,1.9713E+01,1.9999E+01,2.0099E+01,1.8355E+01
4.1582E+00,1.5981E+01,1.6057E+01,1.6156E+01,1.6261E+01,1.7340E+01,1.7509E+01,1.7528E+01,1.7586E+01,1.7605E+01,1.7706E+01,1.7716E+01,1.7735E+01,1.7761E+01,1.7913E+01,1.8278E+01,1.8297E+01,1.8336E+01,1.8412E+01,1.8446E+01,1.8496E+01,1.8501E+01,1.8523E+01,1.8532E+01,1.8586E+01,1.8647E+01,1.8667E+01,1.8669E+01,1.8674E+01,1.8688E+01,1.8737E+01,1.9144E+01,1.9281E+01,1.9292E+01,1.9437E+01,1.9455E+01,1.9551E+01,1.9619E+01,1.9623E+01,1.9741E+01,1.9784E+01,1.9793E+01,1.9799E+01,1.9807E+01,2.0093E+01,2.0192E+01,1.8449E+01
4.2481E+00,1.6075E+01,1.6151E+01,1.6250E+01,1.6355E+01,1.7434E+01,1.7603E+01,1.7622E+01,1.7680E+01,1.7699E+01,1.7800E+01,1.7810E+01,1.7829E+01,1.7855E+01,1.8007E+01,1.8372E+01,1.8391E+01,1.8430E+01,1.8506E+01,1.8540E+01,1.8590E+01,1.8595E+01,1.8617E+01,1.8626E+01,1.8680E+01,1.8741E+01,1.8761E+01,1.8763E+01,1.8768E+01,1.8782E+01,1.8831E+01,1.9238E+01,1.9375E+01,1.9386E+01,1.9531E+01,1.9549E+01,1.9645E+01,1.9713E+01,1.9717E+01,1.9835E+01,1.9878E+01,1.9887E+01,1.9893E+01,1.9901E+01,2.0187E+01,2.0287E+01,1.8543E+01
4.3395E+00,1.6171E+01,1.6247E+01,1.6346E+01,1.6451E+01,1.7530E+01,1.7699E+01,1.7718E+01,1.7776E+01,1.7795E+01,1.7896E+01,1.7906E+01,1.7925E+01,1.7951E+01,1.8103E+01,1.8468E+01,1.8487E+01,1.8526E+01,1.8602E+01,1.8636E+01,1.8686E+01,1.8691E+01,1.8713E+01,1.8722E+01,1.8776E+01,1.8837E+01,1.8857E+01,1.8859E+01,1.8864E+01,1.8878E+01,1.8927E+01,1.9334E+01,1.9471E+01,1.9482E+01,1.9627E+01,1.9645E+01,1.9741E+01,1.9809E+01,1.9813E+01,1.9931E+01,1.9974E+01,1.9983E+01,1.9989E+01,1.9997E+01,2.0283E+01,2.0383E+01,1.8639E+01
4.4325E+00,1.6269E+01,1.6345E+01,1.6444E+01,1.6549E+01,1.7628E+01,1.7797E+01,1.7816E+01,1.7874E+01,1.7893E+01,1.7994E+01,1.8004E+01,1.8023E+01,1.8049E+01,1.8201E+01,1.8566E+01,1.8585E+01,1.8624E+01,1.8700E+01,1.8734E+01,1.8784E+01,1.8789E+01,1.8811E+01,1.8820E+01,1.8874E+01,1.8935E+01,1.8955E+01,1.8957E+01,1.8962E+01,1.8976E+01,1.9025E+01,1.9432E+01,1.9569E+01,1.9580E+01,1.9725E+01,1.9743E+01,1.9839E+01,1.9907E+01,1.9911E+01,2.0029E+01,2.0072E+01,2.0081E+01,2.0087E+01,2.0095E+01,2.0381E+01,2.0481E+01,1.8737E+01
4.5271E+00,1.6369E+01,1.6445E+01,1.6544E+01,1.6649E+01,1.7728E+01,1.7897E+01,1.7916E+01,1.7974E+01,1.7993E+01,1.8094E+01,1.8104E+01,1.8123E+01,1.8149E+01,1.8301E+01,1.8666E+01,1.8685E+01,1.8724E+01,1.8800E+01,1.8834E+01,1.8884E+01,1.8889E+01,1.8911E+01,1.8920E+01,1.8974E+01,1.9035E+01,1.9055E+01,1.9057E+01,1.9062E+01,1.9076E+01,1.9125E+01,1.9532E+01,1.9669E+01,1.9680E+01,1.9825E+01,1.9843E+01,1.9939E+01,2.0007E+01,2.0011E+01,2.0129E+01,2.0172E+01,2.0181E+01,2.0187E+01,2.0195E+01,2.0481E+01,2.0581E+01,1.8837E+01
4.6234E+00,1.6470E+01,1.6546E+01,1.6645E+01,1.6750E+01,1.7829E+01,1.7998E+01,1.8017E+01,1.8075E+01,1.8094E+01,1.8195E+01,1.8205E+01,1.8224E+01,1.8250E+01,1.8402E+01,1.8767E+01,1.8786E+01,1.8825E+01,1.8901E+01,1.8935E+01,1.8985E+01,1.8990E+01,1.9012E+01,1.9021E+01,1.9075E+01,1.9136E+01,1.9156E+01,1.9158E+01,1.9163E+01,1.9177E+01,1.9226E+01,1.9633E+01,1.9770E+01,1.9781E+01,1.9926E+01,1.9944E+01,2.0040E+01,2.0108E+01,2.0112E+01,2.0230E+01,2.0273E+01,2.0282E+01,2.0288E+01,2.0296E+01,2.0582E+01,2.0682E+01,1.8938E+01
