elastic(x),1s5(x),1s4(x),1s3(x),1s2(x),2p10(x),2p9(x),2p8(x),2p7(x),2p6(x),2p5(x),2p4(x),2p3(x),2p2(x),2p1(x),3d6(x),3d5(x),3d3(x),3d4!(x),3d4(x),3d1!!(x),2s5(x),2s4(x),3d1!(x),3d2(x),3s1!!!!(x),3s1!!(x),3s1!!!(x),2s3(x),2s2(x),3s1!(x),4d5(x),3s4(x),4d2(x),4s1!(x),3s2(x),5d5(x),4s4(x),5d2(x),6d5(x),5s1!(x),4s2(x),5s4(x),6d2(x),high(x),ion(x),avg(x)
5.0892E+02,1.0940E+02,,1.0958E+02,,1.1076E+02,1.1441E+02,,1.8100E+02,,,1.7824E+02,,1.9325E+02,,1.1517E+02,1.2442E+02,1.1883E+02,1.1531E+02,1.6524E+02,1.2656E+02,1.2657E+02,,,,1.1914E+02,1.1735E+02,,,,,,,,,,,,,,,,,,,,1.3283E+02
5.3603E+02,1.1113E+02,,1.1130E+02,,1.1248E+02,1.1619E+02,,1.8394E+02,,,1.8113E+02,,1.9641E+02,,1.1696E+02,1.2834E+02,1.2067E+02,1.1709E+02,1.6789E+02,1.2854E+02,1.2855E+02,,,,1.2098E+02,1.1916E+02,,,,,,,,,,,,,,,,,,,,1.3505E+02
5.6459E+02,1.1288E+02,,1.1305E+02,,1.1424E+02,1.1800E+02,,1.8694E+02,,,1.8407E+02,,1.9961E+02,,1.1877E+02,1.3240E+02,1.2255E+02,1.1890E+02,1.7059E+02,1.3055E+02,1.3056E+02,,,,1.2286E+02,1.2100E+02,,,,,,,,,,,,,,,,,,,,1.3731E+02
5.9466E+02,1.1466E+02,,1.1483E+02,,1.1602E+02,1.1985E+02,,1.8998E+02,,,1.8707E+02,,2.0287E+02,,1.2062E+02,1.3448E+02,1.2446E+02,1.2075E+02,1.7334E+02,1.3260E+02,1.3260E+02,,,,1.2477E+02,1.2288E+02,,,,,,,,,,,,,,,,,,,,1.3949E+02
6.2634E+02,1.1647E+02,,1.1665E+02,,1.1783E+02,1.2172E+02,,1.9308E+02,,,1.9011E+02,,2.0619E+02,,1.2249E+02,1.3660E+02,1.2640E+02,1.2263E+02,1.7613E+02,1.3468E+02,1.3469E+02,,,,1.2672E+02,1.2479E+02,,,,,,,,,,,,,,,,,,,,1.4170E+02
6.5969E+02,1.1832E+02,,1.1849E+02,,1.1968E+02,1.2363E+02,,1.9623E+02,,,1.9321E+02,,2.0957E+02,,1.2440E+02,1.3876E+02,1.2838E+02,1.2454E+02,1.7897E+02,1.3680E+02,1.3681E+02,,,,1.2869E+02,1.2674E+02,,,,,,,,,,,,,,,,,,,,1.4395E+02
6.9482E+02,1.2020E+02,,1.2037E+02,,1.2155E+02,1.2558E+02,,1.9944E+02,,,1.9636E+02,,2.1301E+02,,1.2635E+02,1.4318E+02,1.3039E+02,1.2648E+02,1.8186E+02,1.3896E+02,1.3896E+02,,,,1.3070E+02,1.2871E+02,,,,,,,,,,,,,,,,,,,,1.4638E+02
7.3182E+02,1.2211E+02,,1.2228E+02,,1.2346E+02,1.2755E+02,,2.0270E+02,,,1.9957E+02,,2.1650E+02,,1.2832E+02,1.4776E+02,1.3244E+02,1.2846E+02,1.8480E+02,1.4115E+02,1.4115E+02,,,,1.3275E+02,1.3072E+02,,,,,,,,,,,,,,,,,,,,1.4886E+02
7.5758E+02,1.2405E+02,,1.2422E+02,,1.2541E+02,1.2957E+02,,2.0602E+02,,,2.0283E+02,,2.2006E+02,,1.3033E+02,1.5250E+02,1.3452E+02,1.3047E+02,1.8780E+02,1.4338E+02,1.4338E+02,,,,1.3483E+02,1.3277E+02,,,,,,,,,,,,,,,,,,,,1.5138E+02
7.8424E+02,1.2603E+02,,1.2620E+02,,1.2739E+02,1.3161E+02,,2.0940E+02,,,2.0615E+02,,2.2368E+02,,1.3238E+02,1.5741E+02,1.3664E+02,1.3252E+02,1.9084E+02,1.4565E+02,1.4565E+02,,,,1.3695E+02,1.3485E+02,,,,,,,,,,,,,,,,,,,,1.5396E+02
8.1183E+02,1.2804E+02,,1.2821E+02,,1.2940E+02,1.3369E+02,,2.1283E+02,,,2.0953E+02,,2.2736E+02,,1.3446E+02,1.6249E+02,1.3880E+02,1.3460E+02,1.9394E+02,1.4796E+02,1.4796E+02,,,,1.3911E+02,1.3697E+02,,,,,,,,,,,,,,,,,,,,1.5658E+02
8.4040E+02,1.3008E+02,,1.3026E+02,,1.3144E+02,1.3581E+02,,2.1633E+02,,,2.1296E+02,,2.3110E+02,,1.3658E+02,1.6775E+02,1.4099E+02,1.3672E+02,1.9709E+02,1.5031E+02,1.5031E+02,,,,1.4130E+02,1.3913E+02,,,,,,,,,,,,,,,,,,,,1.5926E+02
8.6996E+02,1.3217E+02,,1.3234E+02,,1.3353E+02,1.3797E+02,,2.1988E+02,,,2.1646E+02,,2.3492E+02,,1.3874E+02,1.7319E+02,1.4322E+02,1.3887E+02,2.0030E+02,1.5270E+02,1.5270E+02,,,,1.4353E+02,1.4132E+02,,,,,,,,,,,,,,,,,,,,1.6199E+02
9.0057E+02,1.3429E+02,,1.3446E+02,,1.3564E+02,1.4016E+02,,2.2350E+02,,,2.2001E+02,,2.3879E+02,,1.4093E+02,1.7882E+02,1.4549E+02,1.4106E+02,2.0356E+02,1.5513E+02,1.5514E+02,,,,1.4580E+02,1.4355E+02,,,,,,,,,,,,,,,,,,,,1.6477E+02
9.3225E+02,1.3644E+02,,1.3662E+02,,1.3780E+02,1.4239E+02,,2.2718E+02,,,2.2363E+02,,2.4274E+02,,1.4316E+02,1.8465E+02,1.4780E+02,1.4330E+02,2.0688E+02,1.5761E+02,1.5761E+02,,,,1.4811E+02,1.4582E+02,,,,,,,,,,,,,,,,,,,,1.6761E+02
9.6505E+02,1.3863E+02,,1.3881E+02,,1.3999E+02,1.4466E+02,,2.3093E+02,,,2.2731E+02,,2.4675E+02,,1.4543E+02,1.8765E+02,1.5015E+02,1.4557E+02,2.1026E+02,1.6012E+02,1.6013E+02,,,,1.5046E+02,1.4813E+02,,,,,,,,,,,,,,,,,,,,1.7031E+02
,1.4086E+02,,1.4104E+02,,1.4222E+02,1.4697E+02,,2.3474E+02,,,2.3106E+02,,2.5083E+02,,1.4774E+02,1.9069E+02,1.5254E+02,1.4788E+02,2.1369E+02,1.6269E+02,1.6269E+02,,,,1.5285E+02,1.5048E+02,,,,,,,,,,,,,,,,,,,,1.7306E+02
,1.4313E+02,,1.4331E+02,,1.4449E+02,1.4932E+02,,2.3862E+02,,,2.3487E+02,,2.5499E+02,,1.5009E+02,1.9379E+02,1.5497E+02,1.5023E+02,2.1719E+02,1.6529E+02,1.6530E+02,,,,1.5528E+02,1.5287E+02,,,,,,,,,,,,,,,,,,,,1.7586E+02
,1.4544E+02,,1.4562E+02,,1.4680E+02,1.5171E+02,,2.4256E+02,,,2.3875E+02,,2.5922E+02,,1.5248E+02,1.9694E+02,1.5745E+02,1.5262E+02,2.2074E+02,1.6794E+02,1.6795E+02,,,,1.5776E+02,1.5530E+02,,,,,,,,,,,,,,,,,,,,1.7870E+02
,1.4779E+02,,1.4797E+02,,1.4915E+02,1.5415E+02,,2.4658E+02,,,2.4269E+02,,2.6352E+02,,1.5491E+02,2.0015E+02,1.5996E+02,1.5505E+02,2.2436E+02,1.7064E+02,1.7065E+02,,,,1.6028E+02,1.5778E+02,,,,,,,,,,,,,,,,,,,,1.8160E+02
,1.5018E+02,,1.5036E+02,,1.5154E+02,1.5662E+02,,2.5066E+02,,,2.4671E+02,,2.6789E+02,,1.5739E+02,2.0673E+02,1.6253E+02,1.5752E+02,2.2804E+02,1.7339E+02,1.7339E+02,,,,1.6284E+02,1.6030E+02,,,,,,,,,,,,,,,,,,,,1.8476E+02
,1.5262E+02,,1.5279E+02,,1.5398E+02,1.5914E+02,,2.5481E+02,,,2.5079E+02,,2.7234E+02,,1.5991E+02,2.1354E+02,1.6513E+02,1.6004E+02,2.3179E+02,1.7618E+02,1.7619E+02,,,,1.6544E+02,1.6286E+02,,,,,,,,,,,,,,,,,,,,1.8797E+02
,1.5509E+02,,1.5527E+02,,1.5645E+02,1.6170E+02,,2.5904E+02,,,2.5494E+02,,2.7687E+02,,1.6247E+02,2.2059E+02,1.6778E+02,1.6260E+02,2.3560E+02,1.7902E+02,1.7903E+02,,,,1.6810E+02,1.6546E+02,,,,,,,,,,,,,,,,,,,,1.9125E+02
,1.5761E+02,,1.5778E+02,,1.5897E+02,1.6431E+02,,2.6334E+02,,,2.5917E+02,,2.8148E+02,,1.6507E+02,2.2789E+02,1.7048E+02,1.6521E+02,2.3948E+02,1.8191E+02,1.8192E+02,,,,1.7079E+02,1.6812E+02,,,,,,,,,,,,,,,,,,,,1.9460E+02
,1.6017E+02,,1.6035E+02,,1.6153E+02,1.6696E+02,,2.6772E+02,,,2.6347E+02,,2.8617E+02,,1.6773E+02,2.3545E+02,1.7323E+02,1.6786E+02,2.4342E+02,1.8485E+02,1.8486E+02,,,,1.7354E+02,1.7081E+02,,,,,,,,,,,,,,,,,,,,1.9801E+02
,1.6278E+02,,1.6295E+02,,1.6414E+02,1.6966E+02,,2.7217E+02,,,2.6785E+02,,2.9094E+02,,1.7042E+02,2.4327E+02,1.7602E+02,1.7056E+02,2.4744E+02,1.8785E+02,1.8785E+02,,,,1.7633E+02,1.7356E+02,,,,,,,,,,,,,,,,,,,,2.0149E+02
,1.6543E+02,,1.6560E+02,,1.6679E+02,1.7240E+02,,2.7670E+02,,,2.7230E+02,,2.9579E+02,,1.7317E+02,2.5137E+02,1.7886E+02,1.7330E+02,2.5152E+02,1.9089E+02,1.9090E+02,,,,1.7917E+02,1.7635E+02,,,,,,,,,,,,,,,,,,,,2.0503E+02
,1.6813E+02,,1.6830E+02,,1.6949E+02,1.7519E+02,,2.8131E+02,,,2.7683E+02,,3.0073E+02,,1.7596E+02,2.5975E+02,1.8175E+02,1.7610E+02,2.5567E+02,1.9399E+02,1.9399E+02,,,,1.8206E+02,1.7919E+02,,,,,,,,,,,,,,,,,,,,2.0865E+02
,1.7087E+02,,1.7105E+02,,1.7223E+02,1.7803E+02,,2.8599E+02,,,2.8144E+02,,3.0575E+02,,1.7880E+02,2.6843E+02,1.8469E+02,1.7894E+02,2.5990E+02,1.9714E+02,1.9715E+02,,,,1.8500E+02,1.8208E+02,,,,,,,,,,,,,,,,,,,,2.1234E+02
,1.7367E+02,,1.7384E+02,,1.7502E+02,1.8093E+02,,2.9077E+02,,,2.8612E+02,,3.1087E+02,,1.8169E+02,2.7741E+02,1.8769E+02,1.8183E+02,2.6420E+02,2.0035E+02,2.0035E+02,,,,1.8800E+02,1.8502E+02,,,,,,,,,,,,,,,,,,,,2.1611E+02
,1.7651E+02,,1.7668E+02,,1.7787E+02,1.8387E+02,,2.9562E+02,,,2.9090E+02,,3.1607E+02,,1.8464E+02,2.8671E+02,1.9073E+02,1.8477E+02,2.6858E+02,2.0361E+02,2.0361E+02,,,,1.9104E+02,1.8802E+02,,,,,,,,,,,,,,,,,,,,2.1995E+02
,1.7940E+02,,1.7957E+02,,1.8076E+02,1.8686E+02,,3.0056E+02,,,2.9575E+02,,3.2136E+02,,1.8763E+02,2.9633E+02,1.9383E+02,1.8776E+02,2.7303E+02,2.0693E+02,2.0693E+02,,,,1.9414E+02,1.9106E+02,,,,,,,,,,,,,,,,,,,,2.2387E+02
,1.8234E+02,,1.8251E+02,,1.8370E+02,1.8990E+02,,3.0558E+02,,,3.0069E+02,,3.2674E+02,,1.9067E+02,3.0629E+02,1.9698E+02,1.9081E+02,2.7756E+02,2.1031E+02,2.1031E+02,,,,1.9729E+02,1.9416E+02,,,,,,,,,,,,,,,,,,,,2.2786E+02
,1.8533E+02,,1.8551E+02,,1.8669E+02,1.9300E+02,,3.1069E+02,,,3.0571E+02,,3.3222E+02,,1.9377E+02,3.1660E+02,2.0019E+02,1.9390E+02,2.8217E+02,2.1374E+02,2.1375E+02,,,,2.0050E+02,1.9731E+02,,,,,,,,,,,,,,,,,,,,2.3194E+02
,1.8838E+02,,1.8855E+02,,1.8973E+02,1.9615E+02,,3.1589E+02,,,3.1082E+02,,3.3779E+02,,1.9692E+02,3.2728E+02,2.0345E+02,1.9706E+02,2.8685E+02,2.1724E+02,2.1724E+02,,,,2.0376E+02,2.0052E+02,,,,,,,,,,,,,,,,,,,,2.3610E+02
,1.9147E+02,,1.9165E+02,,1.9283E+02,1.9936E+02,,3.2118E+02,,,3.1602E+02,,3.4346E+02,,2.0013E+02,3.3833E+02,2.0677E+02,2.0026E+02,2.9163E+02,2.2079E+02,2.2080E+02,,,,2.0708E+02,2.0378E+02,,,,,,,,,,,,,,,,,,,,2.4035E+02
,1.9463E+02,,1.9480E+02,,1.9598E+02,2.0262E+02,,3.2657E+02,,,3.2131E+02,,3.4923E+02,,2.0339E+02,3.4976E+02,2.1015E+02,2.0353E+02,2.9648E+02,2.2441E+02,2.2442E+02,,,,2.1046E+02,2.0710E+02,,,,,,,,,,,,,,,,,,,,2.4468E+02
,1.9783E+02,,1.9801E+02,,1.9919E+02,2.0594E+02,,3.3204E+02,,,3.2670E+02,,3.5510E+02,,2.0671E+02,3.6160E+02,2.1358E+02,2.0684E+02,3.0142E+02,2.2809E+02,2.2810E+02,,,,2.1389E+02,2.1048E+02,,,,,,,,,,,,,,,,,,,,2.4910E+02
,2.0109E+02,,2.0127E+02,,2.0245E+02,2.0932E+02,,3.3761E+02,,,3.3217E+02,,3.6107E+02,,2.1009E+02,3.7386E+02,2.1708E+02,2.1022E+02,3.0644E+02,2.3184E+02,2.3184E+02,,,,2.1739E+02,2.1391E+02,,,,,,,,,,,,,,,,,,,,2.5360E+02
,2.0441E+02,,2.0459E+02,,2.0577E+02,2.1275E+02,,3.4328E+02,,,3.3774E+02,,3.6714E+02,,2.1352E+02,3.8654E+02,2.2063E+02,2.1366E+02,3.1155E+02,2.3565E+02,2.3566E+02,,,,2.2094E+02,2.1741E+02,,,,,,,,,,,,,,,,,,,,2.5820E+02
,2.0779E+02,,2.0797E+02,,2.0915E+02,2.1625E+02,,3.4905E+02,,,3.4341E+02,,3.7332E+02,,2.1702E+02,3.9968E+02,2.2425E+02,2.1715E+02,3.1675E+02,2.3953E+02,2.3953E+02,,,,2.2456E+02,2.2096E+02,,,,,,,,,,,,,,,,,,,,2.6290E+02
,2.1123E+02,,2.1140E+02,,2.1259E+02,2.1981E+02,,3.5492E+02,,,3.4918E+02,,3.7961E+02,,2.2058E+02,4.1327E+02,2.2793E+02,2.2071E+02,3.2204E+02,2.4347E+02,2.4348E+02,,,,2.2824E+02,2.2458E+02,,,,,,,,,,,,,,,,,,,,2.6769E+02
,2.1472E+02,,2.1490E+02,,2.1608E+02,2.2342E+02,,3.6089E+02,,,3.5505E+02,,3.8601E+02,,2.2419E+02,4.2734E+02,2.3168E+02,2.2433E+02,3.2743E+02,2.4749E+02,2.4749E+02,,,,2.3199E+02,2.2826E+02,,,,,,,,,,,,,,,,,,,,2.7258E+02
,2.1828E+02,,2.1845E+02,,2.1964E+02,2.2711E+02,,3.6697E+02,,,3.6102E+02,,3.9252E+02,,2.2788E+02,4.4191E+02,2.3549E+02,2.2801E+02,3.3290E+02,2.5157E+02,2.5157E+02,,,,2.3580E+02,2.3201E+02,,,,,,,,,,,,,,,,,,,,2.7757E+02
,2.2190E+02,,2.2207E+02,,2.2326E+02,2.3085E+02,,3.7315E+02,,,3.6710E+02,,3.9914E+02,,2.3162E+02,4.5698E+02,2.3937E+02,2.3176E+02,3.3847E+02,2.5572E+02,2.5573E+02,,,,2.3968E+02,2.3582E+02,,,,,,,,,,,,,,,,,,,,2.8266E+02
,2.2558E+02,,2.2575E+02,,2.2694E+02,2.3466E+02,,3.7944E+02,,,3.7328E+02,,4.0588E+02,,2.3543E+02,4.7259E+02,2.4331E+02,2.3557E+02,3.4414E+02,2.5995E+02,2.5996E+02,,,,2.4362E+02,2.3970E+02,,,,,,,,,,,,,,,,,,,,2.8786E+02
,2.2932E+02,,2.2950E+02,,2.3068E+02,2.3854E+02,,3.8583E+02,,,3.7957E+02,,4.1273E+02,,2.3931E+02,4.8875E+02,2.4733E+02,2.3944E+02,3.4991E+02,2.6425E+02,2.6426E+02,,,,2.4764E+02,2.4364E+02,,,,,,,,,,,,,,,,,,,,2.9317E+02
,2.3314E+02,,2.3331E+02,,2.3449E+02,2.4249E+02,,3.9234E+02,,,3.8596E+02,,4.1971E+02,,2.4325E+02,5.2278E+02,2.5141E+02,2.4339E+02,3.5578E+02,2.6863E+02,2.6863E+02,,,,2.5172E+02,2.4766E+02,,,,,,,,,,,,,,,,,,,,2.9967E+02
,2.3701E+02,,2.3719E+02,,2.3837E+02,2.4650E+02,,3.9897E+02,,,3.9247E+02,,4.2680E+02,,2.4727E+02,5.5925E+02,2.5556E+02,2.4740E+02,3.6175E+02,2.7308E+02,2.7308E+02,,,,2.5588E+02,2.5174E+02,,,,,,,,,,,,,,,,,,,,3.0639E+02
,2.4096E+02,,2.4113E+02,,2.4232E+02,2.5058E+02,,4.0570E+02,,,3.9910E+02,,4.3402E+02,,2.5135E+02,5.9833E+02,2.5979E+02,2.5149E+02,3.6783E+02,2.7761E+02,2.7761E+02,,,,2.6010E+02,2.5590E+02,,,,,,,,,,,,,,,,,,,,3.1336E+02
,2.4497E+02,,2.4515E+02,,2.4633E+02,2.5474E+02,,4.1256E+02,,,4.0583E+02,,4.4137E+02,,2.5551E+02,6.2946E+02,2.6409E+02,2.5564E+02,3.7401E+02,2.8222E+02,2.8222E+02,,,,2.6440E+02,2.6012E+02,,,,,,,,,,,,,,,,,,,,3.1991E+02
,2.4905E+02,,2.4923E+02,,2.5041E+02,2.5896E+02,,4.1953E+02,,,4.1269E+02,,4.4884E+02,,2.5973E+02,6.6225E+02,2.6847E+02,2.5987E+02,3.8030E+02,2.8690E+02,2.8691E+02,,,,2.6878E+02,2.6442E+02,,,,,,,,,,,,,,,,,,,,3.2665E+02
,2.5321E+02,,2.5338E+02,,2.5457E+02,2.6326E+02,,4.2663E+02,,,4.1966E+02,,4.5645E+02,,2.6403E+02,6.9678E+02,2.7292E+02,2.6417E+02,3.8669E+02,2.9168E+02,2.9168E+02,,,,2.7323E+02,2.6880E+02,,,,,,,,,,,,,,,,,,,,3.3357E+02
,2.5744E+02,,2.5761E+02,,2.5880E+02,2.6764E+02,,4.3385E+02,,,4.2676E+02,,4.6418E+02,,2.6841E+02,7.5845E+02,2.7745E+02,2.6854E+02,3.9320E+02,2.9653E+02,2.9653E+02,,,,2.7776E+02,2.7325E+02,,,,,,,,,,,,,,,,,,,,3.4227E+02
,2.6174E+02,,2.6191E+02,,2.6310E+02,2.7209E+02,,4.4120E+02,,,4.3398E+02,,4.7205E+02,,2.7286E+02,8.1178E+02,2.8206E+02,2.7299E+02,3.9983E+02,3.0147E+02,3.0147E+02,,,,2.8237E+02,2.7778E+02,,,,,,,,,,,,,,,,,,,,3.5054E+02
,2.6611E+02,,2.6629E+02,,2.6747E+02,2.7662E+02,,4.4867E+02,,,4.4133E+02,,4.8006E+02,,2.7739E+02,8.6892E+02,2.8674E+02,2.7752E+02,4.0656E+02,3.0649E+02,3.0649E+02,,,,2.8706E+02,2.8239E+02,,,,,,,,,,,,,,,,,,,,3.5913E+02
,2.7056E+02,,2.7074E+02,,2.7192E+02,2.8123E+02,,4.5627E+02,,,4.4880E+02,,4.8821E+02,,2.8200E+02,9.3014E+02,2.9152E+02,2.8213E+02,4.1342E+02,3.1160E+02,3.1161E+02,,,,2.9183E+02,2.8708E+02,,,,,,,,,,,,,,,,,,,,3.6807E+02
,2.7509E+02,,2.7527E+02,,2.7645E+02,2.8592E+02,,4.6401E+02,,,4.5640E+02,,4.9650E+02,,2.8669E+02,9.7891E+02,2.9637E+02,2.8682E+02,4.2039E+02,3.1680E+02,3.1681E+02,,,,2.9668E+02,2.9185E+02,,,,,,,,,,,,,,,,,,,,3.7631E+02
,2.7970E+02,,2.7988E+02,,2.8106E+02,2.9069E+02,,4.7188E+02,,,4.6414E+02,,5.1352E+02,,2.9146E+02,,3.0131E+02,2.9159E+02,4.2749E+02,3.2209E+02,3.2210E+02,,,,3.0162E+02,2.9670E+02,,,,,,,,,,,,,,,,,,,,3.4235E+02
,2.8439E+02,,2.8456E+02,,2.8575E+02,2.9554E+02,,4.7989E+02,,,4.7201E+02,,5.3113E+02,,2.9631E+02,,3.0633E+02,2.9644E+02,4.3471E+02,3.2748E+02,3.2748E+02,,,,3.0664E+02,3.0164E+02,,,,,,,,,,,,,,,,,,,,3.4869E+02
,2.8916E+02,,2.8934E+02,,2.9052E+02,3.0048E+02,,4.8804E+02,,,4.8002E+02,,5.4936E+02,,3.0125E+02,,3.1144E+02,3.0138E+02,4.4206E+02,3.3295E+02,3.3296E+02,,,,3.1175E+02,3.0666E+02,,,,,,,,,,,,,,,,,,,,3.5516E+02
,2.9401E+02,,2.9419E+02,,2.9537E+02,3.0550E+02,,4.9633E+02,,,4.8817E+02,,5.6823E+02,,3.0627E+02,,3.1664E+02,3.0641E+02,4.4953E+02,3.3852E+02,3.3853E+02,,,,3.1695E+02,3.1177E+02,,,,,,,,,,,,,,,,,,,,3.6176E+02
,2.9895E+02,,2.9913E+02,,3.0031E+02,3.1061E+02,,5.1334E+02,,,4.9646E+02,,5.8777E+02,,3.1138E+02,,3.2193E+02,3.1152E+02,4.5713E+02,3.4419E+02,3.4420E+02,,,,3.2224E+02,3.1697E+02,,,,,,,,,,,,,,,,,,,,3.6908E+02
,3.0397E+02,,3.0415E+02,,3.0533E+02,3.1581E+02,,5.3095E+02,,,5.1347E+02,,6.0799E+02,,3.1658E+02,,3.2732E+02,3.1672E+02,4.6487E+02,3.4996E+02,3.4997E+02,,,,3.2763E+02,3.2226E+02,,,,,,,,,,,,,,,,,,,,3.7713E+02
,3.0909E+02,,3.0926E+02,,3.1045E+02,3.2111E+02,,5.4918E+02,,,5.3108E+02,,6.2892E+02,,3.2187E+02,,3.3279E+02,3.2201E+02,4.7274E+02,3.5583E+02,3.5584E+02,,,,3.3310E+02,3.2765E+02,,,,,,,,,,,,,,,,,,,,3.8539E+02
,3.1429E+02,,3.1446E+02,,3.1565E+02,3.2649E+02,,5.6806E+02,,,5.4931E+02,,6.5059E+02,,3.2726E+02,,3.3836E+02,3.2739E+02,4.8075E+02,3.6180E+02,3.6181E+02,,,,3.3868E+02,3.3312E+02,,,,,,,,,,,,,,,,,,,,3.9387E+02
,3.1958E+02,,3.1975E+02,,3.2094E+02,3.3197E+02,,5.8759E+02,,,5.6819E+02,,6.7302E+02,,3.3273E+02,,3.4403E+02,3.3287E+02,4.8890E+02,3.6788E+02,3.6788E+02,,,,3.4435E+02,3.3870E+02,,,,,,,,,,,,,,,,,,,,4.0256E+02
,3.2496E+02,,3.2514E+02,,3.2632E+02,3.3754E+02,,6.0782E+02,,,5.8772E+02,,6.9624E+02,,3.3831E+02,,3.4980E+02,3.3844E+02,4.9719E+02,3.7406E+02,3.7406E+02,,,,3.5011E+02,3.4437E+02,,,,,,,,,,,,,,,,,,,,4.1147E+02
,3.3044E+02,,3.3061E+02,,3.3180E+02,3.4321E+02,,6.2875E+02,,,6.0795E+02,,7.2027E+02,,3.4398E+02,,3.5567E+02,3.4411E+02,5.1420E+02,3.8035E+02,3.8035E+02,,,,3.5598E+02,3.5013E+02,,,,,,,,,,,,,,,,,,,,4.2119E+02
,3.3601E+02,,3.3618E+02,,3.3737E+02,3.4898E+02,,6.5042E+02,,,6.2888E+02,,7.4515E+02,,3.4974E+02,,3.6164E+02,3.4988E+02,5.3181E+02,3.8674E+02,3.8675E+02,,,,3.6195E+02,3.5600E+02,,,,,,,,,,,,,,,,,,,,4.3117E+02
,3.4168E+02,,3.4185E+02,,3.4304E+02,3.5484E+02,,6.7285E+02,,,6.5055E+02,,7.7091E+02,,3.5561E+02,,3.6772E+02,3.5575E+02,5.5004E+02,3.9325E+02,3.9326E+02,,,,3.6803E+02,3.6197E+02,,,,,,,,,,,,,,,,,,,,4.4142E+02
,3.4745E+02,,3.4762E+02,,3.4881E+02,3.6081E+02,,6.9606E+02,,,6.7298E+02,,7.9756E+02,,3.6158E+02,,3.7390E+02,3.6172E+02,5.6892E+02,3.9988E+02,3.9988E+02,,,,3.7421E+02,3.6805E+02,,,,,,,,,,,,,,,,,,,,4.5196E+02
,3.5332E+02,,3.5349E+02,,3.5467E+02,3.6689E+02,,7.2010E+02,,,6.9619E+02,,8.2516E+02,,3.6766E+02,,3.8019E+02,3.6779E+02,5.8845E+02,4.0661E+02,4.0662E+02,,,,3.8050E+02,3.7423E+02,,,,,,,,,,,,,,,,,,,,4.6279E+02
,3.5929E+02,,3.5946E+02,,3.6065E+02,3.7307E+02,,7.4498E+02,,,7.2023E+02,,8.5372E+02,,3.7384E+02,,3.8658E+02,3.7397E+02,6.0868E+02,4.1347E+02,4.1347E+02,,,,3.8689E+02,3.8052E+02,,,,,,,,,,,,,,,,,,,,4.7392E+02
,3.6536E+02,,3.6554E+02,,3.6672E+02,3.7936E+02,,7.7073E+02,,,7.4511E+02,,8.8329E+02,,3.8013E+02,,3.9309E+02,3.8026E+02,6.2961E+02,4.2044E+02,4.2045E+02,,,,3.9340E+02,3.8691E+02,,,,,,,,,,,,,,,,,,,,4.8536E+02
,3.7154E+02,,3.7172E+02,,3.7290E+02,3.8576E+02,,7.9739E+02,,,7.7086E+02,,9.1390E+02,,3.8653E+02,,3.9972E+02,3.8666E+02,6.5128E+02,4.2754E+02,4.2754E+02,,,,4.0003E+02,3.9342E+02,,,,,,,,,,,,,,,,,,,,4.9712E+02
,3.7783E+02,,3.7801E+02,,3.7919E+02,3.9227E+02,,8.2498E+02,,,7.9752E+02,,9.4558E+02,,3.9303E+02,,4.0645E+02,3.9317E+02,6.7371E+02,4.3476E+02,4.3476E+02,,,,4.0676E+02,4.0005E+02,,,,,,,,,,,,,,,,,,,,5.0920E+02
,3.8423E+02,,3.8440E+02,,3.8559E+02,3.9889E+02,,8.5355E+02,,,8.2511E+02,,9.7838E+02,,3.9966E+02,,4.1331E+02,3.9979E+02,6.9692E+02,4.4211E+02,4.4211E+02,,,,4.1362E+02,4.0678E+02,,,,,,,,,,,,,,,,,,,,5.2163E+02
,3.9074E+02,,3.9091E+02,,3.9210E+02,4.0563E+02,,8.8312E+02,,,8.5368E+02,,,,4.0640E+02,,4.2028E+02,4.0653E+02,7.2096E+02,4.4958E+02,4.4958E+02,,,,4.2059E+02,4.1364E+02,,,,,,,,,,,,,,,,,,,,5.0027E+02
,3.9736E+02,,3.9754E+02,,3.9872E+02,4.1248E+02,,9.1372E+02,,,8.8325E+02,,,,4.1325E+02,,4.2738E+02,4.1338E+02,7.4584E+02,4.5718E+02,4.5719E+02,,,,4.2769E+02,4.2061E+02,,,,,,,,,,,,,,,,,,,,5.1183E+02
,4.0410E+02,,4.0427E+02,,4.0546E+02,4.1946E+02,,9.4541E+02,,,9.1385E+02,,,,4.2023E+02,,4.3460E+02,4.2036E+02,7.7159E+02,4.6492E+02,4.6492E+02,,,,4.3491E+02,4.2771E+02,,,,,,,,,,,,,,,,,,,,5.2370E+02
,4.1095E+02,,4.1113E+02,,4.1231E+02,4.2655E+02,,9.7820E+02,,,9.4554E+02,,,,4.2732E+02,,4.4195E+02,4.2746E+02,7.9825E+02,4.7279E+02,4.7279E+02,,,,4.4226E+02,4.3493E+02,,,,,,,,,,,,,,,,,,,,5.3589E+02
,4.1793E+02,,4.1810E+02,,4.1929E+02,4.3377E+02,,,,,9.7833E+02,,,,4.3454E+02,,4.4942E+02,4.3468E+02,8.2584E+02,4.8080E+02,4.8080E+02,,,,4.4973E+02,4.4228E+02,,,,,,,,,,,,,,,,,,,,5.1273E+02
