p0,% r,z,plas.ne (1/m^3) @ 13: Time=0.1 s /  p0=1.3332 Pa /  Power=100 W,plas.ne (1/m^3) @ 26: Time=0.1 s / p0=1.3332 Pa / Power=200W,plas.ne (1/m^3) @ 26: Time=0.1 s / p0=1.3332 Pa / Power=300W,plas.ne (1/m^3) @ 26: Time=0.1 s / p0=1.3332 Pa / Power=400W,plas.ne (1/m^3) @ 26: Time=0.1 s / p0=1.3332 Pa / Power=500W
1.3332,50.09256168,47.02136349,1.32E+16,3.33E+16,5.33E+16,7.28E+16,9.18E+16
1.3332,50.22142958,10.52013789,3.69E+15,9.44E+15,1.52E+16,2.09E+16,2.64E+16
1.3332,50.4527317,83.54061263,9.07E+15,2.27E+16,3.63E+16,4.96E+16,6.26E+16
1.3332,50.52421995,24.93569698,8.53E+15,2.16E+16,3.46E+16,4.73E+16,5.97E+16
1.3332,50.89600468,69.2693307,1.24E+16,3.13E+16,5.01E+16,6.84E+16,8.63E+16
1.3332,51.29489876,96.94342052,4.48E+15,1.12E+16,1.79E+16,2.45E+16,3.09E+16
1.3332,51.64449727,60.05754467,1.34E+16,3.38E+16,5.42E+16,7.4E+16,9.34E+16
1.3332,53.19633537,43.16051848,1.26E+16,3.18E+16,5.1E+16,6.97E+16,8.8E+16
1.3332,53.42857143,0,7.38E+13,1.69E+14,2.67E+14,3.66E+14,4.67E+14
1.3332,53.42857143,0.2750432,1.14E+14,2.91E+14,4.82E+14,6.81E+14,8.83E+14
1.3332,53.42857143,0.66010368,1.91E+14,5.3E+14,9.08E+14,1.3E+15,1.7E+15
1.3332,53.42857143,1.199188351,3.32E+14,9.43E+14,1.61E+15,2.29E+15,2.97E+15
1.3332,53.42857143,1.953906892,5.76E+14,1.6E+15,2.69E+15,3.77E+15,4.85E+15
1.3332,53.42857143,3.010512848,9.47E+14,2.56E+15,4.23E+15,5.88E+15,7.51E+15
1.3332,53.44620422,6.681818489,2.28E+15,5.89E+15,9.56E+15,1.32E+16,1.67E+16
1.3332,53.57860729,16.92985094,5.87E+15,1.49E+16,2.39E+16,3.28E+16,4.15E+16
1.3332,53.61119469,103.7391175,1.89E+15,4.75E+15,7.61E+15,1.04E+16,1.32E+16
1.3332,53.61555605,75.19083865,1.12E+16,2.81E+16,4.5E+16,6.15E+16,7.77E+16
1.3332,53.84619397,55.00543681,1.35E+16,3.4E+16,5.45E+16,7.44E+16,9.4E+16
1.3332,53.8658075,31.82396857,1.03E+16,2.61E+16,4.19E+16,5.73E+16,7.24E+16
1.3332,54.26924349,90.63461118,6.7E+15,1.67E+16,2.68E+16,3.66E+16,4.63E+16
1.3332,54.42668768,4.504054399,1.48E+15,3.91E+15,6.39E+15,8.84E+15,1.13E+16
1.3332,54.46638399,101.2516159,2.84E+15,7.11E+15,1.14E+16,1.56E+16,1.97E+16
1.3332,54.54545455,104.9698535,1.42E+15,3.58E+15,5.74E+15,7.85E+15,9.93E+15
1.3332,54.54545455,106.0333503,1.01E+15,2.56E+15,4.11E+15,5.63E+15,7.12E+15
1.3332,54.54545455,106.7929909,7.22E+14,1.83E+15,2.95E+15,4.04E+15,5.11E+15
1.3332,54.54545455,107.3355913,5.28E+14,1.33E+15,2.13E+15,2.92E+15,3.69E+15
1.3332,54.54545455,107.7231631,3.95E+14,9.77E+14,1.55E+15,2.12E+15,2.67E+15
1.3332,54.54545455,108,3.1E+14,7.49E+14,1.18E+15,1.6E+15,2.02E+15
1.3332,54.72719554,64.71859716,1.29E+16,3.25E+16,5.22E+16,7.13E+16,9.01E+16
1.3332,55.36436449,49.15147465,1.32E+16,3.33E+16,5.34E+16,7.3E+16,9.21E+16
1.3332,56.60343845,37.91545533,1.16E+16,2.92E+16,4.7E+16,6.43E+16,8.12E+16
1.3332,56.80361791,10.84329341,3.72E+15,9.5E+15,1.53E+16,2.11E+16,2.67E+16
1.3332,56.80683847,23.50593941,7.91E+15,2E+16,3.22E+16,4.41E+16,5.57E+16
1.3332,57.57197084,82.29141375,9.25E+15,2.32E+16,3.71E+16,5.08E+16,6.42E+16
1.3332,57.57601103,69.60789064,1.21E+16,3.05E+16,4.9E+16,6.7E+16,8.47E+16
1.3332,57.60966825,59.61532601,1.32E+16,3.33E+16,5.34E+16,7.31E+16,9.24E+16
1.3332,57.8473146,97.04228177,4.38E+15,1.09E+16,1.75E+16,2.4E+16,3.03E+16
1.3332,59.67740459,43.31698899,1.23E+16,3.12E+16,5.01E+16,6.86E+16,8.68E+16
1.3332,59.78641601,31.22274116,9.96E+15,2.52E+16,4.05E+16,5.55E+16,7.02E+16
1.3332,60.06415975,16.28352333,5.53E+15,1.4E+16,2.26E+16,3.1E+16,3.93E+16
1.3332,60.10714286,0,7.44E+13,1.71E+14,2.69E+14,3.69E+14,4.7E+14
1.3332,60.10714286,0.274816027,1.14E+14,2.9E+14,4.81E+14,6.79E+14,8.81E+14
1.3332,60.10714286,0.659558466,1.9E+14,5.24E+14,8.97E+14,1.29E+15,1.68E+15
1.3332,60.10714286,1.198197879,3.27E+14,9.25E+14,1.58E+15,2.25E+15,2.92E+15
1.3332,60.10714286,1.952293058,5.63E+14,1.57E+15,2.63E+15,3.7E+15,4.76E+15
1.3332,60.10714286,3.008026309,9.23E+14,2.49E+15,4.12E+15,5.75E+15,7.36E+15
1.3332,60.11246595,6.908363248,2.3E+15,5.95E+15,9.67E+15,1.33E+16,1.7E+16
1.3332,60.17886231,54.2801768,1.32E+16,3.32E+16,5.34E+16,7.31E+16,9.25E+16
1.3332,60.57274875,103.4208417,1.97E+15,4.95E+15,7.95E+15,1.09E+16,1.38E+16
1.3332,60.83153811,91.38852059,6.33E+15,1.58E+16,2.53E+16,3.47E+16,4.39E+16
1.3332,60.98319463,4.584778501,1.48E+15,3.89E+15,6.36E+15,8.81E+15,1.12E+16
1.3332,61.1097157,64.48303256,1.27E+16,3.19E+16,5.13E+16,7.02E+16,8.88E+16
1.3332,61.34134598,75.47053025,1.09E+16,2.73E+16,4.38E+16,6E+16,7.59E+16
1.3332,61.36363636,104.9672186,1.39E+15,3.5E+15,5.62E+15,7.71E+15,9.77E+15
1.3332,61.36363636,106.0316402,9.87E+14,2.5E+15,4.03E+15,5.53E+15,7.01E+15
1.3332,61.36363636,106.7919414,7.08E+14,1.79E+15,2.89E+15,3.97E+15,5.03E+15
1.3332,61.36363636,107.3350136,5.18E+14,1.3E+15,2.09E+15,2.87E+15,3.64E+15
1.3332,61.36363636,107.7229223,3.88E+14,9.58E+14,1.53E+15,2.09E+15,2.64E+15
1.3332,61.36363636,108,3.05E+14,7.36E+14,1.16E+15,1.58E+15,1.99E+15
1.3332,61.40278569,101.1213584,2.83E+15,7.08E+15,1.14E+16,1.56E+16,1.97E+16
1.3332,63.06806855,48.64569405,1.28E+16,3.22E+16,5.18E+16,7.1E+16,8.99E+16
1.3332,63.09483866,22.1783002,7.33E+15,1.85E+16,2.99E+16,4.1E+16,5.2E+16
1.3332,63.27471022,37.88826615,1.13E+16,2.85E+16,4.59E+16,6.29E+16,7.96E+16
1.3332,63.44406218,10.3703127,3.48E+15,8.88E+15,1.44E+16,1.98E+16,2.51E+16
1.3332,64.10030999,59.31407839,1.29E+16,3.25E+16,5.23E+16,7.17E+16,9.08E+16
1.3332,64.2850982,85.24349373,8.19E+15,2.05E+16,3.29E+16,4.51E+16,5.71E+16
1.3332,64.46415767,69.68966231,1.18E+16,2.97E+16,4.78E+16,6.56E+16,8.3E+16
1.3332,64.71379415,97.38457537,4.16E+15,1.04E+16,1.67E+16,2.29E+16,2.9E+16
1.3332,66.60394408,43.15038036,1.2E+16,3.02E+16,4.87E+16,6.69E+16,8.47E+16
1.3332,66.74154307,31.13305231,9.65E+15,2.44E+16,3.93E+16,5.4E+16,6.85E+16
1.3332,66.7660673,15.46432013,5.12E+15,1.3E+16,2.1E+16,2.89E+16,3.67E+16
1.3332,66.7800854,6.947241476,2.26E+15,5.83E+15,9.49E+15,1.31E+16,1.67E+16
1.3332,66.78571429,0,7.5E+13,1.72E+14,2.71E+14,3.72E+14,4.74E+14
1.3332,66.78571429,0.274582436,1.14E+14,2.9E+14,4.8E+14,6.77E+14,8.79E+14
1.3332,66.78571429,0.658997846,1.88E+14,5.18E+14,8.87E+14,1.27E+15,1.66E+15
1.3332,66.78571429,1.19717942,3.22E+14,9.08E+14,1.55E+15,2.21E+15,2.87E+15
1.3332,66.78571429,1.950633623,5.52E+14,1.53E+15,2.57E+15,3.63E+15,4.68E+15
1.3332,66.78571429,3.005469508,9.02E+14,2.43E+15,4.03E+15,5.63E+15,7.22E+15
1.3332,67.08456833,53.9490859,1.28E+16,3.23E+16,5.2E+16,7.14E+16,9.05E+16
1.3332,67.27836309,103.3972229,1.93E+15,4.85E+15,7.81E+15,1.07E+16,1.36E+16
1.3332,67.64506664,4.575852131,1.44E+15,3.77E+15,6.19E+15,8.6E+15,1.1E+16
1.3332,67.73432165,64.43236214,1.23E+16,3.1E+16,5E+16,6.87E+16,8.71E+16
1.3332,67.93103302,76.44319003,1.04E+16,2.6E+16,4.18E+16,5.74E+16,7.28E+16
1.3332,68.05367927,92.58777632,5.75E+15,1.43E+16,2.31E+16,3.17E+16,4.02E+16
1.3332,68.18181818,104.9659957,1.35E+15,3.41E+15,5.5E+15,7.56E+15,9.6E+15
1.3332,68.18181818,106.0308465,9.64E+14,2.44E+15,3.94E+15,5.42E+15,6.89E+15
1.3332,68.18181818,106.7914542,6.91E+14,1.75E+15,2.83E+15,3.9E+15,4.95E+15
1.3332,68.18181818,107.3347454,5.06E+14,1.27E+15,2.05E+15,2.82E+15,3.58E+15
1.3332,68.18181818,107.7228106,3.8E+14,9.37E+14,1.5E+15,2.05E+15,2.6E+15
1.3332,68.18181818,108,2.99E+14,7.21E+14,1.14E+15,1.56E+15,1.97E+15
1.3332,68.21150092,100.9791563,2.81E+15,7.02E+15,1.13E+16,1.55E+16,1.97E+16
1.3332,70.02888847,37.82570064,1.09E+16,2.76E+16,4.45E+16,6.12E+16,7.77E+16
1.3332,70.09503997,10.30191607,3.35E+15,8.55E+15,1.39E+16,1.92E+16,2.44E+16
1.3332,70.27738063,48.51511903,1.23E+16,3.11E+16,5.02E+16,6.91E+16,8.76E+16
1.3332,70.39817555,21.96555353,7.03E+15,1.78E+16,2.87E+16,3.95E+16,5.02E+16
1.3332,70.87035043,59.14028477,1.25E+16,3.15E+16,5.09E+16,7E+16,8.88E+16
1.3332,71.28004686,69.6625854,1.15E+16,2.88E+16,4.65E+16,6.4E+16,8.12E+16
1.3332,71.40460423,85.62152777,7.84E+15,1.96E+16,3.15E+16,4.34E+16,5.51E+16
1.3332,71.54321258,96.97952895,4.18E+15,1.04E+16,1.68E+16,2.31E+16,2.93E+16
1.3332,73.45406805,6.802464109,2.14E+15,5.52E+15,9.01E+15,1.25E+16,1.59E+16
1.3332,73.46114622,31.15715269,9.34E+15,2.36E+16,3.81E+16,5.25E+16,6.67E+16
1.3332,73.46428571,0,7.55E+13,1.73E+14,2.73E+14,3.75E+14,4.77E+14
1.3332,73.46428571,0.27442577,1.14E+14,2.89E+14,4.78E+14,6.75E+14,8.75E+14
1.3332,73.46428571,0.658621847,1.86E+14,5.11E+14,8.74E+14,1.25E+15,1.64E+15
1.3332,73.46428571,1.196496355,3.16E+14,8.89E+14,1.52E+15,2.17E+15,2.82E+15
1.3332,73.46428571,1.949520667,5.38E+14,1.49E+15,2.51E+15,3.54E+15,4.57E+15
1.3332,73.46428571,3.003754703,8.77E+14,2.36E+15,3.92E+15,5.49E+15,7.05E+15
1.3332,73.4649091,15.13319641,4.85E+15,1.23E+16,1.99E+16,2.75E+16,3.5E+16
1.3332,73.57269683,43.16496716,1.16E+16,2.92E+16,4.72E+16,6.5E+16,8.25E+16
1.3332,73.96795361,103.3500437,1.89E+15,4.75E+15,7.66E+15,1.06E+16,1.34E+16
1.3332,74.00944704,53.80463405,1.24E+16,3.12E+16,5.04E+16,6.94E+16,8.81E+16
1.3332,74.21137952,4.495743195,1.37E+15,3.59E+15,5.91E+15,8.22E+15,1.05E+16
1.3332,74.52950157,64.34685001,1.2E+16,3E+16,4.86E+16,6.69E+16,8.5E+16
1.3332,74.78597241,76.21217864,1.01E+16,2.53E+16,4.08E+16,5.62E+16,7.14E+16
1.3332,74.92065195,92.38720645,5.64E+15,1.4E+16,2.26E+16,3.12E+16,3.97E+16
1.3332,74.98610215,100.9610184,2.73E+15,6.82E+15,1.1E+16,1.52E+16,1.93E+16
1.3332,75,104.9657141,1.31E+15,3.3E+15,5.34E+15,7.36E+15,9.37E+15
1.3332,75,106.0306637,9.34E+14,2.36E+15,3.83E+15,5.28E+15,6.73E+15
1.3332,75,106.7913421,6.7E+14,1.7E+15,2.75E+15,3.8E+15,4.84E+15
1.3332,75,107.3346837,4.91E+14,1.24E+15,2E+15,2.75E+15,3.5E+15
1.3332,75,107.7227849,3.7E+14,9.11E+14,1.46E+15,2.01E+15,2.55E+15
1.3332,75,108,2.92E+14,7.02E+14,1.12E+15,1.53E+15,1.93E+15
1.3332,76.77131271,10.14316951,3.19E+15,8.13E+15,1.32E+16,1.83E+16,2.34E+16
1.3332,76.87385396,37.86611977,1.05E+16,2.66E+16,4.31E+16,5.94E+16,7.55E+16
1.3332,77.05729929,22.19542994,6.85E+15,1.73E+16,2.8E+16,3.87E+16,4.93E+16
1.3332,77.21618527,48.46417839,1.19E+16,3E+16,4.85E+16,6.69E+16,8.51E+16
1.3332,77.71444134,59.03776247,1.21E+16,3.04E+16,4.92E+16,6.79E+16,8.64E+16
1.3332,78.11208909,69.613719,1.11E+16,2.78E+16,4.5E+16,6.21E+16,7.9E+16
1.3332,78.37145652,97.26580039,3.94E+15,9.81E+15,1.59E+16,2.19E+16,2.78E+16
1.3332,78.38954993,85.50211392,7.6E+15,1.9E+16,3.06E+16,4.23E+16,5.38E+16
1.3332,80.10454612,15.15116751,4.67E+15,1.18E+16,1.92E+16,2.66E+16,3.4E+16
1.3332,80.12840584,6.804246336,2.07E+15,5.33E+15,8.72E+15,1.21E+16,1.55E+16
1.3332,80.14285714,0,7.59E+13,1.74E+14,2.75E+14,3.77E+14,4.8E+14
1.3332,80.14285714,0.274341574,1.14E+14,2.87E+14,4.75E+14,6.71E+14,8.7E+14
1.3332,80.14285714,0.658419778,1.84E+14,5.02E+14,8.59E+14,1.23E+15,1.61E+15
1.3332,80.14285714,1.196129263,3.09E+14,8.66E+14,1.48E+15,2.12E+15,2.76E+15
1.3332,80.14285714,1.948922543,5.23E+14,1.44E+15,2.44E+15,3.45E+15,4.46E+15
1.3332,80.14285714,3.002833134,8.49E+14,2.28E+15,3.8E+15,5.33E+15,6.86E+15
1.3332,80.20210719,31.44334166,9.05E+15,2.28E+16,3.7E+16,5.12E+16,6.51E+16
1.3332,80.4357166,43.16638989,1.11E+16,2.8E+16,4.55E+16,6.28E+16,8E+16
1.3332,80.88237365,53.73399465,1.19E+16,2.99E+16,4.86E+16,6.71E+16,8.54E+16
1.3332,80.90997537,103.4421137,1.8E+15,4.5E+15,7.29E+15,1.01E+16,1.28E+16
1.3332,81.12268116,4.530539603,1.33E+15,3.49E+15,5.75E+15,8.02E+15,1.03E+16
1.3332,81.3597866,64.28289956,1.15E+16,2.89E+16,4.69E+16,6.47E+16,8.25E+16
1.3332,81.49495308,76.26536008,9.71E+15,2.43E+16,3.93E+16,5.44E+16,6.93E+16
1.3332,81.75994115,92.57737566,5.37E+15,1.34E+16,2.16E+16,2.99E+16,3.81E+16
1.3332,81.80678723,101.1152683,2.58E+15,6.44E+15,1.04E+16,1.44E+16,1.83E+16
1.3332,81.81818182,104.9656896,1.26E+15,3.18E+15,5.17E+15,7.15E+15,9.11E+15
1.3332,81.81818182,106.0306478,9.01E+14,2.28E+15,3.7E+15,5.13E+15,6.54E+15
1.3332,81.81818182,106.7913323,6.47E+14,1.64E+15,2.66E+15,3.69E+15,4.71E+15
1.3332,81.81818182,107.3346783,4.75E+14,1.19E+15,1.93E+15,2.68E+15,3.41E+15
1.3332,81.81818182,107.7227826,3.58E+14,8.81E+14,1.42E+15,1.95E+15,2.49E+15
1.3332,81.81818182,108,2.83E+14,6.8E+14,1.08E+15,1.49E+15,1.89E+15
1.3332,83.45395153,10.21710069,3.08E+15,7.86E+15,1.28E+16,1.78E+16,2.27E+16
1.3332,83.50507366,22.29087389,6.61E+15,1.67E+16,2.71E+16,3.75E+16,4.79E+16
1.3332,83.65590015,37.88664921,1.01E+16,2.55E+16,4.14E+16,5.73E+16,7.3E+16
1.3332,84.06541966,48.43779021,1.14E+16,2.87E+16,4.66E+16,6.45E+16,8.23E+16
1.3332,84.55215795,58.98049991,1.16E+16,2.91E+16,4.73E+16,6.55E+16,8.36E+16
1.3332,84.94191462,69.57790504,1.06E+16,2.67E+16,4.33E+16,6E+16,7.65E+16
1.3332,85.09002372,85.5273497,7.3E+15,1.82E+16,2.95E+16,4.08E+16,5.21E+16
1.3332,85.19950076,97.70456169,3.65E+15,9.07E+15,1.47E+16,2.03E+16,2.6E+16
1.3332,86.78878199,15.24848128,4.5E+15,1.14E+16,1.86E+16,2.58E+16,3.3E+16
1.3332,86.80665385,6.87472935,2E+15,5.15E+15,8.45E+15,1.18E+16,1.51E+16
1.3332,86.82142857,0,7.62E+13,1.75E+14,2.77E+14,3.79E+14,4.83E+14
1.3332,86.82142857,0.274300984,1.13E+14,2.85E+14,4.71E+14,6.65E+14,8.63E+14
1.3332,86.82142857,0.65832236,1.81E+14,4.92E+14,8.4E+14,1.21E+15,1.58E+15
1.3332,86.82142857,1.195952288,3.01E+14,8.39E+14,1.44E+15,2.05E+15,2.68E+15
1.3332,86.82142857,1.948634187,5.05E+14,1.39E+15,2.35E+15,3.33E+15,4.32E+15
1.3332,86.82142857,3.002388845,8.15E+14,2.19E+15,3.65E+15,5.13E+15,6.62E+15
1.3332,87.10433696,31.30191336,8.61E+15,2.17E+16,3.53E+16,4.9E+16,6.25E+16
1.3332,87.23400238,43.16854148,1.06E+16,2.68E+16,4.36E+16,6.04E+16,7.71E+16
1.3332,87.68879245,4.505742863,1.27E+15,3.32E+15,5.49E+15,7.68E+15,9.87E+15
1.3332,87.71382655,53.69689174,1.14E+16,2.86E+16,4.65E+16,6.45E+16,8.24E+16
1.3332,87.83803089,103.4478157,1.72E+15,4.3E+15,6.99E+15,9.69E+15,1.24E+16
1.3332,88.18239083,64.24619336,1.1E+16,2.76E+16,4.49E+16,6.23E+16,7.96E+16
1.3332,88.3214691,76.1177373,9.32E+15,2.33E+16,3.79E+16,5.25E+16,6.71E+16
1.3332,88.55958457,92.71813975,5.11E+15,1.27E+16,2.06E+16,2.86E+16,3.65E+16
1.3332,88.62745884,101.1279343,2.46E+15,6.15E+15,9.98E+15,1.38E+16,1.77E+16
1.3332,88.63636221,104.9656324,1.21E+15,3.04E+15,4.96E+15,6.88E+15,8.8E+15
1.3332,88.63636271,106.0306107,8.62E+14,2.18E+15,3.56E+15,4.94E+15,6.32E+15
1.3332,88.63636307,106.7913095,6.19E+14,1.57E+15,2.56E+15,3.56E+15,4.55E+15
1.3332,88.63636332,107.3346658,4.55E+14,1.14E+15,1.86E+15,2.58E+15,3.3E+15
1.3332,88.63636351,107.7227774,3.43E+14,8.45E+14,1.36E+15,1.89E+15,2.41E+15
1.3332,88.63636364,108,2.72E+14,6.53E+14,1.05E+15,1.44E+15,1.83E+15
1.3332,90.1220312,22.11685168,6.26E+15,1.58E+16,2.57E+16,3.57E+16,4.57E+16
1.3332,90.12344821,10.2745842,2.96E+15,7.54E+15,1.23E+16,1.72E+16,2.2E+16
1.3332,90.40605491,37.89982246,9.64E+15,2.43E+16,3.96E+16,5.49E+16,7.02E+16
1.3332,90.86890334,48.42273134,1.09E+16,2.73E+16,4.46E+16,6.19E+16,7.91E+16
1.3332,91.36990426,58.94940551,1.1E+16,2.77E+16,4.52E+16,6.28E+16,8.03E+16
1.3332,91.76368212,69.55717446,1.01E+16,2.54E+16,4.14E+16,5.75E+16,7.36E+16
1.3332,91.95009445,85.40666682,6.99E+15,1.74E+16,2.83E+16,3.94E+16,5.04E+16
1.3332,92.02514319,97.71564731,3.47E+15,8.64E+15,1.41E+16,1.95E+16,2.5E+16
1.3332,93.45887366,15.32900062,4.31E+15,1.09E+16,1.78E+16,2.48E+16,3.18E+16
1.3332,93.48066539,6.752290446,1.87E+15,4.82E+15,7.93E+15,1.11E+16,1.42E+16
1.3332,93.5,0,7.64E+13,1.76E+14,2.78E+14,3.81E+14,4.85E+14
1.3332,93.5,0.274273892,1.12E+14,2.82E+14,4.67E+14,6.58E+14,8.54E+14
1.3332,93.5,0.658257342,1.77E+14,4.8E+14,8.21E+14,1.18E+15,1.54E+15
1.3332,93.5,1.195834171,2.92E+14,8.11E+14,1.39E+15,1.99E+15,2.6E+15
1.3332,93.5,1.948441731,4.86E+14,1.34E+15,2.26E+15,3.21E+15,4.17E+15
1.3332,93.5,3.002092316,7.82E+14,2.1E+15,3.5E+15,4.94E+15,6.39E+15
1.3332,93.67682494,31.19032673,8.17E+15,2.06E+16,3.36E+16,4.67E+16,5.98E+16
1.3332,94.00008776,43.16769029,1.01E+16,2.54E+16,4.15E+16,5.77E+16,7.39E+16
1.3332,94.3535766,4.460354082,1.2E+15,3.14E+15,5.2E+15,7.3E+15,9.4E+15
1.3332,94.51809345,53.67498984,1.08E+16,2.71E+16,4.43E+16,6.17E+16,7.89E+16
1.3332,94.55257197,103.4014678,1.65E+15,4.13E+15,6.73E+15,9.36E+15,1.2E+16
1.3332,94.99461791,64.22570602,1.04E+16,2.62E+16,4.28E+16,5.95E+16,7.63E+16
1.3332,95.38125204,92.63283618,4.88E+15,1.21E+16,1.97E+16,2.75E+16,3.52E+16
1.3332,95.3991446,76.28935995,8.8E+15,2.2E+16,3.59E+16,4.99E+16,6.4E+16
1.3332,95.44746711,101.0338162,2.37E+15,5.91E+15,9.64E+15,1.34E+16,1.72E+16
1.3332,95.45452881,104.9655408,1.15E+15,2.89E+15,4.73E+15,6.59E+15,8.45E+15
1.3332,95.45453465,106.0305513,8.19E+14,2.07E+15,3.39E+15,4.73E+15,6.07E+15
1.3332,95.45453882,106.791273,5.88E+14,1.49E+15,2.44E+15,3.4E+15,4.37E+15
1.3332,95.4545418,107.3346457,4.32E+14,1.09E+15,1.78E+15,2.47E+15,3.17E+15
1.3332,95.45454393,107.722769,3.27E+14,8.04E+14,1.3E+15,1.81E+15,2.32E+15
1.3332,95.45454545,108,2.59E+14,6.23E+14,1E+15,1.38E+15,1.76E+15
1.3332,96.82118545,10.16140608,2.78E+15,7.08E+15,1.16E+16,1.62E+16,2.08E+16
1.3332,96.97949878,21.96963733,5.89E+15,1.48E+16,2.43E+16,3.38E+16,4.34E+16
1.3332,97.14129,37.90257005,9.13E+15,2.3E+16,3.76E+16,5.24E+16,6.71E+16
1.3332,97.64948597,48.40878364,1.03E+16,2.59E+16,4.23E+16,5.89E+16,7.55E+16
1.3332,98.17383076,58.93017645,1.05E+16,2.62E+16,4.29E+16,5.98E+16,7.67E+16
1.3332,98.58068256,69.54227724,9.6E+15,2.4E+16,3.93E+16,5.48E+16,7.03E+16
1.3332,98.65397165,85.65249895,6.57E+15,1.63E+16,2.67E+16,3.72E+16,4.77E+16
1.3332,98.84108334,97.56848166,3.33E+15,8.29E+15,1.35E+16,1.88E+16,2.42E+16
1.3332,100.1621612,6.776046917,1.78E+15,4.58E+15,7.56E+15,1.06E+16,1.36E+16
1.3332,100.1744233,15.00668868,3.99E+15,1.01E+16,1.65E+16,2.31E+16,2.97E+16
1.3332,100.1785714,0,7.65E+13,1.77E+14,2.79E+14,3.83E+14,4.87E+14
1.3332,100.1785714,0.274237429,1.11E+14,2.79E+14,4.6E+14,6.49E+14,8.42E+14
1.3332,100.1785714,0.65816983,1.73E+14,4.67E+14,7.97E+14,1.14E+15,1.5E+15
1.3332,100.1785714,1.195675191,2.82E+14,7.79E+14,1.33E+15,1.91E+15,2.51E+15
1.3332,100.1785714,1.948182696,4.64E+14,1.27E+15,2.16E+15,3.07E+15,4E+15
1.3332,100.1785714,3.001693204,7.42E+14,1.99E+15,3.33E+15,4.71E+15,6.1E+15
1.3332,100.1799349,31.22428158,7.74E+15,1.95E+16,3.19E+16,4.45E+16,5.71E+16
1.3332,100.7537745,43.15682596,9.53E+15,2.4E+16,3.93E+16,5.48E+16,7.04E+16
1.3332,100.9355997,4.518487768,1.15E+15,3.01E+15,5E+15,7.04E+15,9.09E+15
1.3332,101.2439021,103.3595155,1.57E+15,3.93E+15,6.44E+15,8.99E+15,1.16E+16
1.3332,101.3116671,53.65575489,1.02E+16,2.56E+16,4.19E+16,5.85E+16,7.51E+16
1.3332,101.8054485,64.20936916,9.85E+15,2.47E+16,4.05E+16,5.65E+16,7.26E+16
1.3332,102.0652796,76.33989179,8.3E+15,2.07E+16,3.39E+16,4.74E+16,6.09E+16
1.3332,102.2041119,92.53578933,4.63E+15,1.15E+16,1.88E+16,2.62E+16,3.37E+16
1.3332,102.2660691,100.9881214,2.25E+15,5.61E+15,9.18E+15,1.28E+16,1.65E+16
1.3332,102.2726255,104.9654529,1.08E+15,2.73E+15,4.48E+15,6.26E+15,8.05E+15
1.3332,102.2726612,106.0304942,7.71E+14,1.95E+15,3.21E+15,4.49E+15,5.79E+15
1.3332,102.2726868,106.791238,5.54E+14,1.4E+15,2.31E+15,3.24E+15,4.17E+15
1.3332,102.272705,107.3346264,4.07E+14,1.02E+15,1.68E+15,2.35E+15,3.03E+15
1.3332,102.272718,107.722761,3.09E+14,7.6E+14,1.24E+15,1.72E+15,2.21E+15
1.3332,102.2727273,108,2.45E+14,5.89E+14,9.5E+14,1.32E+15,1.69E+15
1.3332,103.5010361,10.10177156,2.61E+15,6.63E+15,1.09E+16,1.53E+16,1.97E+16
1.3332,103.7920592,22.2204789,5.6E+15,1.41E+16,2.31E+16,3.24E+16,4.16E+16
1.3332,103.8715546,37.89022654,8.59E+15,2.16E+16,3.55E+16,4.96E+16,6.37E+16
1.3332,104.4211834,48.38939675,9.66E+15,2.43E+16,3.99E+16,5.57E+16,7.17E+16
1.3332,104.9759982,58.91300478,9.81E+15,2.46E+16,4.05E+16,5.66E+16,7.28E+16
1.3332,105.3997607,69.52849637,9.02E+15,2.26E+16,3.7E+16,5.18E+16,6.67E+16
1.3332,105.5558209,85.48443464,6.2E+15,1.54E+16,2.53E+16,3.54E+16,4.56E+16
1.3332,105.6655028,97.55442354,3.14E+15,7.8E+15,1.28E+16,1.79E+16,2.3E+16
1.3332,106.8474581,6.795262701,1.68E+15,4.32E+15,7.16E+15,1.01E+16,1.3E+16
1.3332,106.8571429,0,7.63E+13,1.77E+14,2.79E+14,3.83E+14,4.88E+14
1.3332,106.8571429,0.274178413,1.09E+14,2.74E+14,4.53E+14,6.39E+14,8.3E+14
1.3332,106.8571429,0.658028191,1.69E+14,4.53E+14,7.72E+14,1.11E+15,1.46E+15
1.3332,106.8571429,1.195417881,2.71E+14,7.46E+14,1.28E+15,1.84E+15,2.41E+15
1.3332,106.8571429,1.947763447,4.43E+14,1.21E+15,2.06E+15,2.93E+15,3.82E+15
1.3332,106.8571429,3.001047239,7.04E+14,1.88E+15,3.16E+15,4.48E+15,5.82E+15
1.3332,106.880694,15.04521222,3.75E+15,9.49E+15,1.56E+16,2.19E+16,2.82E+16
1.3332,107.1934742,31.26941055,7.24E+15,1.82E+16,3E+16,4.19E+16,5.4E+16
1.3332,107.5063581,43.13147909,8.92E+15,2.24E+16,3.69E+16,5.17E+16,6.65E+16
1.3332,107.8398779,4.526612908,1.09E+15,2.84E+15,4.73E+15,6.67E+15,8.64E+15
1.3332,108.1059985,53.63381417,9.52E+15,2.39E+16,3.94E+16,5.51E+16,7.1E+16
