elastic(y),1s5(y),1s4(y),1s3(y),1s2(y),2p10(y),2p9(y),2p8(y),2p7(y),2p6(y),2p5(y),2p4(y),2p3(y),2p2(y),2p1(y),3d6(y),3d5(y),3d3(y),3d4!(y),3d4(y),3d1!!(y),2s5(y),2s4(y),3d1!(y),3d2(y),3s1!!!!(y),3s1!!(y),3s1!!!(y),2s3(y),2s2(y),3s1!(y),4d5(y),3s4(y),4d2(y),4s1!(y),3s2(y),5d5(y),4s4(y),5d2(y),6d5(y),5s1!(y),4s2(y),5s4(y),6d2(y),high(y),ion(y),avg(y)
1.2779E-19,4.6994E-22,8.0500E-22,9.2062E-23,1.9122E-21,2.0091E-22,2.6866E-22,2.3319E-22,1.6549E-22,2.1867E-22,1.2418E-22,1.6150E-22,1.7848E-22,7.4425E-23,4.1531E-22,8.1029E-23,4.0958E-22,3.6560E-22,3.0742E-22,1.5257E-22,1.6580E-22,1.6577E-22,1.1801E-22,5.3888E-23,3.3542E-22,1.7697E-22,1.0867E-22,8.1011E-23,3.2931E-23,4.8832E-23,4.0437E-22,7.6958E-24,5.6766E-23,1.9038E-22,7.9904E-23,8.3814E-23,1.5330E-23,1.5720E-22,1.5708E-22,2.7031E-24,1.8230E-24,2.6406E-24,4.6335E-23,1.0320E-22,4.5799E-22,1.4648E-20,2.2024E-22
1.2503E-19,4.5861E-22,8.0500E-22,8.9798E-23,1.9225E-21,1.9899E-22,2.6612E-22,2.3353E-22,1.6440E-22,2.1854E-22,1.2459E-22,1.6047E-22,1.7930E-22,7.4082E-23,4.1668E-22,7.9794E-23,4.0340E-22,3.6149E-22,3.0297E-22,1.5183E-22,1.6449E-22,1.6446E-22,1.2000E-22,5.4024E-23,3.4110E-22,1.7457E-22,1.0736E-22,8.1052E-23,3.2684E-23,4.9664E-23,4.1127E-22,7.8298E-24,5.7761E-23,1.9372E-22,8.1314E-23,8.5295E-23,1.5602E-23,1.6000E-22,1.5987E-22,2.7515E-24,1.8557E-24,2.6879E-24,4.7166E-23,1.0506E-22,4.6632E-22,1.4843E-20,2.2045E-22
1.2223E-19,4.4710E-22,8.0500E-22,8.7494E-23,1.9330E-21,1.9704E-22,2.6353E-22,2.3388E-22,1.6328E-22,2.1840E-22,1.2501E-22,1.5942E-22,1.8014E-22,7.3733E-23,4.1808E-22,7.8645E-23,3.9769E-22,3.5738E-22,2.9916E-22,1.5082E-22,1.6323E-22,1.6320E-22,1.2199E-22,5.4066E-23,3.4679E-22,1.7213E-22,1.0602E-22,8.1094E-23,3.2432E-23,5.0496E-23,4.1818E-22,7.9640E-24,5.8758E-23,1.9707E-22,8.2728E-23,8.6779E-23,1.5875E-23,1.6280E-22,1.6268E-22,2.8000E-24,1.8885E-24,2.7354E-24,4.8000E-23,1.0691E-22,4.7467E-22,1.5042E-20,2.2068E-22
1.1937E-19,4.3538E-22,8.0500E-22,8.5150E-23,1.9437E-21,1.9505E-22,2.6091E-22,2.3423E-22,1.6214E-22,2.1826E-22,1.2544E-22,1.5836E-22,1.8099E-22,7.3378E-23,4.1950E-22,7.7665E-23,3.9258E-22,3.5325E-22,2.9528E-22,1.4980E-22,1.6195E-22,1.6192E-22,1.2399E-22,5.4109E-23,3.5248E-22,1.6964E-22,1.0465E-22,8.1136E-23,3.2177E-23,5.1330E-23,4.2510E-22,8.0986E-24,5.9757E-23,2.0042E-22,8.4146E-23,8.8267E-23,1.6149E-23,1.6562E-22,1.6549E-22,2.8487E-24,1.9213E-24,2.7831E-24,4.8836E-23,1.0878E-22,4.8305E-22,1.5245E-20,2.2093E-22
1.1647E-19,4.2345E-22,7.8786E-22,8.2766E-23,1.9545E-21,1.9302E-22,2.5823E-22,2.3459E-22,1.6099E-22,2.1811E-22,1.2587E-22,1.5728E-22,1.8186E-22,7.3017E-23,4.1986E-22,7.6668E-23,3.8738E-22,3.4904E-22,2.9134E-22,1.4876E-22,1.6065E-22,1.6062E-22,1.2598E-22,5.4152E-23,3.5818E-22,1.6711E-22,1.0327E-22,8.1180E-23,3.1916E-23,5.2164E-23,4.3203E-22,8.2333E-24,6.0758E-23,2.0378E-22,8.5566E-23,8.9758E-23,1.6423E-23,1.6843E-22,1.6831E-22,2.8975E-24,1.9543E-24,2.8309E-24,4.9675E-23,1.1065E-22,4.9145E-22,1.5450E-20,2.2074E-22
1.1377E-19,4.1132E-22,7.7060E-22,8.0340E-23,1.9958E-21,1.9096E-22,2.5551E-22,2.3496E-22,1.5975E-22,2.1775E-22,1.2597E-22,1.5587E-22,1.8211E-22,7.2537E-23,4.1964E-22,7.5654E-23,3.8208E-22,3.4476E-22,2.8732E-22,1.4770E-22,1.5933E-22,1.5930E-22,1.2798E-22,5.4196E-23,3.6387E-22,1.6454E-22,1.0185E-22,8.1224E-23,3.1652E-23,5.2998E-23,4.3895E-22,8.3682E-24,6.1760E-23,2.0714E-22,8.6988E-23,9.1252E-23,1.6697E-23,1.7126E-22,1.7113E-22,2.9463E-24,1.9873E-24,2.8787E-24,5.0515E-23,1.1252E-22,4.9988E-22,1.5660E-20,2.2118E-22
1.1126E-19,3.9898E-22,7.5485E-22,7.7871E-23,2.0448E-21,1.8881E-22,2.5200E-22,2.3520E-22,1.5818E-22,2.1672E-22,1.2592E-22,1.5435E-22,1.8225E-22,7.2043E-23,4.1941E-22,7.4621E-23,3.7670E-22,3.4041E-22,2.8324E-22,1.4662E-22,1.5798E-22,1.5795E-22,1.2998E-22,5.4241E-23,3.6957E-22,1.6192E-22,1.0042E-22,8.1269E-23,3.1383E-23,5.3832E-23,4.4588E-22,8.5031E-24,6.2763E-23,2.1051E-22,8.8412E-23,9.2747E-23,1.6972E-23,1.7409E-22,1.7396E-22,2.9953E-24,2.0204E-24,2.9267E-24,5.1357E-23,1.1439E-22,5.0832E-22,1.5873E-20,2.2176E-22
1.0871E-19,3.8642E-22,7.3917E-22,7.5651E-23,2.0934E-21,1.8566E-22,2.4826E-22,2.3543E-22,1.5658E-22,2.1567E-22,1.2588E-22,1.5280E-22,1.8238E-22,7.1541E-23,4.1918E-22,7.3571E-23,3.7122E-22,3.3598E-22,2.7908E-22,1.4553E-22,1.5661E-22,1.5658E-22,1.3197E-22,5.4287E-23,3.7526E-22,1.5926E-22,9.8957E-23,8.1314E-23,3.1109E-23,5.4666E-23,4.5280E-22,8.6381E-24,6.3767E-23,2.1388E-22,8.9837E-23,9.4243E-23,1.7247E-23,1.7692E-22,1.7679E-22,3.0443E-24,2.0536E-24,2.9747E-24,5.2200E-23,1.1627E-22,5.1678E-22,1.6095E-20,2.2229E-22
1.0612E-19,3.7653E-22,7.2413E-22,7.2839E-23,2.1443E-21,1.8245E-22,2.4445E-22,2.3566E-22,1.5496E-22,2.1460E-22,1.2583E-22,1.5122E-22,1.8252E-22,7.1030E-23,4.1895E-22,7.2502E-23,3.6564E-22,3.3147E-22,2.7485E-22,1.4441E-22,1.5522E-22,1.5519E-22,1.3396E-22,5.4333E-23,3.8094E-22,1.5655E-22,9.7470E-23,8.1361E-23,3.0830E-23,5.5498E-23,4.5972E-22,8.7730E-24,6.4770E-23,2.1724E-22,9.1263E-23,9.5739E-23,1.7522E-23,1.7975E-22,1.7962E-22,3.0934E-24,2.0867E-24,3.0227E-24,5.3043E-23,1.1815E-22,5.2525E-22,1.6327E-20,2.2293E-22
1.0349E-19,3.6223E-22,7.0746E-22,7.1396E-23,2.1883E-21,1.7919E-22,2.4057E-22,2.3590E-22,1.5330E-22,2.1351E-22,1.2578E-22,1.4961E-22,1.8266E-22,7.0510E-23,4.1872E-22,7.1415E-23,3.5997E-22,3.2689E-22,2.7055E-22,1.4328E-22,1.5380E-22,1.5377E-22,1.3595E-22,5.4381E-23,3.8661E-22,1.5383E-22,9.5958E-23,8.1408E-23,3.0546E-23,5.6330E-23,4.6663E-22,8.9079E-24,6.5773E-23,2.2061E-22,9.2687E-23,9.7236E-23,1.7798E-23,1.8259E-22,1.8245E-22,3.1424E-24,2.1199E-24,3.0708E-24,5.3887E-23,1.2003E-22,5.3373E-22,1.6563E-20,2.2328E-22
1.0080E-19,3.5489E-22,6.9218E-22,6.9928E-23,2.2436E-21,1.7250E-22,2.3663E-22,2.3614E-22,1.5162E-22,2.1241E-22,1.2574E-22,1.4797E-22,1.8281E-22,6.9981E-23,4.1848E-22,7.0309E-23,3.5420E-22,3.2222E-22,2.6618E-22,1.4212E-22,1.5236E-22,1.5233E-22,1.3793E-22,5.4429E-23,3.9227E-22,1.5150E-22,9.4419E-23,8.1456E-23,3.0258E-23,5.7159E-23,4.7352E-22,9.0426E-24,6.6775E-23,2.2397E-22,9.4111E-23,9.8731E-23,1.8073E-23,1.8542E-22,1.8528E-22,3.1915E-24,2.1531E-24,3.1189E-24,5.4730E-23,1.2191E-22,5.4221E-22,1.6804E-20,2.2401E-22
9.7178E-20,3.4742E-22,6.7552E-22,6.8435E-23,2.2906E-21,1.6906E-22,2.2853E-22,2.3120E-22,1.4816E-22,2.0778E-22,1.2314E-22,1.4462E-22,1.8295E-22,6.9443E-23,4.1823E-22,6.9184E-23,3.4833E-22,3.1748E-22,2.6172E-22,1.4095E-22,1.5089E-22,1.5086E-22,1.3991E-22,5.4478E-23,3.9792E-22,1.4914E-22,9.2853E-23,8.1505E-23,2.9964E-23,5.7987E-23,4.8040E-22,9.1770E-24,6.7776E-23,2.2733E-22,9.5534E-23,1.0022E-22,1.8348E-23,1.8825E-22,1.8811E-22,3.2405E-24,2.1862E-24,3.1669E-24,5.5574E-23,1.2379E-22,5.5069E-22,1.7049E-20,2.2414E-22
9.3758E-20,3.3983E-22,6.6112E-22,6.6915E-23,2.3410E-21,1.6557E-22,2.2015E-22,2.2561E-22,1.4459E-22,2.0283E-22,1.2067E-22,1.4114E-22,1.7925E-22,6.7771E-23,4.0949E-22,6.8039E-23,3.4236E-22,3.1265E-22,2.5719E-22,1.3976E-22,1.4939E-22,1.4936E-22,1.4188E-22,5.4527E-23,4.0355E-22,1.4673E-22,9.1260E-23,8.1555E-23,2.9665E-23,5.8813E-23,4.8726E-22,9.3112E-24,6.8774E-23,2.3068E-22,9.6954E-23,1.0172E-22,1.8622E-23,1.9107E-22,1.9093E-22,3.2895E-24,2.2193E-24,3.2149E-24,5.6416E-23,1.2567E-22,5.5917E-22,1.7297E-20,2.2404E-22
9.0217E-20,3.3210E-22,6.4569E-22,6.5370E-23,2.3937E-21,1.6201E-22,2.1148E-22,2.2116E-22,1.4089E-22,1.9753E-22,1.1786E-22,1.3755E-22,1.7467E-22,6.6011E-23,4.0090E-22,6.6874E-23,3.3628E-22,3.0773E-22,2.5258E-22,1.3854E-22,1.4788E-22,1.4785E-22,1.4384E-22,5.4578E-23,4.0916E-22,1.4428E-22,8.9639E-23,8.1605E-23,2.9361E-23,5.9635E-23,4.9409E-22,9.4451E-24,6.9771E-23,2.3403E-22,9.8371E-23,1.0320E-22,1.8896E-23,1.9390E-22,1.9375E-22,3.3384E-24,2.2524E-24,3.2628E-24,5.7257E-23,1.2754E-22,5.6763E-22,1.7551E-20,2.2394E-22
8.8401E-20,3.2423E-22,6.2941E-22,6.3763E-23,2.4447E-21,1.5839E-22,2.0703E-22,2.1559E-22,1.3705E-22,1.9294E-22,1.1533E-22,1.3383E-22,1.7122E-22,6.4157E-23,3.9203E-22,6.4483E-23,3.2380E-22,2.9765E-22,2.4312E-22,1.3477E-22,1.4633E-22,1.4630E-22,1.4580E-22,5.4630E-23,4.1474E-22,1.4179E-22,8.7990E-23,8.1657E-23,2.9052E-23,6.0454E-23,5.0090E-22,9.5785E-24,7.0764E-23,2.3736E-22,9.9785E-23,1.0469E-22,1.9169E-23,1.9671E-22,1.9657E-22,3.3872E-24,2.2854E-24,3.3106E-24,5.8097E-23,1.2941E-22,5.7609E-22,1.7808E-20,2.2342E-22
8.6553E-20,3.1560E-22,6.1701E-22,6.1896E-23,2.4985E-21,1.5471E-22,2.0250E-22,2.0942E-22,1.3309E-22,1.8897E-22,1.1261E-22,1.2997E-22,1.6758E-22,6.2866E-23,3.8359E-22,6.2008E-23,3.1740E-22,2.8721E-22,2.3827E-22,1.3079E-22,1.4316E-22,1.4313E-22,1.4968E-22,5.3442E-23,4.2583E-22,1.3668E-22,8.4606E-23,7.9812E-23,2.8418E-23,6.2082E-23,5.1443E-22,9.7115E-24,7.1755E-23,2.4069E-22,1.0119E-22,1.0617E-22,1.9442E-23,1.9952E-22,1.9937E-22,3.4358E-24,2.3183E-24,3.3584E-24,5.8935E-23,1.3128E-22,5.8453E-22,1.8056E-20,2.2334E-22
8.4672E-20,3.0611E-22,6.0372E-22,5.9996E-23,2.4465E-21,1.5097E-22,1.9790E-22,2.0513E-22,1.2898E-22,1.8471E-22,1.0970E-22,1.2598E-22,1.6376E-22,6.1616E-23,3.7454E-22,6.0738E-23,3.1089E-22,2.7641E-22,2.3333E-22,1.2802E-22,1.3987E-22,1.3984E-22,1.5352E-22,5.2386E-23,4.3680E-22,1.3139E-22,8.2869E-23,7.8109E-23,2.7761E-23,6.3692E-23,5.2781E-22,9.8439E-24,7.2742E-23,2.4400E-22,1.0260E-22,1.0764E-22,1.9713E-23,2.0232E-22,2.0217E-22,3.4844E-24,2.3511E-24,3.4060E-24,5.9770E-23,1.3314E-22,5.9295E-22,1.8270E-20,2.2089E-22
8.2759E-20,2.9644E-22,5.8948E-22,5.8064E-23,2.3931E-21,1.4716E-22,1.9321E-22,2.0068E-22,1.2481E-22,1.8015E-22,1.0739E-22,1.2216E-22,1.5964E-22,5.9904E-23,3.6485E-22,5.9446E-23,3.0426E-22,2.7086E-22,2.2831E-22,1.2539E-22,1.3647E-22,1.3644E-22,1.5731E-22,5.1299E-23,4.4762E-22,1.2867E-22,8.1102E-23,7.6308E-23,2.7081E-23,6.5281E-23,5.4103E-22,1.0107E-23,7.4702E-23,2.4730E-22,1.0400E-22,1.0911E-22,1.9984E-23,2.0511E-22,2.0496E-22,3.5328E-24,2.3839E-24,3.4534E-24,6.0603E-23,1.3500E-22,6.0135E-22,1.8487E-20,2.1853E-22
8.0813E-20,2.8661E-22,5.7422E-22,5.6098E-23,2.3394E-21,1.4328E-22,1.8844E-22,1.9608E-22,1.2167E-22,1.7652E-22,1.0495E-22,1.1902E-22,1.5525E-22,5.8712E-23,3.5713E-22,5.8131E-23,2.9752E-22,2.6522E-22,2.2319E-22,1.2268E-22,1.3261E-22,1.3258E-22,1.6104E-22,4.9996E-23,4.5828E-22,1.2591E-22,7.9305E-23,7.4319E-23,2.6273E-23,6.6847E-23,5.5405E-22,1.0367E-23,7.6642E-23,2.5384E-22,1.0678E-22,1.1203E-22,2.0522E-23,2.0788E-22,2.0774E-22,3.5809E-24,2.4165E-24,3.5006E-24,6.1432E-23,1.3685E-22,6.0972E-22,1.8708E-20,2.1633E-22
7.8832E-20,2.7661E-22,5.6207E-22,5.4097E-23,2.2931E-21,1.3934E-22,1.8359E-22,1.9132E-22,1.1841E-22,1.7269E-22,1.0238E-22,1.1576E-22,1.5219E-22,5.7479E-23,3.4899E-22,5.6794E-23,2.9066E-22,2.5557E-22,2.1799E-22,1.1986E-22,1.2836E-22,1.2833E-22,1.6470E-22,4.8958E-23,4.6875E-22,1.2146E-22,7.7476E-23,7.2735E-23,2.5423E-23,6.8387E-23,5.6686E-22,1.0624E-23,7.8558E-23,2.6032E-22,1.0953E-22,1.1492E-22,2.1054E-23,2.1340E-22,2.1325E-22,3.6767E-24,2.4812E-24,3.5945E-24,6.3080E-23,1.4052E-22,6.1806E-22,1.8932E-20,2.1440E-22
7.7045E-20,2.6643E-22,5.5080E-22,5.2062E-23,2.2434E-21,1.3533E-22,1.7865E-22,1.8639E-22,1.1504E-22,1.6866E-22,9.9670E-23,1.1239E-22,1.4902E-22,5.6202E-23,3.4043E-22,5.5581E-23,2.8369E-22,2.4606E-22,2.1270E-22,1.1695E-22,1.2396E-22,1.2393E-22,1.6829E-22,4.7864E-23,4.7902E-22,1.1708E-22,7.4746E-23,7.1066E-23,2.4543E-23,6.9896E-23,5.7942E-22,1.0877E-23,8.0447E-23,2.6671E-22,1.1224E-22,1.1777E-22,2.1580E-23,2.1886E-22,2.1870E-22,3.7714E-24,2.5453E-24,3.6874E-24,6.4711E-23,1.4415E-22,6.3463E-22,1.9161E-20,2.1250E-22
7.4288E-20,2.5608E-22,5.3924E-22,4.9994E-23,2.1925E-21,1.3124E-22,1.7363E-22,1.8129E-22,1.1156E-22,1.6455E-22,9.6820E-23,1.0891E-22,1.4574E-22,5.4881E-23,3.3141E-22,5.3516E-23,2.7787E-22,2.4118E-22,2.0508E-22,1.1393E-22,1.1941E-22,1.1937E-22,1.7179E-22,4.6713E-23,4.8906E-22,1.1256E-22,7.2074E-23,6.9309E-23,2.3632E-23,7.1374E-23,5.9172E-22,1.1125E-23,8.2304E-23,2.7299E-22,1.1491E-22,1.2058E-22,2.2098E-23,2.2424E-22,2.2408E-22,3.8649E-24,2.6086E-24,3.7791E-24,6.6321E-23,1.4774E-22,6.5103E-22,1.9628E-20,2.1055E-22
7.1434E-20,2.4682E-22,5.2707E-22,4.8489E-23,2.1388E-21,1.2709E-22,1.7005E-22,1.7700E-22,1.0795E-22,1.6113E-22,9.4091E-23,1.0530E-22,1.4235E-22,5.3513E-23,3.2191E-22,5.2457E-23,2.6876E-22,2.3621E-22,1.9742E-22,1.1081E-22,1.1469E-22,1.1466E-22,1.7689E-22,4.5500E-23,5.0365E-22,1.1024E-22,6.9309E-23,6.7458E-23,2.3165E-23,7.3523E-23,6.0961E-22,1.1369E-23,8.4126E-23,2.7917E-22,1.1754E-22,1.2334E-22,2.2607E-23,2.2954E-22,2.2938E-22,3.9570E-24,2.6710E-24,3.8695E-24,6.7909E-23,1.5128E-22,6.6723E-22,2.0084E-20,2.0886E-22
6.9969E-20,2.3916E-22,5.1425E-22,4.6958E-23,2.0960E-21,1.2286E-22,1.6663E-22,1.7290E-22,1.0422E-22,1.5752E-22,9.1325E-23,1.0157E-22,1.3883E-22,5.2096E-23,3.1291E-22,5.1379E-23,2.5933E-22,2.3116E-22,1.9349E-22,1.0758E-22,1.1227E-22,1.1224E-22,1.8178E-22,4.4223E-23,5.1764E-22,1.0787E-22,6.7890E-23,6.5508E-23,2.2689E-23,7.5583E-23,6.2677E-22,1.1608E-23,8.5909E-23,2.8523E-22,1.2012E-22,1.2605E-22,2.3107E-23,2.3475E-22,2.3459E-22,4.0476E-24,2.7323E-24,3.9584E-24,6.9469E-23,1.5476E-22,6.8319E-22,2.0555E-20,2.0759E-22
6.8480E-20,2.3137E-22,5.0075E-22,4.5400E-23,2.0533E-21,1.1919E-22,1.6315E-22,1.6865E-22,1.0035E-22,1.5372E-22,8.9399E-23,9.7807E-23,1.3520E-22,5.0631E-23,3.0369E-22,5.0283E-23,2.4957E-22,2.2602E-22,1.8949E-22,1.0456E-22,1.0981E-22,1.0978E-22,1.8642E-22,4.3334E-23,5.3095E-22,1.0547E-22,6.6446E-23,6.4152E-23,2.2205E-23,7.7547E-23,6.4313E-22,1.1954E-23,8.8505E-23,2.9115E-22,1.2264E-22,1.2870E-22,2.3596E-23,2.3985E-22,2.3969E-22,4.1364E-24,2.7925E-24,4.0457E-24,7.1001E-23,1.5817E-22,6.9889E-22,2.1043E-20,2.0629E-22
6.6964E-20,2.2345E-22,4.8928E-22,4.3815E-23,2.0118E-21,1.1672E-22,1.5960E-22,1.6426E-22,9.7662E-23,1.4971E-22,8.7406E-23,9.5246E-23,1.3176E-22,4.9113E-23,2.9727E-22,4.9167E-23,2.4456E-22,2.2079E-22,1.8542E-22,1.0173E-22,1.0731E-22,1.0727E-22,1.9081E-22,4.2413E-23,5.4354E-22,1.0302E-22,6.4977E-23,6.2747E-23,2.1713E-23,7.9406E-23,6.5863E-22,1.2287E-23,9.0996E-23,2.9975E-22,1.2631E-22,1.3255E-22,2.4309E-23,2.4485E-22,2.4468E-22,4.2234E-24,2.8513E-24,4.1310E-24,7.2500E-23,1.6151E-22,7.1430E-22,2.1489E-20,2.0536E-22
6.5421E-20,2.1539E-22,4.7733E-22,4.2203E-23,1.9680E-21,1.1420E-22,1.5600E-22,1.5971E-22,9.5011E-23,1.4550E-22,8.5343E-23,9.2595E-23,1.2867E-22,4.7542E-23,2.9063E-22,4.8032E-23,2.3947E-22,2.1547E-22,1.8128E-22,9.8795E-23,1.0476E-22,1.0473E-22,1.9493E-22,4.1461E-23,5.5536E-22,1.0054E-22,6.3483E-23,6.1293E-23,2.1212E-23,8.1152E-23,6.7319E-22,1.2603E-23,9.3371E-23,3.0799E-22,1.2982E-22,1.3625E-22,2.4992E-23,2.5211E-22,2.5194E-22,4.3499E-24,2.9370E-24,4.2553E-24,7.4681E-23,1.6638E-22,7.2938E-22,2.1942E-20,2.0442E-22
6.3852E-20,2.0718E-22,4.6781E-22,4.0562E-23,1.9231E-21,1.1164E-22,1.5233E-22,1.5500E-22,9.2266E-23,1.4256E-22,8.3208E-23,8.9850E-23,1.2547E-22,4.5917E-23,2.8375E-22,4.6877E-23,2.3429E-22,2.1005E-22,1.7707E-22,9.5760E-23,1.0217E-22,1.0213E-22,1.9997E-22,4.0475E-23,5.6984E-22,9.8005E-23,6.1962E-23,5.9859E-23,2.0703E-23,8.3295E-23,6.9108E-22,1.2903E-23,9.5622E-23,3.1583E-22,1.3317E-22,1.3977E-22,2.5644E-23,2.5907E-22,2.5890E-22,4.4712E-24,3.0192E-24,4.3745E-24,7.6774E-23,1.7104E-22,7.5133E-22,2.2407E-20,2.0377E-22
6.2354E-20,1.9921E-22,4.5778E-22,3.9247E-23,1.8816E-21,1.0904E-22,1.4860E-22,1.5013E-22,8.9425E-23,1.3937E-22,8.0997E-23,8.7009E-23,1.2216E-22,4.4233E-23,2.7663E-22,4.5703E-23,2.2901E-22,2.0454E-22,1.7278E-22,9.2619E-23,9.9639E-23,9.9612E-23,2.0447E-22,3.9522E-23,5.8278E-22,9.5430E-23,6.0415E-23,5.8288E-23,2.0185E-23,8.5214E-23,7.0710E-22,1.3184E-23,9.7738E-23,3.2324E-22,1.3635E-22,1.4311E-22,2.6262E-23,2.6569E-22,2.6552E-22,4.5868E-24,3.0976E-24,4.4881E-24,7.8770E-23,1.7549E-22,7.7239E-22,2.2916E-20,2.0301E-22
6.0387E-20,1.9344E-22,4.4722E-22,3.8092E-23,1.8378E-21,1.0639E-22,1.4480E-22,1.4697E-22,8.6484E-23,1.3621E-22,7.8709E-23,8.4068E-23,1.1873E-22,4.3078E-23,2.6927E-22,4.4507E-23,2.2365E-22,1.9894E-22,1.6842E-22,8.9367E-23,9.7569E-23,9.7542E-23,2.0930E-22,3.8598E-23,5.9668E-22,9.2809E-23,5.8841E-23,5.6633E-23,1.9735E-23,8.7280E-23,7.2439E-22,1.3529E-23,1.0034E-22,3.3019E-22,1.3932E-22,1.4624E-22,2.6842E-23,2.7196E-22,2.7179E-22,4.6963E-24,3.1719E-24,4.5958E-24,8.0661E-23,1.7971E-22,7.9248E-22,2.3401E-20,2.0230E-22
5.8352E-20,1.8756E-22,4.3610E-22,3.6917E-23,1.7917E-21,1.0369E-22,1.4094E-22,1.4374E-22,8.3597E-23,1.3289E-22,7.6340E-23,8.1329E-23,1.1518E-22,4.1976E-23,2.6164E-22,4.3291E-23,2.1819E-22,1.9324E-22,1.6399E-22,8.6334E-23,9.5463E-23,9.5436E-23,2.1388E-22,3.7641E-23,6.0989E-22,9.0143E-23,5.7240E-23,5.5481E-23,1.9322E-23,8.9254E-23,7.4093E-22,1.3838E-23,1.0267E-22,3.3870E-22,1.4298E-22,1.5008E-22,2.7556E-23,2.7784E-22,2.7767E-22,4.7992E-24,3.2417E-24,4.6970E-24,8.2438E-23,1.8367E-22,8.1151E-22,2.3905E-20,2.0148E-22
5.6246E-20,1.8158E-22,4.2625E-22,3.5722E-23,1.7442E-21,1.0095E-22,1.3700E-22,1.4041E-22,8.1332E-23,1.2938E-22,7.4206E-23,7.9162E-23,1.1151E-22,4.0835E-23,2.5374E-22,4.2054E-23,2.1263E-22,1.8743E-22,1.5947E-22,8.3430E-23,9.3320E-23,9.3293E-23,2.1850E-22,3.6650E-23,6.2249E-22,8.7954E-23,5.5611E-23,5.4288E-23,1.8900E-23,9.1158E-23,7.5697E-22,1.4170E-23,1.0518E-22,3.4630E-22,1.4625E-22,1.5352E-22,2.8196E-23,2.8505E-22,2.8487E-22,4.9254E-24,3.3274E-24,4.8213E-24,8.4622E-23,1.8854E-22,8.2942E-22,2.4456E-20,2.0067E-22
5.4065E-20,1.7550E-22,4.1519E-22,3.4506E-23,1.7016E-21,9.8160E-23,1.3301E-22,1.3696E-22,7.8988E-23,1.2600E-22,7.2393E-23,7.6920E-23,1.0860E-22,3.9654E-23,2.4684E-22,4.0795E-23,2.0698E-22,1.8304E-22,1.5488E-22,8.0425E-23,9.1141E-23,9.1114E-23,2.1397E-22,3.5624E-23,6.0937E-22,8.6114E-23,5.4286E-23,5.3054E-23,1.8472E-23,8.9140E-23,7.4086E-22,1.4486E-23,1.0760E-22,3.5445E-22,1.4977E-22,1.5723E-22,2.8886E-23,2.9149E-22,2.9131E-22,5.0385E-24,3.4042E-24,4.9328E-24,8.6579E-23,1.9291E-22,8.5141E-22,2.4967E-20,1.9848E-22
5.2946E-20,1.6932E-22,4.0638E-22,3.3268E-23,1.6567E-21,9.5322E-23,1.2894E-22,1.3339E-22,7.6561E-23,1.2302E-22,7.0516E-23,7.4598E-23,1.0621E-22,3.8432E-23,2.4079E-22,3.9514E-23,2.0224E-22,1.7906E-22,1.5021E-22,7.7313E-23,8.8923E-23,8.8896E-23,2.0926E-22,3.4563E-23,5.9557E-22,8.4242E-23,5.3136E-23,5.1776E-23,1.8036E-23,8.7074E-23,7.2381E-22,1.4789E-23,1.0994E-22,3.6219E-22,1.5313E-22,1.6077E-22,2.9549E-23,2.9841E-22,2.9823E-22,5.1604E-24,3.4871E-24,5.0530E-24,8.8692E-23,1.9762E-22,8.7114E-22,2.5538E-20,1.9626E-22
5.1808E-20,1.6302E-22,3.9710E-22,3.2009E-23,1.6094E-21,9.2433E-23,1.2480E-22,1.2969E-22,7.4049E-23,1.1989E-22,6.8573E-23,7.2195E-23,1.0373E-22,3.7166E-23,2.3454E-22,3.8489E-23,1.9795E-22,1.7502E-22,1.4700E-22,7.5717E-23,8.6666E-23,8.6639E-23,2.0430E-22,3.3464E-23,5.8369E-22,8.2338E-23,5.1966E-23,5.0454E-23,1.7592E-23,8.5308E-23,7.0921E-22,1.4490E-23,1.0766E-22,3.7001E-22,1.5636E-22,1.6418E-22,3.0193E-23,3.0499E-22,3.0482E-22,5.2769E-24,3.5664E-24,5.1682E-24,9.0716E-23,2.0214E-22,8.9243E-22,2.6088E-20,1.9401E-22
5.0649E-20,1.5662E-22,3.8732E-22,3.0728E-23,1.5677E-21,8.9495E-23,1.2059E-22,1.2586E-22,7.1448E-23,1.1658E-22,6.6563E-23,6.9708E-23,1.0116E-22,3.5856E-23,2.2806E-22,3.7631E-23,1.9358E-22,1.7090E-22,1.4380E-22,7.4093E-23,8.4371E-23,8.4344E-23,1.9961E-22,3.2567E-23,5.7036E-22,8.0400E-23,5.0776E-23,4.9085E-23,1.7141E-23,8.3331E-23,6.9286E-22,1.4165E-23,1.0520E-22,3.6237E-22,1.5328E-22,1.6054E-22,2.9570E-23,3.1127E-22,3.1110E-22,5.3894E-24,3.6434E-24,5.2800E-24,9.2681E-23,2.0653E-22,9.1286E-22,2.6629E-20,1.9105E-22
