elastic(y),1s5(y),1s4(y),1s3(y),1s2(y),2p10(y),2p9(y),2p8(y),2p7(y),2p6(y),2p5(y),2p4(y),2p3(y),2p2(y),2p1(y),3d6(y),3d5(y),3d3(y),3d4!(y),3d4(y),3d1!!(y),2s5(y),2s4(y),3d1!(y),3d2(y),3s1!!!!(y),3s1!!(y),3s1!!!(y),2s3(y),2s2(y),3s1!(y),4d5(y),3s4(y),4d2(y),4s1!(y),3s2(y),5d5(y),4s4(y),5d2(y),6d5(y),5s1!(y),4s2(y),5s4(y),6d2(y),high(y),ion(y),avg(y)
6.2984E-20,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
6.2984E-20,1.3462E-24,3.4615E-24,6.5184E-25,7.0454E-24,1.5200E-23,5.9524E-26,4.1989E-26,2.3613E-26,4.3478E-26,1.2380E-26,2.5105E-26,2.2206E-26,2.9762E-26,5.5769E-26,7.0968E-26,2.9412E-25,1.5464E-25,2.1156E-25,6.3830E-26,6.4034E-26,6.4378E-26,7.3921E-31,8.8790E-27,2.0388E-30,1.0178E-25,7.1802E-26,1.5707E-26,1.5810E-26,2.8245E-31,2.2829E-30,3.5143E-32,2.4020E-31,8.0057E-31,3.0894E-31,3.2062E-31,5.5355E-32,5.4434E-31,5.4256E-31,8.6646E-33,5.6826E-33,8.1827E-33,1.4302E-31,3.1689E-31,1.1547E-30,1.2896E-24,6.6264E-25
5.8350E-20,2.3449E-23,6.0298E-23,1.1355E-23,1.2273E-22,4.3427E-23,1.0369E-24,7.3142E-25,4.1132E-25,7.5736E-25,2.1565E-25,4.3731E-25,3.8682E-25,5.1843E-25,9.7146E-25,1.2362E-24,5.1234E-24,2.6937E-24,3.6852E-24,1.1119E-24,1.1154E-24,1.1214E-24,1.2003E-27,1.5467E-25,3.3929E-27,1.7730E-24,1.2507E-24,2.7360E-25,2.7541E-25,4.8958E-28,4.0369E-27,7.4220E-29,5.4128E-28,1.8137E-27,7.5224E-28,7.8789E-28,1.4300E-28,1.4583E-27,1.4567E-27,2.4834E-29,1.6691E-29,2.4159E-29,4.2373E-28,9.4320E-28,4.0933E-27,2.2464E-23,6.5128E-24
4.9775E-20,4.7307E-23,1.4302E-22,3.4209E-23,1.9117E-22,5.4829E-23,2.0918E-24,1.4756E-24,8.2980E-25,1.5279E-24,4.3505E-25,8.8223E-25,7.8038E-25,1.0459E-24,1.9598E-24,2.4940E-24,1.0336E-23,5.4343E-24,7.4346E-24,2.2431E-24,2.2503E-24,2.2624E-24,5.0413E-27,3.1203E-25,1.4255E-26,3.5768E-24,2.5233E-24,5.5197E-25,5.5561E-25,2.0581E-27,1.6975E-26,3.1277E-28,2.2828E-27,7.6495E-27,3.1752E-27,3.3260E-27,6.0398E-28,6.1619E-27,6.1553E-27,1.0500E-28,7.0592E-29,1.0218E-28,1.7922E-27,3.9896E-27,1.7343E-26,4.5318E-23,1.1855E-23
4.1130E-20,7.2034E-23,1.5700E-22,4.3661E-23,1.7494E-22,5.8258E-23,3.1651E-24,2.2327E-24,1.2556E-24,2.3119E-24,6.5827E-25,1.3349E-24,1.1808E-24,1.5826E-24,2.9655E-24,3.7736E-24,1.5639E-23,8.2227E-24,1.1249E-23,3.3941E-24,3.4049E-24,3.4232E-24,1.1637E-26,4.7213E-25,3.2910E-26,5.4121E-24,3.8180E-24,8.3519E-25,8.4069E-25,4.7523E-27,3.9200E-26,7.2285E-28,5.2771E-27,1.7684E-26,7.3423E-27,7.6914E-27,1.3970E-27,1.4254E-26,1.4239E-26,2.4296E-28,1.6335E-28,2.3645E-28,4.1473E-27,9.2323E-27,4.0156E-26,6.8571E-23,1.3256E-23
3.2906E-20,1.0383E-22,1.5114E-22,4.4096E-23,1.5843E-22,7.3519E-23,4.2571E-24,3.0030E-24,1.6888E-24,3.1095E-24,8.8538E-25,1.7955E-24,1.5882E-24,2.1286E-24,3.9886E-24,5.0756E-24,2.1035E-23,1.1060E-23,1.5130E-23,4.5651E-24,4.5797E-24,4.6042E-24,2.1104E-26,6.3502E-25,5.9685E-26,7.2793E-24,5.1352E-24,1.1233E-24,1.1307E-24,8.6196E-27,7.1103E-26,1.3117E-27,9.5774E-27,3.2095E-26,1.3328E-26,1.3962E-26,2.5361E-27,2.5879E-26,2.5851E-26,4.4117E-28,2.9662E-28,4.2938E-28,7.5313E-27,1.6765E-26,7.2944E-26,9.2229E-23,1.4436E-23
2.1449E-20,1.2200E-22,1.3452E-22,3.6408E-23,1.4527E-22,9.2184E-23,5.3681E-24,3.7868E-24,2.1295E-24,3.9211E-24,1.1165E-24,2.2640E-24,2.0027E-24,2.6841E-24,5.0295E-24,6.4002E-24,2.6525E-23,1.3946E-23,1.9079E-23,5.7565E-24,5.7749E-24,5.8059E-24,3.3560E-26,8.0075E-25,9.4918E-26,9.1791E-24,6.4754E-24,1.4165E-24,1.4258E-24,1.3709E-26,1.1309E-25,2.0869E-27,1.5239E-26,5.1067E-26,2.1209E-26,2.2218E-26,4.0360E-27,4.1186E-26,4.1143E-26,7.0218E-28,4.7213E-28,6.8344E-28,1.1988E-26,2.6686E-26,1.1613E-25,1.1630E-22,1.5043E-23
1.4741E-20,1.0397E-22,1.1648E-22,2.6913E-23,1.3389E-22,1.4690E-22,6.4985E-24,4.5841E-24,2.5779E-24,4.7467E-24,1.3515E-24,2.7408E-24,2.4244E-24,3.2493E-24,6.0886E-24,7.7479E-24,3.2110E-23,1.6765E-23,2.3097E-23,6.9686E-24,6.9909E-24,7.0284E-24,4.9128E-26,9.6937E-25,1.3895E-25,1.1112E-23,7.8389E-24,1.7148E-24,1.7261E-24,2.0070E-26,1.6557E-25,3.0560E-27,2.2317E-26,7.4789E-26,3.1063E-26,3.2541E-26,5.9116E-27,6.0329E-26,6.0265E-26,1.0286E-27,6.9163E-28,1.0012E-27,1.7561E-26,3.9093E-26,1.7015E-25,1.4079E-22,1.5622E-23
1.0326E-20,9.5639E-23,1.0612E-22,2.3000E-23,1.2552E-22,1.7871E-22,7.6486E-24,5.3954E-24,3.0341E-24,5.5868E-24,1.5907E-24,3.2258E-24,2.8534E-24,3.8243E-24,7.1661E-24,9.1191E-24,3.7793E-23,1.9567E-23,2.7184E-23,8.2019E-24,8.2281E-24,8.2723E-24,6.7934E-26,1.1409E-24,1.9215E-25,1.3078E-23,9.2262E-24,2.0183E-24,2.0316E-24,2.7755E-26,2.2897E-25,4.2271E-27,3.0871E-26,1.0345E-25,4.2972E-26,4.5017E-26,8.1785E-27,8.3464E-26,8.3377E-26,1.4232E-27,9.5694E-28,1.3853E-27,2.4298E-26,5.4089E-26,2.3545E-25,1.6570E-22,1.6282E-23
7.2732E-21,8.9250E-23,1.1486E-22,2.1494E-23,1.2198E-22,1.6304E-22,8.8187E-24,6.2208E-24,3.4983E-24,6.4415E-24,1.8341E-24,3.7193E-24,3.2899E-24,4.4093E-24,8.2624E-24,1.0514E-23,4.3160E-23,2.2417E-23,3.1343E-23,9.4566E-24,9.4869E-24,9.5378E-24,9.0107E-26,1.3155E-24,2.5487E-25,1.5079E-23,1.0638E-23,2.3270E-24,2.3424E-24,3.6816E-26,3.0373E-25,5.6082E-27,4.0960E-26,1.3726E-25,5.7018E-26,5.9733E-26,1.0852E-26,1.1076E-25,1.1064E-25,1.8886E-27,1.2699E-27,1.8383E-27,3.2245E-26,7.1781E-26,3.1250E-25,1.9105E-22,1.6509E-23
5.1170E-21,8.6385E-23,1.2257E-22,1.8794E-23,1.1948E-22,3.3770E-23,1.0009E-23,7.0606E-24,3.9706E-24,7.3110E-24,2.0817E-24,4.2214E-24,3.7341E-24,5.0046E-24,9.3778E-24,1.1697E-23,4.8360E-23,2.5317E-23,3.5574E-23,1.0733E-23,1.0768E-23,1.0825E-23,1.1578E-25,1.4930E-24,3.2750E-25,1.7115E-23,1.2074E-23,2.6412E-24,2.6586E-24,4.7309E-26,3.9030E-25,7.2076E-27,5.2644E-26,1.7642E-25,7.3288E-26,7.6777E-26,1.3950E-26,1.4237E-25,1.4222E-25,2.4277E-27,1.6325E-27,2.3632E-27,4.1451E-26,9.2275E-26,4.0176E-25,2.1685E-22,1.4208E-23
3.5890E-21,8.4350E-23,1.2800E-22,1.7117E-23,1.1900E-22,1.5890E-23,1.1220E-23,7.9150E-24,4.4511E-24,8.1957E-24,2.3336E-24,4.7323E-24,4.1859E-24,5.6102E-24,1.0513E-23,1.2776E-23,5.3651E-23,2.8268E-23,3.9879E-23,1.2032E-23,1.2071E-23,1.2135E-23,1.4509E-25,1.6737E-24,4.1041E-25,1.9186E-23,1.3535E-23,2.9608E-24,2.9803E-24,5.9288E-26,4.8913E-25,9.0341E-27,6.5987E-26,2.2114E-25,9.1869E-26,9.6243E-26,1.7487E-26,1.7847E-25,1.7829E-25,3.0435E-27,2.0466E-27,2.9627E-27,5.1966E-26,1.1568E-25,5.0372E-25,2.4309E-22,1.4484E-23
2.5191E-21,8.4009E-23,1.3792E-22,1.6247E-23,1.1900E-22,2.5873E-23,1.2453E-23,8.7843E-24,4.9399E-24,9.0959E-24,2.5899E-24,5.2520E-24,4.6457E-24,6.2263E-24,1.1667E-23,1.3873E-23,5.9033E-23,3.1270E-23,4.4259E-23,1.3354E-23,1.3396E-23,1.3468E-23,1.7817E-25,1.8575E-24,5.0400E-25,2.1293E-23,1.5021E-23,3.2859E-24,3.3076E-24,7.2810E-26,6.0071E-25,1.1096E-26,8.1054E-26,2.7163E-25,1.1285E-25,1.1822E-25,2.1481E-26,2.1925E-25,2.1902E-25,3.7390E-27,2.5143E-27,3.6397E-27,6.3841E-26,1.4212E-25,6.1889E-25,2.6979E-22,1.5577E-23
1.7932E-21,8.6958E-23,1.1727E-22,1.5500E-23,1.1933E-22,3.7024E-23,1.3706E-23,9.6687E-24,5.4373E-24,1.0012E-23,2.8506E-24,5.7808E-24,5.1134E-24,6.8532E-24,1.2842E-23,1.4989E-23,6.4510E-23,3.4324E-23,4.8715E-23,1.4698E-23,1.4745E-23,1.4824E-23,2.1517E-25,2.0446E-24,6.0868E-25,2.3437E-23,1.6534E-23,3.6168E-24,3.6406E-24,8.7935E-26,7.2551E-25,1.3403E-26,9.7910E-26,3.2812E-25,1.3633E-25,1.4282E-25,2.5951E-26,2.6487E-25,2.6459E-25,4.5172E-27,3.0376E-27,4.3973E-27,7.7130E-26,1.7170E-25,7.4778E-25,2.9695E-22,1.6099E-23
1.3307E-21,8.9958E-23,8.4871E-23,1.5500E-23,1.2019E-22,8.8208E-23,1.4982E-23,1.0569E-23,5.9433E-24,1.0943E-23,3.1159E-24,6.3188E-24,5.5893E-24,7.4911E-24,1.4037E-23,1.6125E-23,7.0082E-23,3.7431E-23,5.3249E-23,1.6066E-23,1.6117E-23,1.6204E-23,2.5623E-25,2.2348E-24,7.2486E-25,2.5618E-23,1.8072E-23,3.9534E-24,3.9794E-24,1.0472E-25,8.6403E-25,1.5964E-26,1.1662E-25,3.9084E-25,1.6239E-25,1.7012E-25,3.0913E-26,3.1552E-25,3.1519E-25,5.3813E-27,3.6188E-27,5.2385E-27,9.1886E-26,2.0455E-25,8.9091E-25,3.2425E-22,1.7307E-23
1.0730E-21,1.2142E-22,7.5049E-23,1.5500E-23,1.2114E-22,1.3220E-22,1.6280E-23,1.1484E-23,6.4582E-24,1.1891E-23,3.3859E-24,6.8662E-24,6.0735E-24,8.1400E-24,1.5253E-23,1.7281E-23,7.5751E-23,4.0593E-23,5.7862E-23,1.7458E-23,1.7514E-23,1.7607E-23,3.0151E-25,2.4284E-24,8.5297E-25,2.7837E-23,1.9638E-23,4.2959E-24,4.3242E-24,1.2324E-25,1.0168E-24,1.8789E-26,1.3726E-25,4.6001E-25,1.9114E-25,2.0024E-25,3.6387E-26,3.7140E-25,3.7102E-25,6.3346E-27,4.2598E-27,6.1666E-27,1.0816E-25,2.4079E-25,1.0488E-24,3.5172E-22,1.9528E-23
9.7629E-22,2.1539E-22,7.4948E-23,1.5799E-23,1.2313E-22,1.3882E-22,1.7600E-23,1.2416E-23,6.9820E-24,1.2856E-23,3.6605E-24,7.4231E-24,6.5661E-24,8.8002E-24,1.6490E-23,1.8456E-23,8.1519E-23,4.3810E-23,6.2555E-23,1.8874E-23,1.8934E-23,1.9036E-23,3.5116E-25,2.6254E-24,9.9344E-25,3.0095E-23,2.1231E-23,4.6443E-24,4.6749E-24,1.4354E-25,1.1843E-24,2.1887E-26,1.5990E-25,5.3588E-25,2.2267E-25,2.3328E-25,4.2392E-26,4.3270E-25,4.3225E-25,7.3803E-27,4.9631E-27,7.1847E-27,1.2602E-25,2.8055E-25,1.2221E-24,3.7967E-22,2.2585E-23
1.0070E-21,1.4804E-22,7.5806E-23,1.6160E-23,1.2516E-22,2.7740E-23,1.8944E-23,1.3363E-23,7.5149E-24,1.3837E-23,3.9399E-24,7.9897E-24,7.0673E-24,9.4719E-24,1.7749E-23,1.9653E-23,8.7387E-23,4.7082E-23,6.7330E-23,2.0314E-23,2.0379E-23,2.0489E-23,4.0534E-25,2.8258E-24,1.1467E-24,3.2393E-23,2.2851E-23,4.9988E-24,5.0317E-24,1.6569E-25,1.3671E-24,2.5269E-26,1.8462E-25,6.1870E-25,2.5710E-25,2.6935E-25,4.8947E-26,4.9962E-25,4.9910E-25,8.5219E-27,5.7309E-27,8.2962E-27,1.4552E-25,3.2395E-25,1.4113E-24,4.0811E-22,1.9339E-23
1.1390E-21,1.0885E-22,7.6922E-23,1.6528E-23,1.2723E-22,1.1000E-23,2.0311E-23,1.4327E-23,8.0571E-24,1.4836E-23,4.2242E-24,8.5662E-24,7.5772E-24,1.0155E-23,1.9030E-23,2.0870E-23,9.3357E-23,5.0412E-23,7.2188E-23,2.1780E-23,2.1850E-23,2.1967E-23,4.6420E-25,3.0297E-24,1.3133E-24,3.4730E-23,2.4500E-23,5.3595E-24,5.3948E-24,1.8976E-25,1.5657E-24,2.8944E-26,2.1147E-25,7.0871E-25,2.9451E-25,3.0855E-25,5.6072E-26,5.7236E-25,5.7177E-25,9.7630E-27,6.5656E-27,9.5045E-27,1.6671E-25,3.7114E-25,1.6170E-24,4.3705E-22,1.8898E-23
1.3517E-21,1.0190E-22,7.8183E-23,1.6901E-23,1.2933E-22,2.4184E-23,2.1701E-23,1.5308E-23,8.6088E-24,1.5851E-23,4.5134E-24,9.1527E-24,8.0960E-24,1.0851E-23,2.0333E-23,2.2108E-23,9.9432E-23,5.3800E-23,7.7130E-23,2.3271E-23,2.3346E-23,2.3471E-23,5.2792E-25,3.2371E-24,1.4936E-24,3.7108E-23,2.6178E-23,5.7264E-24,5.7642E-24,2.1582E-25,1.7808E-24,3.2923E-26,2.4056E-25,8.0618E-25,3.3503E-25,3.5100E-25,6.3788E-26,6.5114E-25,6.5046E-25,1.1107E-26,7.4696E-27,1.0813E-26,1.8967E-25,4.2224E-25,1.8397E-24,4.6648E-22,1.9889E-23
1.6289E-21,9.9998E-23,8.0579E-23,1.7554E-23,1.3229E-22,1.8806E-23,2.3116E-23,1.6307E-23,9.1701E-24,1.6885E-23,4.8077E-24,9.7495E-24,8.6239E-24,1.1558E-23,2.1658E-23,2.3368E-23,1.0561E-22,5.7246E-23,8.2159E-23,2.4788E-23,2.4868E-23,2.5001E-23,5.9667E-25,3.4482E-24,1.6881E-24,3.9527E-23,2.7884E-23,6.0998E-24,6.1400E-24,2.4393E-25,2.0128E-24,3.7217E-26,2.7194E-25,9.1136E-25,3.7876E-25,3.9681E-25,7.2116E-26,7.3616E-25,7.3539E-25,1.2558E-26,8.4453E-27,1.2226E-26,2.1445E-25,4.7740E-25,2.0802E-24,4.9643E-22,2.0639E-23
1.9574E-21,1.0380E-22,8.4061E-23,1.8521E-23,1.3568E-22,1.9391E-23,2.4556E-23,1.7322E-23,9.7411E-24,1.7936E-23,5.1071E-24,1.0357E-23,9.1609E-24,1.2278E-23,2.3007E-23,2.4650E-23,1.1190E-22,6.0753E-23,8.7275E-23,2.6332E-23,2.6416E-23,2.6558E-23,6.7061E-25,3.6629E-24,1.8973E-24,4.1989E-23,2.9621E-23,6.4796E-24,6.5223E-24,2.7418E-25,2.2624E-24,4.1837E-26,3.0571E-25,1.0245E-24,4.2581E-25,4.4611E-25,8.1078E-26,8.2765E-25,8.2679E-25,1.4119E-26,9.4954E-27,1.3746E-26,2.4111E-25,5.3676E-25,2.3391E-24,5.2691E-22,2.1712E-23
2.3267E-21,1.0767E-22,8.7337E-23,1.9506E-23,1.3912E-22,1.9883E-23,2.6020E-23,1.8355E-23,1.0322E-23,1.9006E-23,5.4117E-24,1.0974E-23,9.7073E-24,1.3010E-23,2.4379E-23,2.5954E-23,1.1830E-22,6.4321E-23,9.2481E-23,2.7903E-23,2.7992E-23,2.8142E-23,7.4992E-25,3.8814E-24,2.1218E-24,4.4493E-23,3.1388E-23,6.8661E-24,6.9114E-24,3.0662E-25,2.5301E-24,4.6794E-26,3.4195E-25,1.1460E-24,4.7630E-25,4.9901E-25,9.0694E-26,9.2584E-25,9.2488E-25,1.5795E-26,1.0622E-26,1.5377E-26,2.6973E-25,6.0046E-25,2.6169E-24,5.5791E-22,2.2796E-23
2.7282E-21,1.1214E-22,9.0341E-23,2.0507E-23,1.4262E-22,2.0384E-23,2.7511E-23,1.9406E-23,1.0913E-23,2.0095E-23,5.7216E-24,1.1603E-23,1.0263E-23,1.3755E-23,2.5775E-23,2.7280E-23,1.2481E-22,6.7951E-23,9.7777E-23,2.9501E-23,2.9595E-23,2.9754E-23,8.3479E-25,4.1037E-24,2.3619E-24,4.7041E-23,3.3185E-23,7.2593E-24,7.3072E-24,3.4134E-25,2.8166E-24,5.2099E-26,3.8073E-25,1.2760E-24,5.3035E-25,5.5564E-25,1.0099E-25,1.0309E-24,1.0299E-24,1.7588E-26,1.1829E-26,1.7124E-26,3.0036E-25,6.6867E-25,2.9144E-24,5.8945E-22,2.3905E-23
3.1552E-21,1.1749E-22,9.4329E-23,2.1611E-23,1.4713E-22,2.0893E-23,2.9027E-23,2.0476E-23,1.1515E-23,2.1202E-23,6.0369E-24,1.2242E-23,1.0829E-23,1.4513E-23,2.7196E-23,2.8630E-23,1.3143E-22,7.1644E-23,1.0317E-22,3.1126E-23,3.1226E-23,3.1394E-23,9.2539E-25,4.3298E-24,2.6184E-24,4.9633E-23,3.5014E-23,7.6594E-24,7.7098E-24,3.7841E-25,3.1225E-24,5.7765E-26,4.2215E-25,1.4148E-24,5.8807E-25,6.1612E-25,1.1199E-25,1.1432E-24,1.1420E-24,1.9504E-26,1.3118E-26,1.8990E-26,3.3309E-25,7.4153E-25,3.2322E-24,6.2154E-22,2.5099E-23
3.6021E-21,1.2293E-22,9.9512E-23,2.2855E-23,1.5231E-22,2.1457E-23,3.0569E-23,2.1564E-23,1.2127E-23,2.2329E-23,6.3577E-24,1.2893E-23,1.1404E-23,1.5285E-23,2.8641E-23,3.0004E-23,1.3817E-22,7.5401E-23,1.0865E-22,3.2780E-23,3.2885E-23,3.3062E-23,1.0219E-24,4.5599E-24,2.8916E-24,5.2271E-23,3.6875E-23,8.0664E-24,8.1195E-24,4.1790E-25,3.4485E-24,6.3803E-26,4.6630E-25,1.5627E-24,6.4960E-25,6.8058E-25,1.2371E-25,1.2629E-24,1.2616E-24,2.1547E-26,1.4492E-26,2.0979E-26,3.6798E-25,8.1920E-25,3.5710E-24,6.5420E-22,2.6358E-23
4.0645E-21,1.2846E-22,1.0479E-22,2.4120E-23,1.5759E-22,2.3778E-23,3.2138E-23,2.2671E-23,1.2749E-23,2.3475E-23,6.6841E-24,1.3555E-23,1.1990E-23,1.6069E-23,3.0295E-23,3.1401E-23,1.4502E-22,7.9224E-23,1.1423E-22,3.4463E-23,3.4574E-23,3.4759E-23,1.1246E-24,4.7940E-24,3.1821E-24,5.4954E-23,3.8768E-23,8.4805E-24,8.5364E-24,4.5991E-25,3.7952E-24,7.0226E-26,5.1326E-25,1.7201E-24,7.1506E-25,7.4917E-25,1.3618E-25,1.3902E-24,1.3888E-24,2.3720E-26,1.5953E-26,2.3095E-26,4.0510E-25,9.0184E-25,3.9315E-24,6.8742E-22,2.7684E-23
4.5391E-21,1.3587E-22,1.1015E-22,2.5408E-23,1.6295E-22,4.2172E-23,3.3735E-23,2.3797E-23,1.3383E-23,2.4641E-23,7.0162E-24,1.4228E-23,1.2585E-23,1.6868E-23,3.2039E-23,3.2823E-23,1.5200E-22,8.3114E-23,1.1990E-22,3.6176E-23,3.6291E-23,3.6486E-23,1.2336E-24,5.0322E-24,3.4905E-24,5.7685E-23,4.0694E-23,8.9018E-24,8.9605E-24,5.0450E-25,4.1632E-24,7.7046E-26,5.6313E-25,1.8873E-24,7.8457E-25,8.2200E-25,1.4942E-25,1.5255E-24,1.5239E-24,2.6028E-26,1.7506E-26,2.5343E-26,4.4453E-25,9.8962E-25,4.3145E-24,7.2122E-22,2.9442E-23
5.0231E-21,1.4487E-22,1.1976E-22,2.6888E-23,1.6995E-22,3.1990E-23,3.5360E-23,2.4943E-23,1.4027E-23,2.5828E-23,7.3540E-24,1.4913E-23,1.3191E-23,1.7680E-23,3.3813E-23,3.4269E-23,1.5909E-22,8.7071E-23,1.2567E-22,3.7918E-23,3.8039E-23,3.8243E-23,1.3491E-24,5.2745E-24,3.8174E-24,6.0462E-23,4.2653E-23,9.3305E-24,9.3920E-24,5.5177E-25,4.5534E-24,8.4277E-26,6.1601E-25,2.0645E-24,8.5828E-25,8.9922E-25,1.6346E-25,1.6689E-24,1.6671E-24,2.8476E-26,1.9152E-26,2.7726E-26,4.8634E-25,1.0827E-24,4.7207E-24,7.5560E-22,3.0742E-23
5.5146E-21,1.5404E-22,1.3170E-22,2.8499E-23,1.7745E-22,3.1712E-23,3.7013E-23,2.6109E-23,1.4683E-23,2.7035E-23,7.6978E-24,1.5610E-23,1.3808E-23,1.8506E-23,3.5618E-23,3.5741E-23,1.6631E-22,9.1097E-23,1.3155E-22,3.9690E-23,3.9817E-23,4.0031E-23,1.4713E-24,5.5211E-24,4.1633E-24,6.3289E-23,4.4647E-23,9.7667E-24,9.8310E-24,6.0179E-25,4.9662E-24,9.1930E-26,6.7198E-25,2.2521E-24,9.3630E-25,9.8098E-25,1.7833E-25,1.8207E-24,1.8188E-24,3.1068E-26,2.0896E-26,3.0250E-26,5.3061E-25,1.1813E-24,5.1509E-24,7.9059E-22,3.2356E-23
6.0123E-21,1.6336E-22,1.4385E-22,3.0138E-23,1.8508E-22,3.1429E-23,3.8694E-23,2.7295E-23,1.5350E-23,2.8264E-23,8.0475E-24,1.6320E-23,1.4435E-23,1.9347E-23,3.7454E-23,3.7238E-23,1.7366E-22,9.5194E-23,1.3753E-22,4.1493E-23,4.1626E-23,4.1849E-23,1.6004E-24,5.7719E-24,4.5289E-24,6.6164E-23,4.6675E-23,1.0210E-23,1.0278E-23,6.5465E-25,5.4026E-24,1.0002E-25,7.3114E-25,2.4504E-24,1.0188E-24,1.0674E-24,1.9404E-25,1.9812E-24,1.9791E-24,3.3808E-26,2.2739E-26,3.2918E-26,5.7741E-25,1.2855E-24,5.6057E-24,8.2619E-22,3.4000E-23
6.5153E-21,1.7499E-22,1.5525E-22,3.1830E-23,1.9331E-22,3.1142E-23,4.0405E-23,2.8502E-23,1.6028E-23,2.9513E-23,8.4033E-24,1.7041E-23,1.5074E-23,2.0177E-23,3.9322E-23,3.8762E-23,1.8113E-22,9.9362E-23,1.4361E-22,4.3328E-23,4.3467E-23,4.3700E-23,1.7367E-24,6.0271E-24,4.9147E-24,6.9089E-23,4.8739E-23,1.0662E-23,1.0732E-23,7.1044E-25,5.8631E-24,1.0856E-25,7.9361E-25,2.6597E-24,1.1059E-24,1.1587E-24,2.1064E-25,2.1507E-24,2.1484E-24,3.6701E-26,2.4685E-26,3.5736E-26,6.2684E-25,1.3955E-24,6.0861E-24,8.6240E-22,3.5713E-23
7.0233E-21,1.8698E-22,1.5788E-22,3.3935E-23,2.0326E-22,3.1301E-23,4.2146E-23,2.9730E-23,1.6719E-23,3.0785E-23,8.7654E-24,1.7775E-23,1.5736E-23,2.0937E-23,4.1223E-23,4.0312E-23,1.8873E-22,1.0360E-22,1.4979E-22,4.5195E-23,4.5339E-23,4.5582E-23,1.8804E-24,6.2868E-24,5.3214E-24,7.2066E-23,5.0839E-23,1.1121E-23,1.1194E-23,7.6925E-25,6.3485E-24,1.1756E-25,8.5947E-25,2.8805E-24,1.1977E-24,1.2549E-24,2.2814E-25,2.3294E-24,2.3270E-24,3.9752E-26,2.6738E-26,3.8708E-26,6.7897E-25,1.5116E-24,6.5928E-24,8.9925E-22,3.7310E-23
7.5363E-21,1.9918E-22,1.6056E-22,3.6078E-23,2.1337E-22,3.1896E-23,4.3917E-23,3.0979E-23,1.7422E-23,3.2078E-23,9.2052E-24,1.8770E-23,1.6435E-23,2.1711E-23,4.3157E-23,4.1888E-23,1.9647E-22,1.0792E-22,1.5609E-22,4.7094E-23,4.7244E-23,4.7498E-23,2.0316E-24,6.5510E-24,5.7495E-24,7.5094E-23,5.2975E-23,1.1588E-23,1.1665E-23,8.3117E-25,6.8597E-24,1.2705E-25,9.2883E-25,3.1129E-24,1.2944E-24,1.3562E-24,2.4657E-25,2.5176E-24,2.5151E-24,4.2967E-26,2.8900E-26,4.1838E-26,7.3388E-25,1.6338E-24,7.1266E-24,9.3674E-22,3.8955E-23
8.0546E-21,2.1175E-22,1.6329E-22,3.8257E-23,2.2366E-22,3.2501E-23,4.5719E-23,3.2251E-23,1.8136E-23,3.3394E-23,9.7804E-24,1.9890E-23,1.7147E-23,2.2498E-23,4.5125E-23,4.3493E-23,2.0434E-22,1.1231E-22,1.6249E-22,4.9026E-23,4.9183E-23,4.9447E-23,2.1907E-24,6.8197E-24,6.1997E-24,7.8175E-23,5.5106E-23,1.2061E-23,1.2091E-23,8.9630E-25,7.3973E-24,1.3702E-25,1.0018E-24,3.3575E-24,1.3962E-24,1.4629E-24,2.6597E-25,2.7157E-24,2.7129E-24,4.6349E-26,3.1176E-26,4.5133E-26,7.9167E-25,1.7625E-24,7.6884E-24,9.7820E-22,4.0637E-23
8.5790E-21,2.2469E-22,1.7018E-22,4.0322E-23,2.3226E-22,3.3117E-23,4.7552E-23,3.3544E-23,1.8864E-23,3.4734E-23,1.0366E-23,2.1029E-23,1.7870E-23,2.3299E-23,4.7127E-23,4.5125E-23,2.1235E-22,1.1677E-22,1.6901E-22,5.0992E-23,5.1155E-23,5.1429E-23,2.3578E-24,7.0932E-24,6.6728E-24,8.1094E-23,5.6676E-23,1.2523E-23,1.2399E-23,9.6471E-25,7.9621E-24,1.4751E-25,1.0785E-24,3.6145E-24,1.5032E-24,1.5749E-24,2.8635E-25,2.9239E-24,2.9209E-24,4.9904E-26,3.3568E-26,4.8595E-26,8.5241E-25,1.8977E-24,8.2791E-24,1.0207E-21,4.2380E-23
