r,z,plas.ne (1/m^3) @ 13: Time=0.1 s /  p0=1.3332 Pa /  Power=100 W,plas.ne (1/m^3) @ 26: Time=0.1 s / p0=1.3332 Pa / Power=200W,plas.ne (1/m^3) @ 26: Time=0.1 s / p0=1.3332 Pa / Power=300W,plas.ne (1/m^3) @ 26: Time=0.1 s / p0=1.3332 Pa / Power=400W,plas.ne (1/m^3) @ 26: Time=0.1 s / p0=1.3332 Pa / Power=500W
10.08818968,7.991418363,2.10E+16,4.12E+16,6.09E+16,8.03E+16,9.95E+16
10.08818968,7.991418363,3.08E+16,5.98E+16,8.83E+16,1.16E+17,1.44E+17
10.08818968,7.991418363,4.07E+16,7.91E+16,1.17E+17,1.54E+17,1.91E+17
10.75704013,12.94774001,4.85E+15,1.24E+16,1.98E+16,2.69E+16,3.39E+16
10.75704013,12.94774001,1.90E+16,3.86E+16,5.72E+16,7.54E+16,9.33E+16
10.75704013,12.94774001,3.44E+16,6.69E+16,9.86E+16,1.30E+17,1.61E+17
10.75704013,12.94774001,5.02E+16,9.71E+16,1.43E+17,1.88E+17,2.33E+17
10.75704013,12.94774001,6.64E+16,1.28E+17,1.89E+17,2.49E+17,3.09E+17
10.82693674,19.64261275,7.25E+15,1.84E+16,2.94E+16,3.99E+16,5.01E+16
10.82693674,19.64261275,2.85E+16,5.75E+16,8.50E+16,1.12E+17,1.38E+17
10.82693674,19.64261275,5.14E+16,9.97E+16,1.46E+17,1.93E+17,2.38E+17
10.82693674,19.64261275,7.51E+16,1.45E+17,2.12E+17,2.79E+17,3.46E+17
10.82693674,19.64261275,9.91E+16,1.91E+17,2.81E+17,3.70E+17,4.58E+17
10.86446425,99.3931873,3.74E+15,9.42E+15,1.50E+16,2.03E+16,2.55E+16
10.86446425,99.3931873,1.39E+16,2.81E+16,4.16E+16,5.48E+16,6.79E+16
10.86446425,99.3931873,2.48E+16,4.83E+16,7.11E+16,9.36E+16,1.16E+17
10.86446425,99.3931873,3.60E+16,6.98E+16,1.03E+17,1.36E+17,1.68E+17
10.86446425,99.3931873,4.75E+16,9.22E+16,1.36E+17,1.79E+17,2.22E+17
10.8954825,29.35728728,1.04E+16,2.63E+16,4.19E+16,5.68E+16,7.13E+16
10.8954825,29.35728728,4.10E+16,8.22E+16,1.21E+17,1.59E+17,1.97E+17
10.8954825,29.35728728,7.38E+16,1.42E+17,2.09E+17,2.74E+17,3.39E+17
10.8954825,29.35728728,1.08E+17,2.06E+17,3.02E+17,3.97E+17,4.91E+17
10.8954825,29.35728728,1.42E+17,2.72E+17,4.00E+17,5.25E+17,6.49E+17
10.99997165,39.30960523,1.28E+16,3.25E+16,5.17E+16,7.01E+16,8.79E+16
10.99997165,39.30960523,5.08E+16,1.02E+17,1.50E+17,1.96E+17,2.43E+17
10.99997165,39.30960523,9.15E+16,1.76E+17,2.57E+17,3.37E+17,4.16E+17
10.99997165,39.30960523,1.33E+17,2.55E+17,3.72E+17,4.88E+17,6.03E+17
10.99997165,39.30960523,1.76E+17,3.36E+17,4.92E+17,6.45E+17,7.97E+17
11.02330089,47.18662535,1.40E+16,3.55E+16,5.64E+16,7.65E+16,9.59E+16
11.02330089,47.18662535,5.56E+16,1.11E+17,1.64E+17,2.15E+17,2.65E+17
11.02330089,47.18662535,1.00E+17,1.92E+17,2.81E+17,3.68E+17,4.54E+17
11.02330089,47.18662535,1.46E+17,2.78E+17,4.06E+17,5.32E+17,6.57E+17
11.02330089,47.18662535,1.92E+17,3.66E+17,5.36E+17,7.03E+17,8.69E+17
11.04723056,53.93880914,1.44E+16,3.65E+16,5.80E+16,7.86E+16,9.85E+16
11.04723056,53.93880914,5.72E+16,1.14E+17,1.68E+17,2.20E+17,2.72E+17
11.04723056,53.93880914,1.03E+17,1.98E+17,2.89E+17,3.78E+17,4.66E+17
11.04723056,53.93880914,1.50E+17,2.86E+17,4.17E+17,5.47E+17,6.75E+17
11.04723056,53.93880914,1.98E+17,3.77E+17,5.51E+17,7.22E+17,8.92E+17
11.06738978,60.67236825,1.42E+16,3.60E+16,5.72E+16,7.75E+16,9.72E+16
11.06738978,60.67236825,5.63E+16,1.13E+17,1.66E+17,2.17E+17,2.68E+17
11.06738978,60.67236825,1.01E+17,1.95E+17,2.85E+17,3.73E+17,4.60E+17
11.06738978,60.67236825,1.48E+17,2.82E+17,4.12E+17,5.40E+17,6.66E+17
11.06738978,60.67236825,1.95E+17,3.72E+17,5.44E+17,7.13E+17,8.81E+17
11.10052145,67.37333597,1.35E+16,3.40E+16,5.40E+16,7.32E+16,9.18E+16
11.10052145,67.37333597,5.31E+16,1.06E+17,1.56E+17,2.05E+17,2.53E+17
11.10052145,67.37333597,9.57E+16,1.84E+17,2.69E+17,3.53E+17,4.35E+17
11.10052145,67.37333597,1.39E+17,2.66E+17,3.90E+17,5.11E+17,6.31E+17
11.10052145,67.37333597,1.84E+17,3.51E+17,5.14E+17,6.75E+17,8.34E+17
11.15482991,74.32859031,1.21E+16,3.05E+16,4.84E+16,6.56E+16,8.23E+16
11.15482991,74.32859031,4.74E+16,9.49E+16,1.40E+17,1.84E+17,2.27E+17
11.15482991,74.32859031,8.53E+16,1.64E+17,2.41E+17,3.16E+17,3.90E+17
11.15482991,74.32859031,1.24E+17,2.38E+17,3.49E+17,4.58E+17,5.66E+17
11.15482991,74.32859031,1.64E+17,3.15E+17,4.61E+17,6.06E+17,7.49E+17
11.15570146,88.52024597,7.94E+15,2.00E+16,3.17E+16,4.30E+16,5.39E+16
11.15570146,88.52024597,3.06E+16,6.14E+16,9.08E+16,1.19E+17,1.48E+17
11.15570146,88.52024597,5.49E+16,1.06E+17,1.56E+17,2.06E+17,2.54E+17
11.15570146,88.52024597,8.01E+16,1.54E+17,2.27E+17,2.99E+17,3.70E+17
11.15570146,88.52024597,1.06E+17,2.04E+17,3.01E+17,3.96E+17,4.90E+17
11.21644389,94.80864666,5.56E+15,1.40E+16,2.22E+16,3.01E+16,3.78E+16
11.21644389,94.80864666,2.11E+16,4.24E+16,6.28E+16,8.27E+16,1.02E+17
11.21644389,94.80864666,3.77E+16,7.33E+16,1.08E+17,1.42E+17,1.76E+17
11.21644389,94.80864666,5.50E+16,1.06E+17,1.56E+17,2.06E+17,2.55E+17
11.21644389,94.80864666,7.27E+16,1.41E+17,2.07E+17,2.73E+17,3.38E+17
12.14567834,104.0967709,1.85E+15,4.70E+15,7.48E+15,1.02E+16,1.28E+16
12.14567834,104.0967709,6.55E+15,1.33E+16,1.97E+16,2.61E+16,3.23E+16
12.14567834,104.0967709,1.15E+16,2.25E+16,3.32E+16,4.38E+16,5.43E+16
12.14567834,104.0967709,1.65E+16,3.22E+16,4.77E+16,6.29E+16,7.80E+16
12.14567834,104.0967709,2.17E+16,4.24E+16,6.27E+16,8.28E+16,1.03E+17
13.35714286,0,7.08E+13,1.63E+14,2.58E+14,3.54E+14,4.52E+14
13.35714286,0,1.11E+14,2.39E+14,3.70E+14,5.01E+14,6.34E+14
13.35714286,0,1.35E+14,2.84E+14,4.35E+14,5.86E+14,7.38E+14
13.35714286,0,1.52E+14,3.16E+14,4.80E+14,6.44E+14,8.08E+14
13.35714286,0,1.65E+14,3.39E+14,5.12E+14,6.86E+14,8.58E+14
13.35714286,0.26150672,1.10E+14,2.82E+14,4.68E+14,6.61E+14,8.58E+14
13.35714286,0.26150672,2.48E+14,5.88E+14,9.49E+14,1.32E+15,1.70E+15
13.35714286,0.26150672,3.79E+14,8.78E+14,1.41E+15,1.95E+15,2.50E+15
13.35714286,0.26150672,5.05E+14,1.17E+15,1.86E+15,2.58E+15,3.30E+15
13.35714286,0.26150672,6.29E+14,1.45E+15,2.31E+15,3.20E+15,4.09E+15
13.35714286,0.627616128,1.85E+14,5.19E+14,8.90E+14,1.27E+15,1.66E+15
13.35714286,0.627616128,5.84E+14,1.43E+15,2.31E+15,3.21E+15,4.11E+15
13.35714286,0.627616128,1.05E+15,2.44E+15,3.89E+15,5.36E+15,6.84E+15
13.35714286,0.627616128,1.55E+15,3.54E+15,5.60E+15,7.68E+15,9.76E+15
13.35714286,0.627616128,2.07E+15,4.68E+15,7.37E+15,1.01E+16,1.28E+16
13.35714286,1.140169299,3.25E+14,9.36E+14,1.60E+15,2.26E+15,2.93E+15
13.35714286,1.140169299,1.23E+15,2.86E+15,4.50E+15,6.14E+15,7.77E+15
13.35714286,1.140169299,2.30E+15,5.03E+15,7.77E+15,1.05E+16,1.32E+16
13.35714286,1.140169299,3.44E+15,7.35E+15,1.13E+16,1.52E+16,1.91E+16
13.35714286,1.140169299,4.63E+15,9.78E+15,1.49E+16,2.01E+16,2.52E+16
13.35714286,1.857743739,5.71E+14,1.61E+15,2.69E+15,3.77E+15,4.83E+15
13.35714286,1.857743739,2.30E+15,5.05E+15,7.75E+15,1.04E+16,1.31E+16
13.35714286,1.857743739,4.25E+15,8.85E+15,1.34E+16,1.79E+16,2.24E+16
13.35714286,1.857743739,6.31E+15,1.29E+16,1.94E+16,2.59E+16,3.24E+16
13.35714286,1.857743739,8.43E+15,1.71E+16,2.58E+16,3.43E+16,4.29E+16
13.35714286,2.862347955,9.51E+14,2.60E+15,4.27E+15,5.90E+15,7.51E+15
13.35714286,2.862347955,3.83E+15,8.14E+15,1.23E+16,1.64E+16,2.05E+16
13.35714286,2.862347955,7.03E+15,1.42E+16,2.13E+16,2.83E+16,3.52E+16
13.35714286,2.862347955,1.04E+16,2.07E+16,3.09E+16,4.10E+16,5.10E+16
13.35714286,2.862347955,1.38E+16,2.74E+16,4.09E+16,5.43E+16,6.76E+16
13.63636364,105.2704965,1.38E+15,3.51E+15,5.59E+15,7.59E+15,9.54E+15
13.63636364,105.2704965,4.69E+15,9.58E+15,1.42E+16,1.88E+16,2.33E+16
13.63636364,105.2704965,8.11E+15,1.60E+16,2.37E+16,3.13E+16,3.88E+16
13.63636364,105.2704965,1.16E+16,2.28E+16,3.38E+16,4.46E+16,5.54E+16
13.63636364,105.2704965,1.52E+16,2.99E+16,4.43E+16,5.85E+16,7.27E+16
13.63636364,106.228476,9.89E+14,2.53E+15,4.03E+15,5.47E+15,6.88E+15
13.63636364,106.228476,3.15E+15,6.48E+15,9.66E+15,1.28E+16,1.59E+16
13.63636364,106.228476,5.33E+15,1.06E+16,1.57E+16,2.08E+16,2.58E+16
13.63636364,106.228476,7.56E+15,1.49E+16,2.22E+16,2.93E+16,3.65E+16
13.63636364,106.228476,9.83E+15,1.94E+16,2.89E+16,3.82E+16,4.75E+16
13.63636364,106.9127471,7.15E+14,1.83E+15,2.91E+15,3.96E+15,4.98E+15
13.63636364,106.9127471,2.06E+15,4.27E+15,6.40E+15,8.48E+15,1.05E+16
13.63636364,106.9127471,3.35E+15,6.72E+15,1.00E+16,1.33E+16,1.65E+16
13.63636364,106.9127471,4.65E+15,9.29E+15,1.39E+16,1.84E+16,2.29E+16
13.63636364,106.9127471,5.97E+15,1.19E+16,1.78E+16,2.37E+16,2.95E+16
13.63636364,107.4015122,5.30E+14,1.34E+15,2.14E+15,2.90E+15,3.64E+15
13.63636364,107.4015122,1.32E+15,2.74E+15,4.11E+15,5.45E+15,6.78E+15
13.63636364,107.4015122,1.99E+15,4.03E+15,6.04E+15,8.03E+15,1.00E+16
13.63636364,107.4015122,2.64E+15,5.36E+15,8.05E+15,1.07E+16,1.34E+16
13.63636364,107.4015122,3.29E+15,6.70E+15,1.01E+16,1.35E+16,1.68E+16
13.63636364,107.7506301,4.03E+14,1.00E+15,1.58E+15,2.14E+15,2.68E+15
13.63636364,107.7506301,8.17E+14,1.67E+15,2.49E+15,3.29E+15,4.08E+15
13.63636364,107.7506301,1.08E+15,2.15E+15,3.20E+15,4.25E+15,5.29E+15
13.63636364,107.7506301,1.29E+15,2.59E+15,3.88E+15,5.16E+15,6.44E+15
13.63636364,107.7506301,1.49E+15,3.01E+15,4.53E+15,6.04E+15,7.54E+15
13.63636364,108,3.22E+14,7.82E+14,1.22E+15,1.65E+15,2.06E+15
13.63636364,108,5.25E+14,1.04E+15,1.53E+15,2.01E+15,2.49E+15
13.63636364,108,5.86E+14,1.13E+15,1.66E+15,2.18E+15,2.69E+15
13.63636364,108,6.15E+14,1.18E+15,1.73E+15,2.28E+15,2.82E+15
13.63636364,108,6.32E+14,1.22E+15,1.79E+15,2.35E+15,2.92E+15
13.799169,102.3161445,2.58E+15,6.52E+15,1.04E+16,1.41E+16,1.77E+16
13.799169,102.3161445,9.40E+15,1.90E+16,2.82E+16,3.72E+16,4.61E+16
13.799169,102.3161445,1.66E+16,3.25E+16,4.79E+16,6.32E+16,7.83E+16
13.799169,102.3161445,2.41E+16,4.68E+16,6.91E+16,9.12E+16,1.13E+17
13.799169,102.3161445,3.18E+16,6.17E+16,9.12E+16,1.20E+17,1.49E+17
14.68469236,5.990412773,2.15E+15,5.62E+15,9.07E+15,1.24E+16,1.57E+16
14.68469236,5.990412773,8.52E+15,1.75E+16,2.62E+16,3.47E+16,4.31E+16
14.68469236,5.990412773,1.55E+16,3.05E+16,4.52E+16,5.97E+16,7.41E+16
14.68469236,5.990412773,2.27E+16,4.44E+16,6.56E+16,8.67E+16,1.08E+17
14.68469236,5.990412773,3.00E+16,5.87E+16,8.69E+16,1.15E+17,1.43E+17
14.92075556,4.123849469,1.44E+15,3.84E+15,6.24E+15,8.58E+15,1.09E+16
14.92075556,4.123849469,5.76E+15,1.20E+16,1.80E+16,2.39E+16,2.98E+16
14.92075556,4.123849469,1.05E+16,2.09E+16,3.11E+16,4.12E+16,5.12E+16
14.92075556,4.123849469,1.54E+16,3.04E+16,4.52E+16,5.98E+16,7.43E+16
14.92075556,4.123849469,2.05E+16,4.03E+16,5.98E+16,7.92E+16,9.85E+16
16.20132093,15.6156802,5.85E+15,1.49E+16,2.38E+16,3.23E+16,4.07E+16
16.20132093,15.6156802,2.30E+16,4.65E+16,6.89E+16,9.08E+16,1.12E+17
16.20132093,15.6156802,4.15E+16,8.08E+16,1.19E+17,1.56E+17,1.94E+17
16.20132093,15.6156802,6.07E+16,1.17E+17,1.72E+17,2.27E+17,2.81E+17
16.20132093,15.6156802,8.02E+16,1.55E+17,2.28E+17,3.01E+17,3.73E+17
16.28425077,25.46052923,9.18E+15,2.33E+16,3.71E+16,5.04E+16,6.33E+16
16.28425077,25.46052923,3.62E+16,7.28E+16,1.08E+17,1.42E+17,1.75E+17
16.28425077,25.46052923,6.53E+16,1.26E+17,1.86E+17,2.44E+17,3.01E+17
16.28425077,25.46052923,9.54E+16,1.83E+17,2.69E+17,3.53E+17,4.37E+17
16.28425077,25.46052923,1.26E+17,2.42E+17,3.56E+17,4.68E+17,5.79E+17
16.45061064,35.38761098,1.19E+16,3.02E+16,4.81E+16,6.53E+16,8.19E+16
16.45061064,35.38761098,4.72E+16,9.47E+16,1.40E+17,1.83E+17,2.27E+17
16.45061064,35.38761098,8.52E+16,1.64E+17,2.40E+17,3.15E+17,3.89E+17
16.45061064,35.38761098,1.24E+17,2.38E+17,3.48E+17,4.57E+17,5.64E+17
16.45061064,35.38761098,1.64E+17,3.14E+17,4.60E+17,6.04E+17,7.46E+17
16.51761143,43.78403129,1.36E+16,3.44E+16,5.46E+16,7.41E+16,9.29E+16
16.51761143,43.78403129,5.38E+16,1.08E+17,1.59E+17,2.08E+17,2.57E+17
16.51761143,43.78403129,9.70E+16,1.87E+17,2.73E+17,3.57E+17,4.41E+17
16.51761143,43.78403129,1.41E+17,2.70E+17,3.95E+17,5.17E+17,6.39E+17
16.51761143,43.78403129,1.86E+17,3.56E+17,5.21E+17,6.83E+17,8.44E+17
16.56646812,50.54492574,1.43E+16,3.61E+16,5.74E+16,7.78E+16,9.75E+16
16.56646812,50.54492574,5.66E+16,1.13E+17,1.67E+17,2.18E+17,2.70E+17
16.56646812,50.54492574,1.02E+17,1.96E+17,2.86E+17,3.75E+17,4.63E+17
16.56646812,50.54492574,1.49E+17,2.83E+17,4.14E+17,5.43E+17,6.70E+17
16.56646812,50.54492574,1.96E+17,3.74E+17,5.47E+17,7.17E+17,8.86E+17
16.58251274,57.28278356,1.44E+16,3.63E+16,5.77E+16,7.83E+16,9.82E+16
16.58251274,57.28278356,5.69E+16,1.14E+17,1.68E+17,2.20E+17,2.71E+17
16.58251274,57.28278356,1.03E+17,1.97E+17,2.88E+17,3.78E+17,4.66E+17
16.58251274,57.28278356,1.50E+17,2.85E+17,4.17E+17,5.47E+17,6.75E+17
16.58251274,57.28278356,1.97E+17,3.76E+17,5.51E+17,7.22E+17,8.92E+17
16.60568687,63.98426552,1.39E+16,3.51E+16,5.58E+16,7.57E+16,9.49E+16
16.60568687,63.98426552,5.50E+16,1.10E+17,1.62E+17,2.13E+17,2.62E+17
16.60568687,63.98426552,9.91E+16,1.91E+17,2.79E+17,3.65E+17,4.51E+17
16.60568687,63.98426552,1.45E+17,2.76E+17,4.04E+17,5.29E+17,6.53E+17
16.60568687,63.98426552,1.91E+17,3.64E+17,5.33E+17,6.99E+17,8.64E+17
16.78549587,10.33068056,3.85E+15,9.89E+15,1.58E+16,2.16E+16,2.72E+16
16.78549587,10.33068056,1.52E+16,3.08E+16,4.58E+16,6.05E+16,7.49E+16
16.78549587,10.33068056,2.74E+16,5.36E+16,7.91E+16,1.04E+17,1.29E+17
16.78549587,10.33068056,4.01E+16,7.78E+16,1.15E+17,1.51E+17,1.88E+17
16.78549587,10.33068056,5.31E+16,1.03E+17,1.52E+17,2.00E+17,2.49E+17
16.8032401,72.15808959,1.26E+16,3.17E+16,5.04E+16,6.83E+16,8.57E+16
16.8032401,72.15808959,4.94E+16,9.90E+16,1.46E+17,1.92E+17,2.37E+17
16.8032401,72.15808959,8.91E+16,1.72E+17,2.52E+17,3.30E+17,4.07E+17
16.8032401,72.15808959,1.30E+17,2.49E+17,3.65E+17,4.79E+17,5.91E+17
16.8032401,72.15808959,1.72E+17,3.29E+17,4.82E+17,6.33E+17,7.82E+17
17.02301516,90.74108286,7.07E+15,1.78E+16,2.82E+16,3.83E+16,4.81E+16
17.02301516,90.74108286,2.71E+16,5.46E+16,8.07E+16,1.06E+17,1.32E+17
17.02301516,90.74108286,4.87E+16,9.46E+16,1.39E+17,1.83E+17,2.27E+17
17.02301516,90.74108286,7.11E+16,1.37E+17,2.02E+17,2.66E+17,3.29E+17
17.02301516,90.74108286,9.41E+16,1.82E+17,2.68E+17,3.53E+17,4.37E+17
17.05457552,83.56125852,9.45E+15,2.38E+16,3.77E+16,5.12E+16,6.43E+16
17.05457552,83.56125852,3.67E+16,7.37E+16,1.09E+17,1.43E+17,1.77E+17
17.05457552,83.56125852,6.60E+16,1.28E+17,1.88E+17,2.47E+17,3.05E+17
17.05457552,83.56125852,9.65E+16,1.86E+17,2.73E+17,3.58E+17,4.43E+17
17.05457552,83.56125852,1.28E+17,2.46E+17,3.61E+17,4.75E+17,5.88E+17
17.1128794,97.64485933,4.47E+15,1.12E+16,1.79E+16,2.42E+16,3.04E+16
17.1128794,97.64485933,1.68E+16,3.39E+16,5.02E+16,6.62E+16,8.20E+16
17.1128794,97.64485933,3.00E+16,5.85E+16,8.62E+16,1.14E+17,1.41E+17
17.1128794,97.64485933,4.38E+16,8.48E+16,1.25E+17,1.65E+17,2.04E+17
17.1128794,97.64485933,5.79E+16,1.12E+17,1.65E+17,2.18E+17,2.71E+17
19.60642418,103.942648,1.90E+15,4.80E+15,7.64E+15,1.04E+16,1.30E+16
19.60642418,103.942648,6.71E+15,1.37E+16,2.03E+16,2.68E+16,3.32E+16
19.60642418,103.942648,1.18E+16,2.31E+16,3.42E+16,4.51E+16,5.59E+16
19.60642418,103.942648,1.70E+16,3.32E+16,4.91E+16,6.49E+16,8.05E+16
19.60642418,103.942648,2.24E+16,4.37E+16,6.47E+16,8.55E+16,1.06E+17
20.03571429,0,7.11E+13,1.64E+14,2.59E+14,3.55E+14,4.53E+14
20.03571429,0,1.11E+14,2.40E+14,3.71E+14,5.03E+14,6.36E+14
20.03571429,0,1.35E+14,2.85E+14,4.36E+14,5.88E+14,7.39E+14
20.03571429,0,1.53E+14,3.17E+14,4.81E+14,6.46E+14,8.10E+14
20.03571429,0,1.65E+14,3.40E+14,5.14E+14,6.87E+14,8.61E+14
20.03571429,0.267739253,1.11E+14,2.85E+14,4.74E+14,6.69E+14,8.68E+14
20.03571429,0.267739253,2.52E+14,5.98E+14,9.65E+14,1.34E+15,1.72E+15
20.03571429,0.267739253,3.86E+14,8.96E+14,1.44E+15,1.99E+15,2.55E+15
20.03571429,0.267739253,5.16E+14,1.19E+15,1.90E+15,2.63E+15,3.37E+15
20.03571429,0.267739253,6.44E+14,1.48E+15,2.36E+15,3.26E+15,4.17E+15
20.03571429,0.642574207,1.89E+14,5.29E+14,9.06E+14,1.30E+15,1.69E+15
20.03571429,0.642574207,5.98E+14,1.46E+15,2.37E+15,3.28E+15,4.21E+15
20.03571429,0.642574207,1.08E+15,2.51E+15,3.99E+15,5.49E+15,7.00E+15
20.03571429,0.642574207,1.59E+15,3.64E+15,5.74E+15,7.87E+15,1.00E+16
20.03571429,0.642574207,2.14E+15,4.81E+15,7.57E+15,1.03E+16,1.31E+16
20.03571429,1.167343142,3.32E+14,9.55E+14,1.63E+15,2.31E+15,2.99E+15
20.03571429,1.167343142,1.26E+15,2.93E+15,4.61E+15,6.28E+15,7.94E+15
20.03571429,1.167343142,2.36E+15,5.15E+15,7.95E+15,1.07E+16,1.35E+16
20.03571429,1.167343142,3.53E+15,7.54E+15,1.15E+16,1.56E+16,1.95E+16
20.03571429,1.167343142,4.75E+15,1.00E+16,1.53E+16,2.06E+16,2.58E+16
20.03571429,1.902019652,5.83E+14,1.64E+15,2.74E+15,3.84E+15,4.92E+15
20.03571429,1.902019652,2.34E+15,5.16E+15,7.91E+15,1.06E+16,1.33E+16
20.03571429,1.902019652,4.35E+15,9.04E+15,1.37E+16,1.83E+16,2.29E+16
20.03571429,1.902019652,6.46E+15,1.32E+16,1.99E+16,2.65E+16,3.31E+16
20.03571429,1.902019652,8.63E+15,1.75E+16,2.63E+16,3.51E+16,4.38E+16
20.03571429,2.930566766,9.69E+14,2.64E+15,4.34E+15,6.00E+15,7.64E+15
20.03571429,2.930566766,3.90E+15,8.30E+15,1.26E+16,1.68E+16,2.09E+16
20.03571429,2.930566766,7.17E+15,1.45E+16,2.17E+16,2.88E+16,3.59E+16
20.03571429,2.930566766,1.06E+16,2.11E+16,3.15E+16,4.19E+16,5.21E+16
20.03571429,2.930566766,1.41E+16,2.80E+16,4.18E+16,5.54E+16,6.90E+16
20.45454545,105.1845182,1.39E+15,3.54E+15,5.65E+15,7.67E+15,9.65E+15
20.45454545,105.1845182,4.75E+15,9.71E+15,1.45E+16,1.91E+16,2.37E+16
20.45454545,105.1845182,8.23E+15,1.62E+16,2.41E+16,3.18E+16,3.94E+16
20.45454545,105.1845182,1.18E+16,2.32E+16,3.44E+16,4.54E+16,5.64E+16
20.45454545,105.1845182,1.55E+16,3.04E+16,4.51E+16,5.96E+16,7.40E+16
20.45454545,106.1726737,9.98E+14,2.55E+15,4.06E+15,5.53E+15,6.95E+15
20.45454545,106.1726737,3.19E+15,6.57E+15,9.81E+15,1.30E+16,1.61E+16
20.45454545,106.1726737,5.41E+15,1.08E+16,1.60E+16,2.11E+16,2.63E+16
20.45454545,106.1726737,7.69E+15,1.52E+16,2.26E+16,2.99E+16,3.71E+16
20.45454545,106.1726737,1.00E+16,1.98E+16,2.94E+16,3.90E+16,4.85E+16
20.45454545,106.8784991,7.20E+14,1.84E+15,2.93E+15,3.99E+15,5.02E+15
20.45454545,106.8784991,2.08E+15,4.33E+15,6.48E+15,8.60E+15,1.07E+16
20.45454545,106.8784991,3.40E+15,6.83E+15,1.02E+16,1.35E+16,1.68E+16
20.45454545,106.8784991,4.73E+15,9.46E+15,1.41E+16,1.88E+16,2.33E+16
20.45454545,106.8784991,6.08E+15,1.22E+16,1.82E+16,2.42E+16,3.01E+16
20.45454545,107.38266,5.31E+14,1.35E+15,2.14E+15,2.91E+15,3.65E+15
20.45454545,107.38266,1.33E+15,2.77E+15,4.15E+15,5.51E+15,6.86E+15
20.45454545,107.38266,2.01E+15,4.09E+15,6.12E+15,8.14E+15,1.01E+16
20.45454545,107.38266,2.68E+15,5.44E+15,8.18E+15,1.09E+16,1.36E+16
20.45454545,107.38266,3.35E+15,6.83E+15,1.03E+16,1.37E+16,1.71E+16
20.45454545,107.742775,4.02E+14,9.98E+14,1.58E+15,2.13E+15,2.67E+15
20.45454545,107.742775,8.16E+14,1.67E+15,2.49E+15,3.30E+15,4.09E+15
20.45454545,107.742775,1.08E+15,2.16E+15,3.22E+15,4.27E+15,5.32E+15
20.45454545,107.742775,1.30E+15,2.61E+15,3.91E+15,5.20E+15,6.49E+15
20.45454545,107.742775,1.50E+15,3.04E+15,4.57E+15,6.09E+15,7.61E+15
20.45454545,108,3.19E+14,7.74E+14,1.21E+15,1.63E+15,2.04E+15
20.45454545,108,5.19E+14,1.03E+15,1.52E+15,2.00E+15,2.47E+15
20.45454545,108,5.80E+14,1.12E+15,1.64E+15,2.16E+15,2.67E+15
20.45454545,108,6.09E+14,1.17E+15,1.72E+15,2.27E+15,2.80E+15
20.45454545,108,6.26E+14,1.21E+15,1.77E+15,2.34E+15,2.90E+15
20.740539,6.310623065,2.29E+15,5.96E+15,9.61E+15,1.31E+16,1.66E+16
20.740539,6.310623065,9.06E+15,1.86E+16,2.78E+16,3.69E+16,4.58E+16
20.740539,6.310623065,1.65E+16,3.25E+16,4.81E+16,6.35E+16,7.88E+16
20.740539,6.310623065,2.42E+16,4.72E+16,6.98E+16,9.22E+16,1.14E+17
20.740539,6.310623065,3.20E+16,6.25E+16,9.25E+16,1.22E+17,1.52E+17
20.92504924,101.6004888,2.86E+15,7.20E+15,1.14E+16,1.55E+16,1.95E+16
20.92504924,101.6004888,1.05E+16,2.12E+16,3.15E+16,4.16E+16,5.15E+16
20.92504924,101.6004888,1.86E+16,3.64E+16,5.37E+16,7.08E+16,8.77E+16
20.92504924,101.6004888,2.70E+16,5.26E+16,7.76E+16,1.02E+17,1.27E+17
20.92504924,101.6004888,3.57E+16,6.94E+16,1.03E+17,1.35E+17,1.68E+17
21.02780909,14.2985228,5.30E+15,1.35E+16,2.16E+16,2.94E+16,3.70E+16
21.02780909,14.2985228,2.08E+16,4.22E+16,6.26E+16,8.26E+16,1.02E+17
21.02780909,14.2985228,3.77E+16,7.34E+16,1.08E+17,1.42E+17,1.76E+17
21.02780909,14.2985228,5.51E+16,1.07E+17,1.57E+17,2.07E+17,2.56E+17
21.02780909,14.2985228,7.29E+16,1.41E+17,2.08E+17,2.74E+17,3.40E+17
21.12088286,4.249810813,1.49E+15,3.95E+15,6.41E+15,8.82E+15,1.12E+16
21.12088286,4.249810813,5.93E+15,1.24E+16,1.86E+16,2.47E+16,3.07E+16
21.12088286,4.249810813,1.08E+16,2.16E+16,3.21E+16,4.25E+16,5.28E+16
21.12088286,4.249810813,1.59E+16,3.14E+16,4.66E+16,6.17E+16,7.67E+16
21.12088286,4.249810813,2.11E+16,4.16E+16,6.18E+16,8.18E+16,1.02E+17
21.45718387,20.36363595,7.47E+15,1.90E+16,3.02E+16,4.11E+16,5.17E+16
21.45718387,20.36363595,2.94E+16,5.94E+16,8.79E+16,1.16E+17,1.43E+17
21.45718387,20.36363595,5.32E+16,1.03E+17,1.52E+17,2.00E+17,2.47E+17
21.45718387,20.36363595,7.78E+16,1.50E+17,2.20E+17,2.90E+17,3.59E+17
21.45718387,20.36363595,1.03E+17,1.98E+17,2.91E+17,3.84E+17,4.75E+17
21.81243782,93.1084828,6.15E+15,1.55E+16,2.46E+16,3.33E+16,4.19E+16
21.81243782,93.1084828,2.35E+16,4.74E+16,7.02E+16,9.25E+16,1.15E+17
