r,z,plas.ne (1/m^3) @ 13: Time=0.1 s /  p0=1.3332 Pa /  Power=100 W,plas.ne (1/m^3) @ 26: Time=0.1 s / p0=1.3332 Pa / Power=200W,plas.ne (1/m^3) @ 26: Time=0.1 s / p0=1.3332 Pa / Power=300W,plas.ne (1/m^3) @ 26: Time=0.1 s / p0=1.3332 Pa / Power=400W,plas.ne (1/m^3) @ 26: Time=0.1 s / p0=1.3332 Pa / Power=500W
177.0759098,28.02705317,3.78E+16,8.37E+16,1.30E+17,1.77E+17,2.23E+17
177.1041414,106.7916295,1.47E+14,3.79E+14,6.53E+14,9.53E+14,1.27E+15
177.1041414,106.7916295,4.00E+14,1.07E+15,1.83E+15,2.63E+15,3.45E+15
177.1041414,106.7916295,7.61E+14,1.98E+15,3.31E+15,4.69E+15,6.09E+15
177.1041414,106.7916295,1.20E+15,3.03E+15,4.99E+15,7.00E+15,9.04E+15
177.1041414,106.7916295,1.71E+15,4.19E+15,6.81E+15,9.50E+15,1.22E+16
177.1799277,107.3348419,1.09E+14,2.77E+14,4.74E+14,6.90E+14,9.19E+14
177.1799277,107.3348419,2.51E+14,6.70E+14,1.15E+15,1.66E+15,2.18E+15
177.1799277,107.3348419,4.37E+14,1.15E+15,1.94E+15,2.77E+15,3.62E+15
177.1799277,107.3348419,6.55E+14,1.69E+15,2.81E+15,3.98E+15,5.17E+15
177.1799277,107.3348419,8.98E+14,2.27E+15,3.75E+15,5.27E+15,6.81E+15
177.2340608,107.7228508,8.45E+13,2.09E+14,3.53E+14,5.10E+14,6.75E+14
177.2340608,107.7228508,1.61E+14,4.12E+14,6.96E+14,9.96E+14,1.31E+15
177.2340608,107.7228508,2.43E+14,6.15E+14,1.02E+15,1.45E+15,1.89E+15
177.2340608,107.7228508,3.26E+14,8.13E+14,1.34E+15,1.89E+15,2.45E+15
177.2340608,107.7228508,4.10E+14,1.01E+15,1.65E+15,2.32E+15,3.00E+15
177.2727273,108,6.91E+13,1.66E+14,2.75E+14,3.94E+14,5.19E+14
177.2727273,108,1.10E+14,2.65E+14,4.37E+14,6.16E+14,7.99E+14
177.2727273,108,1.42E+14,3.35E+14,5.40E+14,7.51E+14,9.66E+14
177.2727273,108,1.67E+14,3.85E+14,6.12E+14,8.45E+14,1.08E+15
177.2727273,108,1.88E+14,4.23E+14,6.67E+14,9.15E+14,1.17E+15
177.7104539,75.03701927,2.41E+15,5.94E+15,1.00E+16,1.44E+16,1.91E+16
177.7104539,75.03701927,9.04E+15,2.23E+16,3.69E+16,5.21E+16,6.76E+16
177.7104539,75.03701927,1.90E+16,4.53E+16,7.32E+16,1.02E+17,1.30E+17
177.7104539,75.03701927,3.15E+16,7.25E+16,1.15E+17,1.58E+17,2.01E+17
177.7104539,75.03701927,4.55E+16,1.02E+17,1.60E+17,2.19E+17,2.78E+17
178.5780009,68.61930202,2.60E+15,6.41E+15,1.08E+16,1.56E+16,2.06E+16
178.5780009,68.61930202,9.78E+15,2.41E+16,3.99E+16,5.63E+16,7.31E+16
178.5780009,68.61930202,2.06E+16,4.90E+16,7.90E+16,1.10E+17,1.41E+17
178.5780009,68.61930202,3.41E+16,7.83E+16,1.24E+17,1.70E+17,2.17E+17
178.5780009,68.61930202,4.93E+16,1.10E+17,1.73E+17,2.36E+17,2.98E+17
179.5184529,9.704873516,7.53E+14,1.88E+15,3.16E+15,4.54E+15,5.99E+15
179.5184529,9.704873516,2.71E+15,6.62E+15,1.09E+16,1.53E+16,1.97E+16
179.5184529,9.704873516,5.54E+15,1.30E+16,2.09E+16,2.88E+16,3.69E+16
179.5184529,9.704873516,8.97E+15,2.04E+16,3.21E+16,4.40E+16,5.59E+16
179.5184529,9.704873516,1.28E+16,2.83E+16,4.42E+16,6.01E+16,7.61E+16
179.9118833,22.55202737,1.61E+15,3.99E+15,6.72E+15,9.66E+15,1.28E+16
179.9118833,22.55202737,5.96E+15,1.46E+16,2.39E+16,3.37E+16,4.36E+16
179.9118833,22.55202737,1.24E+16,2.91E+16,4.66E+16,6.45E+16,8.25E+16
179.9118833,22.55202737,2.02E+16,4.60E+16,7.24E+16,9.92E+16,1.26E+17
179.9118833,22.55202737,2.89E+16,6.42E+16,1.00E+17,1.36E+17,1.72E+17
180.2184929,32.55656769,2.14E+15,5.29E+15,8.91E+15,1.28E+16,1.69E+16
180.2184929,32.55656769,7.98E+15,1.96E+16,3.22E+16,4.53E+16,5.87E+16
180.2184929,32.55656769,1.67E+16,3.93E+16,6.31E+16,8.73E+16,1.12E+17
180.2184929,32.55656769,2.74E+16,6.23E+16,9.83E+16,1.35E+17,1.71E+17
180.2184929,32.55656769,3.93E+16,8.73E+16,1.36E+17,1.85E+17,2.34E+17
180.3214286,0,6.04E+13,1.45E+14,2.34E+14,3.25E+14,4.17E+14
180.3214286,0,1.01E+14,2.21E+14,3.43E+14,4.66E+14,5.89E+14
180.3214286,0,1.24E+14,2.63E+14,4.03E+14,5.43E+14,6.84E+14
180.3214286,0,1.40E+14,2.92E+14,4.44E+14,5.95E+14,7.47E+14
180.3214286,0,1.52E+14,3.12E+14,4.73E+14,6.33E+14,7.93E+14
180.3214286,0.766136039,9.19E+13,2.31E+14,3.82E+14,5.41E+14,7.04E+14
180.3214286,0.766136039,2.08E+14,5.00E+14,8.10E+14,1.13E+15,1.45E+15
180.3214286,0.766136039,3.31E+14,7.75E+14,1.24E+15,1.71E+15,2.19E+15
180.3214286,0.766136039,4.58E+14,1.05E+15,1.67E+15,2.29E+15,2.91E+15
180.3214286,0.766136039,5.86E+14,1.33E+15,2.09E+15,2.85E+15,3.62E+15
180.3214286,1.838726493,1.48E+14,3.79E+14,6.38E+14,9.14E+14,1.20E+15
180.3214286,1.838726493,4.25E+14,1.06E+15,1.75E+15,2.46E+15,3.18E+15
180.3214286,1.838726493,7.90E+14,1.90E+15,3.08E+15,4.27E+15,5.48E+15
180.3214286,1.838726493,1.22E+15,2.84E+15,4.53E+15,6.23E+15,7.94E+15
180.3214286,1.838726493,1.68E+15,3.83E+15,6.04E+15,8.26E+15,1.05E+16
180.3567225,96.96759034,8.82E+14,2.20E+15,3.71E+15,5.36E+15,7.10E+15
180.3567225,96.96759034,3.20E+15,7.96E+15,1.32E+16,1.87E+16,2.44E+16
180.3567225,96.96759034,6.67E+15,1.60E+16,2.60E+16,3.64E+16,4.68E+16
180.3567225,96.96759034,1.10E+16,2.56E+16,4.10E+16,5.67E+16,7.25E+16
180.3567225,96.96759034,1.59E+16,3.62E+16,5.74E+16,7.88E+16,1.01E+17
180.3742915,41.90708318,2.48E+15,6.14E+15,1.03E+16,1.49E+16,1.97E+16
180.3742915,41.90708318,9.31E+15,2.29E+16,3.77E+16,5.31E+16,6.89E+16
180.3742915,41.90708318,1.96E+16,4.62E+16,7.42E+16,1.03E+17,1.31E+17
180.3742915,41.90708318,3.22E+16,7.34E+16,1.16E+17,1.59E+17,2.01E+17
180.3742915,41.90708318,4.63E+16,1.03E+17,1.61E+17,2.18E+17,2.76E+17
180.539682,83.5383071,1.78E+15,4.41E+15,7.43E+15,1.07E+16,1.42E+16
180.539682,83.5383071,6.62E+15,1.64E+16,2.71E+16,3.84E+16,5.00E+16
180.539682,83.5383071,1.39E+16,3.33E+16,5.39E+16,7.51E+16,9.66E+16
180.539682,83.5383071,2.30E+16,5.33E+16,8.50E+16,1.17E+17,1.50E+17
180.539682,83.5383071,3.33E+16,7.54E+16,1.19E+17,1.63E+17,2.07E+17
180.8158659,47.31016498,2.58E+15,6.38E+15,1.07E+16,1.55E+16,2.05E+16
180.8158659,47.31016498,9.69E+15,2.39E+16,3.94E+16,5.55E+16,7.20E+16
180.8158659,47.31016498,2.04E+16,4.83E+16,7.76E+16,1.08E+17,1.38E+17
180.8158659,47.31016498,3.36E+16,7.68E+16,1.21E+17,1.66E+17,2.11E+17
180.8158659,47.31016498,4.84E+16,1.08E+17,1.68E+17,2.29E+17,2.90E+17
181.3327795,53.56778278,2.61E+15,6.44E+15,1.09E+16,1.57E+16,2.07E+16
181.3327795,53.56778278,9.80E+15,2.42E+16,3.99E+16,5.63E+16,7.31E+16
181.3327795,53.56778278,2.07E+16,4.90E+16,7.90E+16,1.09E+17,1.40E+17
181.3327795,53.56778278,3.41E+16,7.82E+16,1.24E+17,1.69E+17,2.15E+17
181.3327795,53.56778278,4.92E+16,1.10E+17,1.72E+17,2.34E+17,2.96E+17
181.6748565,59.70714033,2.56E+15,6.33E+15,1.07E+16,1.54E+16,2.04E+16
181.6748565,59.70714033,9.62E+15,2.38E+16,3.93E+16,5.55E+16,7.21E+16
181.6748565,59.70714033,2.03E+16,4.83E+16,7.79E+16,1.08E+17,1.39E+17
181.6748565,59.70714033,3.35E+16,7.71E+16,1.22E+17,1.68E+17,2.13E+17
181.6748565,59.70714033,4.85E+16,1.09E+17,1.70E+17,2.32E+17,2.93E+17
182.1131271,65.44846306,2.44E+15,6.02E+15,1.01E+16,1.46E+16,1.94E+16
182.1131271,65.44846306,9.13E+15,2.26E+16,3.74E+16,5.28E+16,6.87E+16
182.1131271,65.44846306,1.93E+16,4.59E+16,7.42E+16,1.03E+17,1.32E+17
182.1131271,65.44846306,3.18E+16,7.35E+16,1.17E+17,1.60E+17,2.04E+17
182.1131271,65.44846306,4.61E+16,1.04E+17,1.62E+17,2.22E+17,2.81E+17
182.5132716,27.47431043,1.77E+15,4.38E+15,7.37E+15,1.06E+16,1.40E+16
182.5132716,27.47431043,6.55E+15,1.61E+16,2.65E+16,3.73E+16,4.83E+16
182.5132716,27.47431043,1.37E+16,3.22E+16,5.18E+16,7.17E+16,9.17E+16
182.5132716,27.47431043,2.24E+16,5.10E+16,8.06E+16,1.10E+17,1.40E+17
182.5132716,27.47431043,3.21E+16,7.14E+16,1.12E+17,1.52E+17,1.92E+17
182.6090186,103.3074257,3.69E+14,9.41E+14,1.61E+15,2.33E+15,3.09E+15
182.6090186,103.3074257,1.28E+15,3.25E+15,5.45E+15,7.75E+15,1.01E+16
182.6090186,103.3074257,2.64E+15,6.47E+15,1.06E+16,1.48E+16,1.92E+16
182.6090186,103.3074257,4.32E+15,1.03E+16,1.65E+16,2.30E+16,2.95E+16
182.6090186,103.3074257,6.25E+15,1.45E+16,2.31E+16,3.19E+16,4.07E+16
182.781299,70.97924616,2.24E+15,5.52E+15,9.31E+15,1.34E+16,1.78E+16
182.781299,70.97924616,8.35E+15,2.07E+16,3.42E+16,4.85E+16,6.30E+16
182.781299,70.97924616,1.76E+16,4.21E+16,6.81E+16,9.47E+16,1.22E+17
182.781299,70.97924616,2.91E+16,6.74E+16,1.07E+17,1.47E+17,1.88E+17
182.781299,70.97924616,4.22E+16,9.52E+16,1.50E+17,2.04E+17,2.59E+17
183.0290857,15.14054676,1.04E+15,2.58E+15,4.34E+15,6.23E+15,8.23E+15
183.0290857,15.14054676,3.77E+15,9.22E+15,1.52E+16,2.13E+16,2.76E+16
183.0290857,15.14054676,7.77E+15,1.83E+16,2.93E+16,4.06E+16,5.20E+16
183.0290857,15.14054676,1.26E+16,2.88E+16,4.54E+16,6.23E+16,7.92E+16
183.0290857,15.14054676,1.80E+16,4.01E+16,6.27E+16,8.54E+16,1.08E+17
183.0579565,3.948048381,2.46E+14,6.22E+14,1.05E+15,1.50E+15,1.97E+15
183.0579565,3.948048381,7.76E+14,1.90E+15,3.11E+15,4.36E+15,5.63E+15
183.0579565,3.948048381,1.48E+15,3.49E+15,5.58E+15,7.71E+15,9.86E+15
183.0579565,3.948048381,2.30E+15,5.23E+15,8.24E+15,1.13E+16,1.43E+16
183.0579565,3.948048381,3.17E+15,7.04E+15,1.10E+16,1.49E+16,1.89E+16
183.072399,37.55355047,2.17E+15,5.37E+15,9.04E+15,1.30E+16,1.72E+16
183.072399,37.55355047,8.09E+15,1.99E+16,3.28E+16,4.63E+16,6.00E+16
183.072399,37.55355047,1.70E+16,4.01E+16,6.46E+16,8.94E+16,1.15E+17
183.072399,37.55355047,2.79E+16,6.38E+16,1.01E+17,1.38E+17,1.76E+17
183.072399,37.55355047,4.01E+16,8.95E+16,1.40E+17,1.90E+17,2.41E+17
183.4051514,76.55636468,1.98E+15,4.89E+15,8.25E+15,1.19E+16,1.58E+16
183.4051514,76.55636468,7.36E+15,1.82E+16,3.02E+16,4.28E+16,5.57E+16
183.4051514,76.55636468,1.55E+16,3.71E+16,6.01E+16,8.38E+16,1.08E+17
183.4051514,76.55636468,2.56E+16,5.95E+16,9.48E+16,1.31E+17,1.67E+17
183.4051514,76.55636468,3.72E+16,8.42E+16,1.33E+17,1.82E+17,2.31E+17
183.4970704,104.9695008,2.41E+14,6.24E+14,1.07E+15,1.56E+15,2.08E+15
183.4970704,104.9695008,7.96E+14,2.07E+15,3.49E+15,4.99E+15,6.54E+15
183.4970704,104.9695008,1.63E+15,4.07E+15,6.70E+15,9.43E+15,1.22E+16
183.4970704,104.9695008,2.66E+15,6.43E+15,1.04E+16,1.45E+16,1.87E+16
183.4970704,104.9695008,3.84E+15,9.04E+15,1.45E+16,2.01E+16,2.57E+16
183.7054912,106.0331214,1.68E+14,4.37E+14,7.55E+14,1.10E+15,1.47E+15
183.7054912,106.0331214,5.11E+14,1.36E+15,2.31E+15,3.32E+15,4.37E+15
183.7054912,106.0331214,1.02E+15,2.62E+15,4.36E+15,6.16E+15,8.00E+15
183.7054912,106.0331214,1.66E+15,4.10E+15,6.71E+15,9.39E+15,1.21E+16
183.7054912,106.0331214,2.39E+15,5.74E+15,9.28E+15,1.29E+16,1.66E+16
183.8393149,89.87080491,1.26E+15,3.12E+15,5.26E+15,7.59E+15,1.01E+16
183.8393149,89.87080491,4.61E+15,1.14E+16,1.90E+16,2.70E+16,3.51E+16
183.8393149,89.87080491,9.66E+15,2.32E+16,3.77E+16,5.27E+16,6.78E+16
183.8393149,89.87080491,1.59E+16,3.72E+16,5.95E+16,8.23E+16,1.05E+17
183.8393149,89.87080491,2.31E+16,5.27E+16,8.34E+16,1.15E+17,1.46E+17
183.8543632,106.7928504,1.19E+14,3.09E+14,5.34E+14,7.82E+14,1.05E+15
183.8543632,106.7928504,3.19E+14,8.63E+14,1.49E+15,2.15E+15,2.84E+15
183.8543632,106.7928504,6.07E+14,1.60E+15,2.70E+15,3.85E+15,5.02E+15
183.8543632,106.7928504,9.63E+14,2.46E+15,4.08E+15,5.76E+15,7.47E+15
183.8543632,106.7928504,1.37E+15,3.41E+15,5.59E+15,7.83E+15,1.01E+16
183.9607003,107.335514,8.87E+13,2.26E+14,3.87E+14,5.65E+14,7.55E+14
183.9607003,107.335514,2.01E+14,5.40E+14,9.33E+14,1.35E+15,1.79E+15
183.9607003,107.335514,3.47E+14,9.26E+14,1.58E+15,2.26E+15,2.96E+15
183.9607003,107.335514,5.20E+14,1.36E+15,2.29E+15,3.26E+15,4.24E+15
183.9607003,107.335514,7.13E+14,1.83E+15,3.05E+15,4.32E+15,5.60E+15
184.0366554,107.7231308,6.92E+13,1.71E+14,2.89E+14,4.18E+14,5.55E+14
184.0366554,107.7231308,1.29E+14,3.34E+14,5.66E+14,8.13E+14,1.07E+15
184.0366554,107.7231308,1.95E+14,4.97E+14,8.33E+14,1.19E+15,1.55E+15
184.0366554,107.7231308,2.61E+14,6.57E+14,1.09E+15,1.55E+15,2.01E+15
184.0366554,107.7231308,3.28E+14,8.15E+14,1.35E+15,1.90E+15,2.46E+15
184.0909091,108,5.68E+13,1.36E+14,2.26E+14,3.24E+14,4.27E+14
184.0909091,108,8.91E+13,2.17E+14,3.58E+14,5.05E+14,6.57E+14
184.0909091,108,1.16E+14,2.74E+14,4.43E+14,6.18E+14,7.96E+14
184.0909091,108,1.36E+14,3.15E+14,5.04E+14,6.96E+14,8.92E+14
184.0909091,108,1.53E+14,3.47E+14,5.49E+14,7.55E+14,9.63E+14
184.2921234,101.1678604,4.99E+14,1.26E+15,2.14E+15,3.10E+15,4.11E+15
184.2921234,101.1678604,1.76E+15,4.45E+15,7.43E+15,1.06E+16,1.38E+16
184.2921234,101.1678604,3.66E+15,8.91E+15,1.46E+16,2.04E+16,2.63E+16
184.2921234,101.1678604,6.02E+15,1.42E+16,2.28E+16,3.17E+16,4.06E+16
184.2921234,101.1678604,8.71E+15,2.01E+16,3.20E+16,4.40E+16,5.63E+16
184.9921664,8.805106909,5.92E+14,1.47E+15,2.47E+15,3.55E+15,4.68E+15
184.9921664,8.805106909,2.06E+15,5.05E+15,8.30E+15,1.17E+16,1.51E+16
184.9921664,8.805106909,4.18E+15,9.85E+15,1.58E+16,2.19E+16,2.80E+16
184.9921664,8.805106909,6.73E+15,1.53E+16,2.42E+16,3.32E+16,4.23E+16
184.9921664,8.805106909,9.54E+15,2.12E+16,3.32E+16,4.53E+16,5.74E+16
186.2918642,42.99059551,2.13E+15,5.25E+15,8.84E+15,1.28E+16,1.69E+16
186.2918642,42.99059551,7.89E+15,1.95E+16,3.22E+16,4.55E+16,5.91E+16
186.2918642,42.99059551,1.66E+16,3.94E+16,6.36E+16,8.83E+16,1.13E+17
186.2918642,42.99059551,2.73E+16,6.28E+16,9.95E+16,1.37E+17,1.74E+17
186.2918642,42.99059551,3.94E+16,8.83E+16,1.38E+17,1.88E+17,2.39E+17
186.4664688,22.68111292,1.36E+15,3.36E+15,5.65E+15,8.13E+15,1.07E+16
186.4664688,22.68111292,4.96E+15,1.22E+16,2.01E+16,2.83E+16,3.67E+16
186.4664688,22.68111292,1.03E+16,2.43E+16,3.92E+16,5.43E+16,6.96E+16
186.4664688,22.68111292,1.68E+16,3.85E+16,6.09E+16,8.36E+16,1.06E+17
186.4664688,22.68111292,2.41E+16,5.39E+16,8.43E+16,1.15E+17,1.46E+17
186.5690099,49.89705363,2.22E+15,5.47E+15,9.22E+15,1.33E+16,1.76E+16
186.5690099,49.89705363,8.24E+15,2.04E+16,3.37E+16,4.77E+16,6.20E+16
186.5690099,49.89705363,1.73E+16,4.14E+16,6.68E+16,9.28E+16,1.19E+17
186.5690099,49.89705363,2.86E+16,6.60E+16,1.05E+17,1.44E+17,1.83E+17
186.5690099,49.89705363,4.14E+16,9.29E+16,1.46E+17,1.99E+17,2.52E+17
186.8126442,56.32348015,2.22E+15,5.48E+15,9.25E+15,1.33E+16,1.77E+16
186.8126442,56.32348015,8.27E+15,2.05E+16,3.39E+16,4.80E+16,6.24E+16
186.8126442,56.32348015,1.74E+16,4.16E+16,6.73E+16,9.35E+16,1.20E+17
186.8126442,56.32348015,2.88E+16,6.65E+16,1.06E+17,1.45E+17,1.85E+17
186.8126442,56.32348015,4.17E+16,9.38E+16,1.47E+17,2.01E+17,2.55E+17
186.8596638,32.3838627,1.77E+15,4.37E+15,7.36E+15,1.06E+16,1.40E+16
186.8596638,32.3838627,6.52E+15,1.61E+16,2.65E+16,3.74E+16,4.85E+16
186.8596638,32.3838627,1.36E+16,3.23E+16,5.21E+16,7.23E+16,9.26E+16
186.8596638,32.3838627,2.24E+16,5.14E+16,8.13E+16,1.12E+17,1.42E+17
186.8596638,32.3838627,3.22E+16,7.20E+16,1.13E+17,1.54E+17,1.95E+17
186.9139809,97.0957122,7.18E+14,1.79E+15,3.03E+15,4.38E+15,5.80E+15
186.9139809,97.0957122,2.58E+15,6.44E+15,1.07E+16,1.52E+16,1.99E+16
186.9139809,97.0957122,5.37E+15,1.30E+16,2.12E+16,2.96E+16,3.83E+16
186.9139809,97.0957122,8.84E+15,2.08E+16,3.34E+16,4.63E+16,5.93E+16
186.9139809,97.0957122,1.28E+16,2.94E+16,4.68E+16,6.45E+16,8.23E+16
187,-150,3.74E+12,9.42E+12,1.57E+13,2.22E+13,2.90E+13
187,-150,3.87E+12,9.08E+12,1.45E+13,2.01E+13,2.58E+13
187,-150,3.60E+12,8.12E+12,1.28E+13,1.75E+13,2.22E+13
187,-150,3.30E+12,7.26E+12,1.13E+13,1.54E+13,1.95E+13
187,-150,3.02E+12,6.53E+12,1.01E+13,1.37E+13,1.73E+13
187,-143.1818182,3.78E+12,9.54E+12,1.59E+13,2.25E+13,2.93E+13
187,-143.1818182,3.94E+12,9.24E+12,1.48E+13,2.05E+13,2.62E+13
187,-143.1818182,3.68E+12,8.29E+12,1.31E+13,1.79E+13,2.27E+13
187,-143.1818182,3.38E+12,7.44E+12,1.16E+13,1.58E+13,1.99E+13
187,-143.1818182,3.10E+12,6.72E+12,1.04E+13,1.41E+13,1.78E+13
187,-136.3636364,3.93E+12,9.89E+12,1.64E+13,2.33E+13,3.04E+13
187,-136.3636364,4.15E+12,9.72E+12,1.56E+13,2.16E+13,2.76E+13
187,-136.3636364,3.92E+12,8.84E+12,1.39E+13,1.90E+13,2.42E+13
187,-136.3636364,3.64E+12,8.00E+12,1.25E+13,1.69E+13,2.14E+13
187,-136.3636364,3.37E+12,7.29E+12,1.13E+13,1.53E+13,1.93E+13
187,-129.5454545,4.17E+12,1.05E+13,1.74E+13,2.47E+13,3.21E+13
187,-129.5454545,4.51E+12,1.05E+13,1.69E+13,2.34E+13,2.99E+13
187,-129.5454545,4.33E+12,9.75E+12,1.53E+13,2.10E+13,2.67E+13
187,-129.5454545,4.08E+12,8.96E+12,1.39E+13,1.90E+13,2.40E+13
187,-129.5454545,3.82E+12,8.26E+12,1.28E+13,1.73E+13,2.18E+13
187,-122.7272727,4.51E+12,1.13E+13,1.88E+13,2.66E+13,3.47E+13
187,-122.7272727,5.02E+12,1.17E+13,1.88E+13,2.60E+13,3.32E+13
187,-122.7272727,4.93E+12,1.11E+13,1.74E+13,2.38E+13,3.03E+13
187,-122.7272727,4.71E+12,1.04E+13,1.61E+13,2.19E+13,2.77E+13
187,-122.7272727,4.48E+12,9.67E+12,1.49E+13,2.02E+13,2.56E+13
187,-115.9090909,4.96E+12,1.24E+13,2.06E+13,2.92E+13,3.80E+13
187,-115.9090909,5.72E+12,1.33E+13,2.13E+13,2.95E+13,3.77E+13
187,-115.9090909,5.74E+12,1.29E+13,2.02E+13,2.77E+13,3.52E+13
187,-115.9090909,5.59E+12,1.23E+13,1.90E+13,2.59E+13,3.28E+13
187,-115.9090909,5.38E+12,1.16E+13,1.79E+13,2.43E+13,3.07E+13
187,-109.0909091,5.54E+12,1.39E+13,2.30E+13,3.25E+13,4.23E+13
187,-109.0909091,6.61E+12,1.54E+13,2.46E+13,3.40E+13,4.34E+13
187,-109.0909091,6.79E+12,1.52E+13,2.39E+13,3.27E+13,4.15E+13
187,-109.0909091,6.73E+12,1.47E+13,2.29E+13,3.11E+13,3.94E+13
187,-109.0909091,6.58E+12,1.42E+13,2.19E+13,2.96E+13,3.74E+13
187,-102.2727273,6.26E+12,1.56E+13,2.59E+13,3.66E+13,4.76E+13
187,-102.2727273,7.73E+12,1.80E+13,2.87E+13,3.96E+13,5.07E+13
187,-102.2727273,8.13E+12,1.82E+13,2.85E+13,3.90E+13,4.95E+13
187,-102.2727273,8.20E+12,1.79E+13,2.78E+13,3.78E+13,4.78E+13
187,-102.2727273,8.12E+12,1.75E+13,2.70E+13,3.65E+13,4.61E+13
187,-95.45454545,7.13E+12,1.78E+13,2.94E+13,4.15E+13,5.40E+13
187,-95.45454545,9.12E+12,2.11E+13,3.37E+13,4.66E+13,5.95E+13
187,-95.45454545,9.80E+12,2.19E+13,3.43E+13,4.69E+13,5.95E+13
187,-95.45454545,1.00E+13,2.19E+13,3.40E+13,4.62E+13,5.84E+13
187,-95.45454545,1.01E+13,2.17E+13,3.34E+13,4.52E+13,5.70E+13
187,-88.63636364,8.18E+12,2.04E+13,3.36E+13,4.75E+13,6.17E+13
187,-88.63636364,1.08E+13,2.50E+13,3.99E+13,5.51E+13,7.03E+13
187,-88.63636364,1.19E+13,2.65E+13,4.15E+13,5.66E+13,7.19E+13
187,-88.63636364,1.23E+13,2.69E+13,4.17E+13,5.67E+13,7.16E+13
187,-88.63636364,1.25E+13,2.69E+13,4.15E+13,5.61E+13,7.08E+13
187,-81.81818182,9.43E+12,2.34E+13,3.87E+13,5.46E+13,7.09E+13
187,-81.81818182,1.29E+13,2.98E+13,4.74E+13,6.53E+13,8.34E+13
187,-81.81818182,1.44E+13,3.21E+13,5.02E+13,6.85E+13,8.69E+13
187,-81.81818182,1.52E+13,3.31E+13,5.12E+13,6.95E+13,8.79E+13
187,-81.81818182,1.56E+13,3.34E+13,5.14E+13,6.95E+13,8.77E+13
187,-75,1.09E+13,2.71E+13,4.46E+13,6.29E+13,8.17E+13
187,-75,1.54E+13,3.54E+13,5.63E+13,7.76E+13,9.91E+13
187,-75,1.75E+13,3.89E+13,6.08E+13,8.29E+13,1.05E+14
187,-75,1.87E+13,4.05E+13,6.28E+13,8.51E+13,1.08E+14
187,-75,1.93E+13,4.13E+13,6.36E+13,8.59E+13,1.08E+14
187,-68.18181818,1.27E+13,3.13E+13,5.16E+13,7.27E+13,9.43E+13
187,-68.18181818,1.83E+13,4.22E+13,6.70E+13,9.23E+13,1.18E+14
187,-68.18181818,2.12E+13,4.70E+13,7.34E+13,1.00E+14,1.27E+14
187,-68.18181818,2.29E+13,4.96E+13,7.67E+13,1.04E+14,1.31E+14
187,-68.18181818,2.38E+13,5.09E+13,7.83E+13,1.06E+14,1.33E+14
187,-61.36363636,1.47E+13,3.63E+13,5.98E+13,8.42E+13,1.09E+14
187,-61.36363636,2.19E+13,5.02E+13,7.96E+13,1.10E+14,1.40E+14
187,-61.36363636,2.57E+13,5.67E+13,8.85E+13,1.21E+14,1.53E+14
187,-61.36363636,2.79E+13,6.03E+13,9.32E+13,1.26E+14,1.59E+14
187,-61.36363636,2.93E+13,6.23E+13,9.57E+13,1.29E+14,1.63E+14
187,-54.54545455,1.71E+13,4.21E+13,6.93E+13,9.75E+13,1.26E+14
187,-54.54545455,2.60E+13,5.95E+13,9.44E+13,1.30E+14,1.65E+14
187,-54.54545455,3.09E+13,6.81E+13,1.06E+14,1.44E+14,1.83E+14
187,-54.54545455,3.38E+13,7.29E+13,1.13E+14,1.52E+14,1.92E+14
187,-54.54545455,3.56E+13,7.57E+13,1.16E+14,1.57E+14,1.97E+14
187,-47.72727273,1.99E+13,4.88E+13,8.02E+13,1.13E+14,1.46E+14
187,-47.72727273,3.09E+13,7.04E+13,1.11E+14,1.53E+14,1.95E+14
187,-47.72727273,3.70E+13,8.12E+13,1.26E+14,1.72E+14,2.17E+14
187,-47.72727273,4.07E+13,8.74E+13,1.35E+14,1.82E+14,2.30E+14
187,-47.72727273,4.30E+13,9.11E+13,1.40E+14,1.88E+14,2.37E+14
187,-40.90909091,2.30E+13,5.65E+13,9.26E+13,1.30E+14,1.68E+14
187,-40.90909091,3.64E+13,8.27E+13,1.31E+14,1.79E+14,2.28E+14
187,-40.90909091,4.39E+13,9.60E+13,1.49E+14,2.03E+14,2.56E+14
187,-40.90909091,4.85E+13,1.04E+14,1.60E+14,2.16E+14,2.72E+14
187,-40.90909091,5.14E+13,1.08E+14,1.66E+14,2.24E+14,2.81E+14
187,-34.09090909,2.66E+13,6.52E+13,1.07E+14,1.50E+14,1.94E+14
187,-34.09090909,4.27E+13,9.65E+13,1.52E+14,2.09E+14,2.65E+14
187,-34.09090909,5.17E+13,1.13E+14,1.75E+14,2.37E+14,3.00E+14
187,-34.09090909,5.73E+13,1.22E+14,1.88E+14,2.54E+14,3.19E+14
187,-34.09090909,6.08E+13,1.28E+14,1.96E+14,2.64E+14,3.31E+14
187,-27.27272727,3.06E+13,7.48E+13,1.22E+14,1.71E+14,2.21E+14
187,-27.27272727,4.96E+13,1.12E+14,1.76E+14,2.41E+14,3.06E+14
187,-27.27272727,6.03E+13,1.31E+14,2.03E+14,2.75E+14,3.47E+14
187,-27.27272727,6.70E+13,1.43E+14,2.19E+14,2.95E+14,3.72E+14
187,-27.27272727,7.15E+13,1.50E+14,2.29E+14,3.08E+14,3.87E+14
